,January,February,District,Year,Oct_District,October,Oct_Year,November,December
360,0.2105001,0.2057233,NAGAUR,2010,NAGAUR,0.3428746,2010,0.2541493,0.2335719
361,0.2105001,0.2057233,NAGAUR,2010,NAGAUR,0.3428746,2010,0.2541493,0.2335719
362,0.2105001,0.2057233,NAGAUR,2010,NAGAUR,0.3428746,2010,0.2541493,0.2335719
363,0.2509176,0.2686676,NAGAUR,2011,NAGAUR,0.330352,2011,0.2516212,0.2392069
364,0.2369385,0.2301147,NAGAUR,2012,NAGAUR,0.3223274,2012,0.2507821,0.2466134
365,0.2468853,0.2507907,NAGAUR,2013,NAGAUR,0.3705891,2013,0.2866082,0.2769974
366,0.2775975,0.2806139,NAGAUR,2014,NAGAUR,0.3544903,2014,0.2598183,0.2461132
367,0.2523777,0.2445985,NAGAUR,2015,NAGAUR,0.2850349,2015,0.242932,0.2388073
368,0.2482203,0.2465536,NAGAUR,2016,NAGAUR,0.3310974,2016,0.2598655,0.2638767
369,0.2795154,0.261725,NAGAUR,2017,NAGAUR,0.2834252,2017,0.2490192,0.2406138
370,0.2444003,0.2369003,NAGAUR,2018,NAGAUR,0.3243947,2018,0.2409809,0.2327612
371,0.2343003,0.241966,NAGAUR,2019,NAGAUR,0.3961009,2019,0.2805615,0.2739382
372,0.2350886,0.2149445,RAJSAMAND,2001,RAJSAMAND,0.3807302,2001,0.3179924,0.296807
373,0.2847402,0.2694692,RAJSAMAND,2002,RAJSAMAND,0.3302309,2002,0.2600591,0.242384
374,0.2341465,0.2115113,RAJSAMAND,2003,RAJSAMAND,0.4266272,2003,0.3157304,0.2832838
375,0.2625231,0.2507254,RAJSAMAND,2004,RAJSAMAND,0.4448651,2004,0.3583008,0.2995136
376,0.2713327,0.2453969,RAJSAMAND,2005,RAJSAMAND,0.5220754,2005,0.3698658,0.3287587
377,0.3098677,0.288119,RAJSAMAND,2006,RAJSAMAND,0.4654921,2006,0.3713956,0.3577035
378,0.3532041,0.3474972,RAJSAMAND,2007,RAJSAMAND,0.4660418,2007,0.3647013,0.3368062
379,0.3315356,0.3206327,RAJSAMAND,2008,RAJSAMAND,0.4244071,2008,0.3318211,0.3053702
380,0.2813719,0.2521779,RAJSAMAND,2009,RAJSAMAND,0.3706531,2009,0.3054492,0.2900998
381,0.2764554,0.2456664,RAJSAMAND,2010,RAJSAMAND,0.4964477,2010,0.3993617,0.4021478
382,0.2764554,0.2456664,RAJSAMAND,2010,RAJSAMAND,0.4964477,2010,0.3993617,0.4021478
383,0.2764554,0.2456664,RAJSAMAND,2010,RAJSAMAND,0.4964477,2010,0.3993617,0.4021478
384,0.2764554,0.2456664,RAJSAMAND,2010,RAJSAMAND,0.4964477,2010,0.3993617,0.4021478
385,0.3943415,0.3889618,RAJSAMAND,2011,RAJSAMAND,0.529871,2011,0.4033099,0.3729269
386,0.3677922,0.3422479,RAJSAMAND,2015,RAJSAMAND,0.4604062,2015,0.3703292,0.3382655
387,0.3292907,0.3145992,RAJSAMAND,2016,RAJSAMAND,0.5334343,2016,0.4318245,0.3995639
388,0.3928416,0.3672745,RAJSAMAND,2017,RAJSAMAND,0.5008542,2017,0.4074287,0.3960054
389,0.3851665,0.3474361,RAJSAMAND,2018,RAJSAMAND,0.5441674,2018,0.4087934,0.3624496
390,0.3333491,0.3242863,RAJSAMAND,2019,RAJSAMAND,0.607047,2019,0.5103823,0.4613159
391,0.3785793,0.3483898,SAWAI MADHOPUR,2001,SAWAI MADHOPUR,0.2786618,2001,0.2684904,0.3499708
392,0.4185013,0.403027,SAWAI MADHOPUR,2002,SAWAI MADHOPUR,0.2329751,2002,0.2144823,0.2546893
393,0.3087914,0.28946,SAWAI MADHOPUR,2003,SAWAI MADHOPUR,0.3359214,2003,0.3137041,0.3922625
394,0.4343451,0.4008081,SAWAI MADHOPUR,2004,SAWAI MADHOPUR,0.2947667,2004,0.3254154,0.4522911
395,0.4803576,0.4111697,SAWAI MADHOPUR,2005,SAWAI MADHOPUR,0.2961547,2005,0.3436317,0.4314414
396,0.4489992,0.3849739,SAWAI MADHOPUR,2006,SAWAI MADHOPUR,0.2695529,2006,0.3016459,0.370905
397,0.4144861,0.3614825,SAWAI MADHOPUR,2007,SAWAI MADHOPUR,0.3015769,2007,0.2690936,0.3662265
398,0.3968125,0.3665408,SAWAI MADHOPUR,2008,SAWAI MADHOPUR,0.3059207,2008,0.3568428,0.464068
399,0.4869015,0.412955,SAWAI MADHOPUR,2009,SAWAI MADHOPUR,0.3201837,2009,0.3693855,0.4980263
400,0.5130304,0.4317109,SAWAI MADHOPUR,2010,SAWAI MADHOPUR,0.331641,2010,0.3267502,0.4711161
401,0.5130304,0.4317109,SAWAI MADHOPUR,2010,SAWAI MADHOPUR,0.331641,2010,0.3267502,0.4711161
402,0.5130304,0.4317109,SAWAI MADHOPUR,2010,SAWAI MADHOPUR,0.331641,2010,0.3267502,0.4711161
403,0.5130304,0.4317109,SAWAI MADHOPUR,2010,SAWAI MADHOPUR,0.331641,2010,0.3267502,0.4711161
404,0.5336572,0.5353247,SAWAI MADHOPUR,2011,SAWAI MADHOPUR,0.339407,2011,0.3605066,0.4732603
405,0.5145865,0.4487697,SAWAI MADHOPUR,2012,SAWAI MADHOPUR,0.3834486,2012,0.3554777,0.4692236
406,0.5242431,0.5012663,SAWAI MADHOPUR,2013,SAWAI MADHOPUR,0.3748688,2013,0.3765318,0.5222126
407,0.5714935,0.5530379,SAWAI MADHOPUR,2014,SAWAI MADHOPUR,0.3521543,2014,0.4379226,0.5178589
408,0.5667238,0.5218782,SAWAI MADHOPUR,2015,SAWAI MADHOPUR,0.3109417,2015,0.2952523,0.4371295
409,0.5023054,0.5029553,SAWAI MADHOPUR,2016,SAWAI MADHOPUR,0.3490223,2016,0.3845104,0.5184114
410,0.5751481,0.521719,SAWAI MADHOPUR,2017,SAWAI MADHOPUR,0.2881268,2017,0.3001155,0.4293652
411,0.4674927,0.4271651,SAWAI MADHOPUR,2018,SAWAI MADHOPUR,0.4101496,2018,0.3706575,0.5172891
412,0.571465,0.5538494,SAWAI MADHOPUR,2019,SAWAI MADHOPUR,0.4095164,2019,0.3714541,0.5343666
413,0.2705197,0.2847713,SIKAR,2001,SIKAR,0.2581664,2001,0.2294855,0.241809
414,0.295656,0.315126,SIKAR,2002,SIKAR,0.2192478,2002,0.1983374,0.2117098
415,0.2544645,0.301892,SIKAR,2003,SIKAR,0.3144768,2003,0.2443772,0.260792
416,0.3171031,0.3307273,SIKAR,2004,SIKAR,0.3045545,2004,0.2409412,0.2671328
417,0.3127216,0.3291486,SIKAR,2005,SIKAR,0.337502,2005,0.2484734,0.2581257
418,0.2927868,0.3084911,SIKAR,2006,SIKAR,0.272842,2006,0.2412239,0.2728388
419,0.3107161,0.321746,SIKAR,2007,SIKAR,0.2997458,2007,0.2334833,0.2484349
420,0.2917652,0.3026757,SIKAR,2008,SIKAR,0.3097129,2008,0.2581159,0.2827417
421,0.3307901,0.3348459,SIKAR,2009,SIKAR,0.2453182,2009,0.213616,0.2493968
422,0.2976507,0.3024064,SIKAR,2010,SIKAR,0.3816055,2010,0.2875757,0.2892354
423,0.2976507,0.3024064,SIKAR,2010,SIKAR,0.3816055,2010,0.2875757,0.2892354
424,0.2976507,0.3024064,SIKAR,2010,SIKAR,0.3816055,2010,0.2875757,0.2892354
425,0.2976507,0.3024064,SIKAR,2010,SIKAR,0.3816055,2010,0.2875757,0.2892354
426,0.3578096,0.4053493,SIKAR,2011,SIKAR,0.3762846,2011,0.2887941,0.3022404
427,0.3458168,0.3440477,SIKAR,2012,SIKAR,0.3906853,2012,0.2744145,0.2835795
428,0.3145379,0.3603778,SIKAR,2013,SIKAR,0.3890403,2013,0.2886898,0.3078874
429,0.3492305,0.3997998,SIKAR,2014,SIKAR,0.3487751,2014,0.2690588,0.2891241
430,0.3351162,0.3469312,SIKAR,2015,SIKAR,0.3176203,2015,0.2636171,0.2775978
431,0.3240717,0.3325793,SIKAR,2016,SIKAR,0.3528233,2016,0.2739756,0.2913213
432,0.3441002,0.3462846,SIKAR,2017,SIKAR,0.2804816,2017,0.2532846,0.2721748
433,0.3113053,0.3150982,SIKAR,2018,SIKAR,0.4118475,2018,0.2900254,0.3003004
434,0.3356299,0.3476729,SIKAR,2019,SIKAR,0.3983932,2019,0.3066213,0.3346633
435,0.2673561,0.2458226,SIROHI,2001,SIROHI,0.3684802,2001,0.3329485,0.3131761
436,0.3038378,0.2821418,SIROHI,2002,SIROHI,0.2946853,2002,0.2551384,0.2463224
437,0.2495843,0.2210105,SIROHI,2003,SIROHI,0.4423891,2003,0.3674938,0.3523221
438,0.3399203,0.3157622,SIROHI,2004,SIROHI,0.4195762,2004,0.3706703,0.3266653
439,0.3013369,0.2698853,SIROHI,2005,SIROHI,0.4876243,2005,0.3876204,0.3617584
440,0.3438794,0.3064471,SIROHI,2006,SIROHI,0.4433933,2006,0.3884135,0.3991297
441,0.3941596,0.364678,SIROHI,2007,SIROHI,0.4684819,2007,0.3926007,0.3737235
442,0.3731138,0.3483241,SIROHI,2008,SIROHI,0.4276044,2008,0.3587415,0.3628713
443,0.333573,0.2853059,SIROHI,2009,SIROHI,0.3593544,2009,0.3047265,0.29583
444,0.2942169,0.2641637,SIROHI,2010,SIROHI,0.4753581,2010,0.4161452,0.4375389
445,0.2942169,0.2641637,SIROHI,2010,SIROHI,0.4753581,2010,0.4161452,0.4375389
446,0.2942169,0.2641637,SIROHI,2010,SIROHI,0.4753581,2010,0.4161452,0.4375389
447,0.2942169,0.2641637,SIROHI,2010,SIROHI,0.4753581,2010,0.4161452,0.4375389
448,0.4432581,0.415259,SIROHI,2011,SIROHI,0.5126355,2011,0.4339208,0.4217462
449,0.4029777,0.3740339,SIROHI,2012,SIROHI,0.5122472,2012,0.4203287,0.4152331
450,0.4017424,0.3823384,SIROHI,2013,SIROHI,0.5593657,2013,0.4877244,0.4403391
451,0.4093598,0.3705217,SIROHI,2014,SIROHI,0.5010905,2014,0.4233809,0.3918403
452,0.3775898,0.338722,SIROHI,2015,SIROHI,0.4390337,2015,0.4085802,0.3996443
453,0.3974068,0.3712289,SIROHI,2016,SIROHI,0.5153139,2016,0.4507307,0.444256
454,0.4266757,0.3753504,SIROHI,2017,SIROHI,0.4766645,2017,0.4357612,0.4667371
455,0.4445317,0.3917349,SIROHI,2018,SIROHI,0.441523,2018,0.3723576,0.353915
456,0.3421013,0.3289631,SIROHI,2019,SIROHI,0.5813887,2019,0.5235464,0.4871343
457,0.3224723,0.2971253,TONK,2001,TONK,0.2603788,2001,0.2428642,0.2910634
458,0.335816,0.3214814,TONK,2002,TONK,0.2265066,2002,0.2102594,0.2239013
459,0.2492862,0.2390885,TONK,2003,TONK,0.3354446,2003,0.2833631,0.3153552
460,0.3380668,0.3184317,TONK,2004,TONK,0.2808473,2004,0.288981,0.4076979
461,0.4373378,0.3837545,TONK,2005,TONK,0.3066102,2005,0.3297546,0.3988231
462,0.4072205,0.3481455,TONK,2006,TONK,0.2727658,2006,0.2773212,0.3319712
463,0.36404,0.3292751,TONK,2007,TONK,0.2964969,2007,0.2609733,0.3461993
464,0.3781871,0.3599798,TONK,2008,TONK,0.2875663,2008,0.325802,0.4123717
465,0.4213859,0.3488015,TONK,2009,TONK,0.2806861,2009,0.3024243,0.3868838
466,0.3955518,0.3224349,TONK,2010,TONK,0.3367502,2010,0.3036321,0.3848673
467,0.3955518,0.3224349,TONK,2010,TONK,0.3367502,2010,0.3036321,0.3848673
468,0.3955518,0.3224349,TONK,2010,TONK,0.3367502,2010,0.3036321,0.3848673
469,0.3955518,0.3224349,TONK,2010,TONK,0.3367502,2010,0.3036321,0.3848673
470,0.4561913,0.4889143,TONK,2011,TONK,0.317182,2011,0.3369949,0.4381591
471,0.4640626,0.4025371,TONK,2012,TONK,0.3437715,2012,0.3136446,0.4503054
472,0.482998,0.46207,TONK,2013,TONK,0.3321998,2013,0.3499578,0.4893153
473,0.5312571,0.5246291,TONK,2014,TONK,0.3149417,2014,0.4208138,0.4994922
474,0.5355176,0.4799979,TONK,2015,TONK,0.2823235,2015,0.2786959,0.4286686
475,0.4715931,0.4659185,TONK,2016,TONK,0.3151705,2016,0.3682923,0.4879224
476,0.5440893,0.4813257,TONK,2017,TONK,0.2738269,2017,0.305272,0.4288881
477,0.4569279,0.4032246,TONK,2018,TONK,0.3632919,2018,0.3325654,0.4751016
478,0.4988309,0.4587662,TONK,2019,TONK,0.384785,2019,0.3428343,0.5134513
479,0.2802205,0.2541746,UDAIPUR,2001,UDAIPUR,0.4441974,2001,0.3637341,0.3300867
480,0.3114649,0.2899021,UDAIPUR,2002,UDAIPUR,0.425225,2002,0.3150085,0.2837455
481,0.2771664,0.249656,UDAIPUR,2003,UDAIPUR,0.5293677,2003,0.4001136,0.3561305
482,0.3275274,0.3055069,UDAIPUR,2004,UDAIPUR,0.5320682,2004,0.4293051,0.3693675
483,0.3520334,0.3159149,UDAIPUR,2005,UDAIPUR,0.5857589,2005,0.4340556,0.3932718
484,0.3705382,0.331714,UDAIPUR,2006,UDAIPUR,0.5474893,2006,0.4327469,0.4107737
485,0.3944284,0.3675025,UDAIPUR,2007,UDAIPUR,0.5536881,2007,0.4265461,0.38871
486,0.3648459,0.3432022,UDAIPUR,2008,UDAIPUR,0.5104416,2008,0.404569,0.3750191
487,0.3481427,0.2967356,UDAIPUR,2009,UDAIPUR,0.4832581,2009,0.3866133,0.3601174
488,0.3491322,0.3011069,UDAIPUR,2010,UDAIPUR,0.5653725,2010,0.4609911,0.4645172
489,0.3491322,0.3011069,UDAIPUR,2010,UDAIPUR,0.5653725,2010,0.4609911,0.4645172
490,0.3491322,0.3011069,UDAIPUR,2010,UDAIPUR,0.5653725,2010,0.4609911,0.4645172
491,0.3491322,0.3011069,UDAIPUR,2010,UDAIPUR,0.5653725,2010,0.4609911,0.4645172
492,0.4483724,0.4046651,UDAIPUR,2011,UDAIPUR,0.5913296,2011,0.4513099,0.414745
493,0.4026294,0.3721224,UDAIPUR,2012,UDAIPUR,0.6110537,2012,0.4507095,0.4109368
494,0.3925383,0.3866403,UDAIPUR,2013,UDAIPUR,0.6363052,2013,0.5254656,0.4593023
495,0.4472019,0.4241523,UDAIPUR,2014,UDAIPUR,0.5817657,2014,0.4597161,0.414877
496,0.4187579,0.3895829,UDAIPUR,2015,UDAIPUR,0.5310402,2015,0.4313178,0.3956271
497,0.384406,0.3661561,UDAIPUR,2016,UDAIPUR,0.6089545,2016,0.4848137,0.4474193
498,0.4399373,0.4003923,UDAIPUR,2017,UDAIPUR,0.5646265,2017,0.4501304,0.442867
499,0.4340866,0.3778334,UDAIPUR,2018,UDAIPUR,0.6059541,2018,0.4666511,0.4116865
500,0.3886904,0.3741433,UDAIPUR,2019,UDAIPUR,0.6728116,2019,0.5667585,0.5073307
