,Oct_Minimum,Oct_Maximum,Oct_Mean,Oct_Standard Deviation,Oct_Variance,Oct_Upper Quartile,Oct_Upper 1.5 IQR,Oct_Median,Oct_Lower 1.5 IQR,Oct_Lower Quartile,Oct_District,Oct_Year,Nov_Minimum,Nov_Maximum,Nov_Mean,Nov_Standard Deviation,Nov_Variance,Nov_Upper Quartile,Nov_Upper 1.5 IQR,Nov_Median,Nov_Lower 1.5 IQR,Nov_Lower Quartile,Nov_District,Nov_Year,Dec_Minimum,Dec_Maximum,Dec_Mean,Dec_Standard Deviation,Dec_Variance,Dec_Upper Quartile,Dec_Upper 1.5 IQR,Dec_Median,Dec_Lower 1.5 IQR,Dec_Lower Quartile,Dec_District,Dec_Year
0,-0.058,0.4077,0.2078318,0.0427294,0.0018258,0.2308,0.3035,0.2063,0.1116,0.182,Karauli,2000,-0.0491,0.3635,0.1615991,0.0223371,0.0004989,0.1738,0.2132,0.1605,0.1085,0.1475,Karauli,2000,0.0187,0.4989,0.1856543,0.0479522,0.0022994,0.1984,0.2618,0.1724,0.0939,0.1561,Karauli,2000
1,0.0015,0.3207,0.1759756,0.0292164,0.0008536,0.192925,0.2459,0.1753,0.1058,0.1576,Karauli,2001,0.057,0.2795,0.1579883,0.0227227,0.0005163,0.1697,0.2085,0.156,0.1053,0.1438,Karauli,2001,0.0638,0.4379,0.1753907,0.0477377,0.0022789,0.1924,0.2663,0.1596,0.0794,0.1431,Karauli,2001
2,0.0358,0.3349,0.1635845,0.0287062,0.000824,0.1779,0.2281,0.1598,0.093,0.1439,Karauli,2002,0.0615,0.2335,0.1403957,0.0187244,0.0003506,0.151,0.1865,0.1378,0.0926,0.1273,Karauli,2002,0.0755,0.6184,0.1703901,0.0725499,0.0052635,0.1795,0.2536,0.1454,0.0755,0.13,Karauli,2002
3,-0.0359,0.4279,0.2210857,0.0453029,0.0020524,0.24935,0.3387,0.2193,0.1048,0.1897,Karauli,2003,-0.0344,0.4042,0.1869669,0.031557,0.0009958,0.204525,0.263,0.1841,0.1094,0.1654,Karauli,2003,0.053,0.5156,0.2185602,0.0651226,0.004241,0.249325,0.3674,0.2027,0.053,0.1706,Karauli,2003
4,-0.083,0.3744,0.2041709,0.0431242,0.0018597,0.2337,0.3213,0.2048,0.0902,0.175175,Karauli,2004,-0.0465,0.5327,0.1921912,0.0427925,0.0018312,0.2108,0.2805,0.1858,0.0951,0.1642,Karauli,2004,0.0643,0.5522,0.2348646,0.0878037,0.0077095,0.297,0.4968,0.20755,0.0643,0.1635,Karauli,2004
5,-0.065,0.3824,0.201557,0.043367,0.0018807,0.2294,0.312,0.2039,0.0934,0.1741,Karauli,2005,-0.0311,0.4146,0.1944781,0.0405563,0.0016448,0.214,0.285,0.18675,0.0969,0.1666,Karauli,2005,0.0544,0.5542,0.2242449,0.0734875,0.0054004,0.2786,0.452,0.20635,0.0544,0.161,Karauli,2005
6,0.0565,0.3263,0.1699304,0.027256,0.0007429,0.1859,0.2362,0.1694,0.1021,0.1523,Karauli,2006,0.0217,0.3885,0.1712976,0.0331427,0.0010984,0.184325,0.2365,0.16435,0.0978,0.1495,Karauli,2006,0.0541,0.4708,0.1947204,0.0639549,0.0040902,0.2339,0.3695,0.1749,0.0541,0.1427,Karauli,2006
7,-0.069,0.3618,0.1860562,0.0331053,0.001096,0.2046,0.2664,0.1824,0.1055,0.1634,Karauli,2007,0.0381,0.2726,0.1583196,0.0215944,0.0004663,0.1699,0.2094,0.156,0.105,0.1435,Karauli,2007,0.0301,0.552,0.1978356,0.0737813,0.0054437,0.2241,0.3412,0.1732,0.0301,0.146,Karauli,2007
8,0.0513,0.3789,0.2095184,0.0396103,0.001569,0.2341,0.3074,0.2107,0.1124,0.185175,Karauli,2008,0.0729,0.477,0.2145128,0.0420685,0.0017698,0.2335,0.3047,0.2057,0.1191,0.186,Karauli,2008,0.0624,0.4957,0.2422616,0.0827012,0.0068395,0.312625,0.4957,0.21855,0.0624,0.168475,Karauli,2008
9,-0.0446,0.3867,0.2296893,0.0428424,0.0018355,0.257225,0.338,0.2295,0.1215,0.2028,Karauli,2009,0.0638,0.4913,0.2079554,0.036255,0.0013144,0.2267,0.2915,0.205,0.1196,0.1834,Karauli,2009,0.1115,0.5753,0.2629625,0.0820737,0.0067361,0.320525,0.5041,0.243,0.1115,0.196,Karauli,2009
10,-0.0036,0.4865,0.2402488,0.0544146,0.0029609,0.2766,0.3863,0.2446,0.0945,0.203275,Karauli,2010,-0.0164,0.3939,0.2002605,0.0339212,0.0011506,0.2193,0.2824,0.1976,0.1149,0.1771,Karauli,2010,0.0792,0.5974,0.2672161,0.0827169,0.0068421,0.3246,0.5105,0.248,0.0792,0.2001,Karauli,2010
11,0.0208,0.4318,0.2351793,0.0532341,0.0028339,0.2699,0.3769,0.2359,0.092,0.1982,Karauli,2011,0.0747,0.3391,0.207803,0.0313407,0.0009822,0.2257,0.2847,0.2036,0.1287,0.1863,Karauli,2011,0.0826,0.5343,0.2414324,0.063988,0.0040945,0.2856,0.432,0.228,0.0826,0.1877,Karauli,2011
12,-0.0712,0.5093,0.279344,0.0625896,0.0039175,0.3197,0.4366,0.2811,0.1253,0.2417,Karauli,2012,-0.0712,0.3781,0.2196356,0.0371081,0.001377,0.2401,0.3047,0.2173,0.1324,0.1969,Karauli,2012,-0.0332,0.4823,0.2405295,0.0526007,0.0027668,0.269225,0.3696,0.2301,0.1023,0.2022,Karauli,2012
13,-0.0378,0.4706,0.2741695,0.0616149,0.0037964,0.3155,0.4355,0.27905,0.1157,0.2353,Karauli,2013,-0.0282,0.405,0.2256912,0.04125,0.0017016,0.2505,0.3269,0.2239,0.1239,0.1995,Karauli,2013,0.0301,0.5724,0.2578123,0.075088,0.0056382,0.310825,0.4852,0.2411,0.0301,0.1945,Karauli,2013
14,-0.0793,0.4525,0.2310853,0.0465444,0.0021664,0.2582,0.3416,0.2322,0.1203,0.2026,Karauli,2014,0.0806,0.5603,0.2249283,0.0554434,0.003074,0.243425,0.3243,0.2102,0.1093,0.1895,Karauli,2014,0.088,0.5358,0.2577275,0.0855959,0.0073267,0.317525,0.5131,0.2342,0.088,0.1851,Karauli,2014
15,0.0723,0.3264,0.2000969,0.0315404,0.0009948,0.2201,0.2805,0.2009,0.1224,0.1798,Karauli,2015,0.0539,0.42,0.170688,0.0250108,0.0006255,0.1839,0.2283,0.1688,0.1104,0.1543,Karauli,2015,0.0761,0.5692,0.2214511,0.0870127,0.0075712,0.264425,0.4271,0.19015,0.0761,0.155975,Karauli,2015
16,-0.0149,0.4599,0.2207716,0.0505993,0.0025603,0.25,0.3431,0.217,0.093,0.1869,Karauli,2016,-0.0642,0.5085,0.2255317,0.0522753,0.0027327,0.2429,0.3187,0.2138,0.1186,0.19235,Karauli,2016,-0.0043,0.5971,0.2710291,0.097121,0.0094325,0.342825,0.5703,0.2459,-0.0043,0.1869,Karauli,2016
17,0.0772,0.3026,0.1830636,0.0272404,0.000742,0.2007,0.2547,0.1829,0.112,0.1644,Karauli,2017,0.0808,0.4133,0.1761173,0.031192,0.0009729,0.1872,0.2317,0.171,0.1141,0.1575,Karauli,2017,0.0859,0.6044,0.2285562,0.0930573,0.0086597,0.281625,0.472,0.19595,0.0859,0.154675,Karauli,2017
18,-0.0043,0.4318,0.2554617,0.0539469,0.0029103,0.2907,0.3991,0.259,0.109,0.2176,Karauli,2018,0.0824,0.4488,0.2138519,0.0422903,0.0017885,0.2314,0.2977,0.2072,0.1221,0.1872,Karauli,2018,0.0619,0.6145,0.2690351,0.0944972,0.0089297,0.324425,0.5159,0.23675,0.0619,0.1967,Karauli,2018
19,0.0831,0.4579,0.2684414,0.0519489,0.0026987,0.3026,0.4064,0.2715,0.1309,0.2333,Karauli,2019,0.0789,0.4303,0.2166974,0.0383795,0.001473,0.236925,0.3063,0.2119,0.1258,0.190675,Karauli,2019,0.0883,0.6018,0.2908371,0.0941889,0.0088715,0.361525,0.5725,0.27445,0.0883,0.2089,Karauli,2019
20,0.0721,0.4394,0.2282197,0.0499485,0.0024948,0.2599,0.3613,0.2281,0.1017,0.1922,Karauli,2020,0.0972,0.5153,0.2101513,0.0491746,0.0024181,0.2239,0.2871,0.2005,0.1207,0.1815,Karauli,2020,0.0836,0.5698,0.2484141,0.0825179,0.0068092,0.292725,0.4523,0.2231,0.0836,0.1862,Karauli,2020
21,-0.0174,0.6778,0.2896183,0.1066164,0.0113671,0.3622,0.5966,0.2631,-0.0174,0.2047,Kota,2000,-0.0202,0.3917,0.1739752,0.0377941,0.0014284,0.1933,0.2611,0.1682,0.0816,0.148,Kota,2000,0.0049,0.5408,0.2180595,0.0711507,0.0050624,0.253,0.3864,0.2028,0.0309,0.1639,Kota,2000
22,-0.0298,0.5409,0.2330131,0.0635985,0.0040448,0.2631,0.3729,0.2202,0.081,0.1895,Kota,2001,-0.0387,0.402,0.1757119,0.0372724,0.0013892,0.1929,0.2556,0.1684,0.0884,0.1511,Kota,2001,-0.0202,0.588,0.2003672,0.0582518,0.0033933,0.2337,0.3505,0.1914,0.0396,0.1556,Kota,2001
23,-0.0027,0.4327,0.1944798,0.0590076,0.0034819,0.2287,0.3437,0.1871,0.0546,0.1519,Kota,2002,-0.0107,0.4338,0.1539871,0.0352893,0.0012453,0.1708,0.23,0.1493,0.0722,0.1313,Kota,2002,-0.0018,0.5234,0.1802217,0.0588422,0.0034624,0.207,0.3105,0.1645,0.0529,0.1377,Kota,2002
24,-0.027,0.6224,0.2787547,0.0773062,0.0059762,0.3205,0.4664,0.2675,0.0928,0.2232,Kota,2003,-0.0447,0.4886,0.217217,0.0576164,0.0033197,0.2455,0.3497,0.2051,0.0755,0.176,Kota,2003,0.0158,0.6011,0.2554138,0.091801,0.0084274,0.3185,0.5233,0.2345,0.0158,0.18,Kota,2003
25,-0.0458,0.5888,0.2442585,0.0767426,0.0058894,0.2862,0.4294,0.228,0.0532,0.1907,Kota,2004,-0.007,0.5913,0.2234584,0.0630222,0.0039718,0.2574,0.3781,0.2118,0.0594,0.1765,Kota,2004,-0.0395,0.6563,0.2849404,0.109947,0.0120884,0.3682,0.6309,0.2678,-0.0395,0.1913,Kota,2004
26,0.0024,0.6032,0.2882488,0.0895341,0.0080164,0.344,0.5255,0.2706,0.0637,0.2227,Kota,2005,0.0103,0.6097,0.2282492,0.0596283,0.0035555,0.2612,0.378,0.2204,0.0709,0.1832,Kota,2005,0.0629,0.5567,0.2633016,0.0866625,0.0075104,0.3208,0.5108,0.2545,0.0629,0.1929,Kota,2005
27,-0.0216,0.5095,0.2264027,0.062097,0.003856,0.2599,0.3722,0.2185,0.0724,0.1849,Kota,2006,-0.0167,0.6116,0.2438974,0.079654,0.0063448,0.2851,0.4376,0.2301,0.0372,0.1831,Kota,2006,-0.0038,0.6274,0.2955335,0.1085159,0.0117757,0.3823,0.6274,0.2863,-0.0038,0.2037,Kota,2006
28,-0.0365,0.566,0.2651713,0.0789223,0.0062287,0.3179,0.4851,0.2492,0.0507,0.2056,Kota,2007,-0.0498,0.4928,0.1906714,0.0428166,0.0018333,0.2152,0.2968,0.1849,0.0802,0.1607,Kota,2007,0.0167,0.5443,0.249952,0.0788147,0.0062118,0.3046,0.4808,0.2406,0.0167,0.1867,Kota,2007
29,-0.0227,0.5108,0.2492441,0.0671207,0.0045052,0.2916,0.4236,0.2339,0.072,0.2035,Kota,2008,-0.0035,0.5955,0.2109082,0.0582971,0.0033986,0.2381,0.3399,0.1991,0.0698,0.1699,Kota,2008,0.0544,0.6012,0.2624917,0.087455,0.0076484,0.3228,0.5169,0.2573,0.0544,0.1934,Kota,2008
30,-0.0398,0.5869,0.245446,0.0650001,0.004225,0.2844,0.4146,0.2392,0.0677,0.1973,Kota,2009,-0.0128,0.5893,0.2212974,0.0661884,0.0043809,0.2597,0.3927,0.2111,0.0532,0.1706,Kota,2009,0.0582,0.6215,0.2794822,0.0906933,0.0082253,0.3433,0.5459,0.2811,0.0582,0.2079,Kota,2009
31,0.0334,0.5301,0.2486195,0.054787,0.0030016,0.2735,0.3658,0.2409,0.1196,0.2119,Kota,2010,0.0306,0.5,0.1913717,0.0517119,0.0026741,0.2155,0.305,0.1806,0.0739,0.1558,Kota,2010,0.0674,0.5635,0.2352727,0.0746173,0.0055677,0.2821,0.4411,0.224,0.0674,0.1755,Kota,2010
32,-0.0381,0.5136,0.2603744,0.0658461,0.0043357,0.2974,0.4193,0.2445,0.0947,0.2161,Kota,2011,-0.0362,0.496,0.2037416,0.0527774,0.0027855,0.2298,0.3209,0.1943,0.0835,0.169,Kota,2011,-0.015,0.5509,0.25096,0.0691144,0.0047768,0.2932,0.4355,0.2455,0.0565,0.1982,Kota,2011
33,-0.0115,0.5942,0.3159212,0.0842256,0.0070939,0.377,0.5622,0.312,0.0773,0.2514,Kota,2012,0.0223,0.4783,0.1974952,0.0497305,0.0024731,0.2239,0.3124,0.1903,0.0877,0.1649,Kota,2012,0.0426,0.5376,0.256535,0.0792988,0.0062883,0.3075,0.4834,0.245,0.0426,0.1902,Kota,2012
34,0.0004,0.5384,0.2519332,0.0671184,0.0045049,0.2873,0.4091,0.2466,0.0888,0.2061,Kota,2013,-0.0147,0.5435,0.2021397,0.0611556,0.00374,0.2351,0.3502,0.1932,0.0478,0.1577,Kota,2013,0.0454,0.6159,0.296587,0.0970454,0.0094178,0.3641,0.5817,0.293,0.0454,0.2177,Kota,2013
35,-0.0253,0.5115,0.2460876,0.0641555,0.0041159,0.2805,0.3946,0.2399,0.0904,0.2043,Kota,2014,-0.0229,0.5263,0.2064507,0.0627355,0.0039357,0.2413,0.3583,0.1928,0.0465,0.163,Kota,2014,-0.0097,0.5879,0.2652797,0.0852179,0.0072621,0.3169,0.4939,0.2562,0.0607,0.1986,Kota,2014
36,-0.0238,0.4873,0.2188023,0.0519175,0.0026954,0.244,0.3343,0.2082,0.0936,0.1838,Kota,2015,0.0099,0.4358,0.1824673,0.0470243,0.0022113,0.2054,0.288,0.1761,0.0736,0.1503,Kota,2015,-0.008,0.6098,0.2621129,0.0858706,0.0073738,0.3177,0.506,0.2518,0.0432,0.1921,Kota,2015
37,-0.0335,0.5812,0.2554532,0.0721371,0.0052038,0.3023,0.4524,0.2411,0.0629,0.201975,Kota,2016,-0.0333,0.4587,0.1888284,0.0538018,0.0028946,0.2154,0.3114,0.178,0.0646,0.1511,Kota,2016,-0.0256,0.5837,0.2532171,0.075377,0.0056817,0.3017,0.4657,0.247,0.0336,0.1917,Kota,2016
38,0.012,0.5035,0.2177604,0.0574871,0.0033048,0.248,0.3528,0.2086,0.0805,0.1779,Kota,2017,0.0216,0.5683,0.1887167,0.0470879,0.0022173,0.2144,0.301,0.1818,0.0727,0.1565,Kota,2017,0.0799,0.5552,0.2628693,0.0838286,0.0070272,0.3212,0.5089,0.2549,0.0799,0.1959,Kota,2017
39,0.031,0.5931,0.2864741,0.0712259,0.0050731,0.3242,0.452,0.2739,0.1122,0.2389,Kota,2018,0.0239,0.4748,0.1944685,0.0591233,0.0034956,0.2243,0.3305,0.1856,0.0476,0.1534,Kota,2018,0.0375,0.6342,0.2909415,0.1041854,0.0108546,0.362,0.6019,0.2802,0.0375,0.2013,Kota,2018
40,0.0079,0.5906,0.298444,0.0676126,0.0045715,0.3369,0.4614,0.2939,0.1296,0.2537,Kota,2019,0.0259,0.4826,0.1968993,0.0651905,0.0042498,0.2266,0.3422,0.1898,0.0466,0.1495,Kota,2019,0.0667,0.6135,0.2754795,0.0898486,0.0080728,0.3341,0.5324,0.2655,0.0667,0.201,Kota,2019
41,-0.015,0.5534,0.241338,0.0674341,0.0045474,0.2759,0.3994,0.2296,0.0818,0.1935,Kota,2020,-0.0131,0.5028,0.2004804,0.0578575,0.0033475,0.2313,0.3372,0.1917,0.0751,0.1607,Kota,2020,0.005,0.5782,0.2524981,0.076978,0.0059256,0.3012,0.4675,0.2387,0.0923,0.1891,Kota,2020
42,-0.0545,0.3663,0.1634982,0.0290601,0.0008445,0.1808,0.2336,0.1632,0.0928,0.1456,Nagaur,2000,-0.0133,0.3419,0.1328996,0.0206778,0.0004276,0.1441,0.1798,0.1315,0.0849,0.1203,Nagaur,2000,0.0183,0.5205,0.1332842,0.0371715,0.0013817,0.1458,0.1987,0.1248,0.0576,0.1105,Nagaur,2000
43,-0.0669,0.3955,0.1648035,0.0260229,0.0006772,0.1791,0.2233,0.1648,0.1056,0.1496,Nagaur,2001,-0.062,0.3283,0.1403302,0.0210918,0.0004449,0.1514,0.1872,0.1399,0.0919,0.1275,Nagaur,2001,-0.045,0.4612,0.1388184,0.0292219,0.0008539,0.1512,0.1978,0.1335,0.0736,0.1201,Nagaur,2001
44,0.0104,0.2889,0.1328765,0.0294406,0.0008668,0.1505,0.2088,0.13195,0.0535,0.1116,Nagaur,2002,0.0071,0.2455,0.1176352,0.0209334,0.0004382,0.1306,0.1726,0.1184,0.0607,0.1026,Nagaur,2002,0.0096,0.4562,0.1199402,0.0366389,0.0013424,0.1319,0.1842,0.11165,0.0466,0.097,Nagaur,2002
45,-0.0724,0.39,0.1913626,0.033105,0.0010959,0.2131,0.2821,0.1895,0.0981,0.1671,Nagaur,2003,-0.07,0.3881,0.1521928,0.0251081,0.0006304,0.1659,0.2113,0.1507,0.0905,0.1356,Nagaur,2003,-0.0596,0.4669,0.1558201,0.0456345,0.0020825,0.1675,0.2272,0.1465,0.0682,0.1277,Nagaur,2003
46,-0.0387,0.466,0.1745184,0.0376434,0.001417,0.1961,0.267,0.173,0.0781,0.1488,Nagaur,2004,-0.0433,0.3077,0.1413038,0.0271411,0.0007366,0.155,0.2028,0.1396,0.0753,0.1231,Nagaur,2004,-0.0283,0.5202,0.148418,0.0525805,0.0027647,0.1675,0.2479,0.1325,0.0379,0.1139,Nagaur,2004
47,-0.0465,0.4114,0.1962221,0.0462273,0.002137,0.227,0.3257,0.1938,0.062,0.161,Nagaur,2005,-0.0058,0.3239,0.1454413,0.0256025,0.0006555,0.1598,0.2078,0.144,0.0804,0.1278,Nagaur,2005,0.0168,0.4453,0.1482319,0.0449714,0.0020224,0.1616,0.2247,0.1363,0.0567,0.1195,Nagaur,2005
48,0.0125,0.4269,0.1566936,0.0359189,0.0012902,0.1771,0.2405,0.1567,0.0716,0.1348,Nagaur,2006,0.0213,0.3123,0.1334149,0.0279424,0.0007808,0.1488,0.1978,0.1327,0.0672,0.1161,Nagaur,2006,0.0161,0.4706,0.1411349,0.0499765,0.0024977,0.1585,0.2293,0.1278,0.0417,0.1113,Nagaur,2006
49,0.0152,0.3599,0.1802052,0.0325904,0.0010621,0.1992,0.2595,0.1773,0.0987,0.159,Nagaur,2007,0.0207,0.2758,0.1424188,0.0223313,0.0004987,0.1549,0.1951,0.1406,0.0879,0.1281,Nagaur,2007,0.0279,0.482,0.1447288,0.0421219,0.0017743,0.1579,0.2158,0.1341,0.0615,0.1193,Nagaur,2007
50,-0.0677,0.3606,0.1618352,0.028078,0.0007884,0.1792,0.2345,0.1594,0.0872,0.1423,Nagaur,2008,-0.0593,0.2884,0.1412261,0.0255149,0.000651,0.1568,0.2074,0.1386,0.0725,0.123,Nagaur,2008,-0.0627,0.4984,0.1506132,0.0496864,0.0024687,0.163,0.2277,0.1379,0.0557,0.1198,Nagaur,2008
51,-0.0061,0.3415,0.1347321,0.0279557,0.0007815,0.149,0.1967,0.1314,0.0695,0.1172,Nagaur,2009,0.0089,0.2544,0.1197088,0.0227258,0.0005165,0.1309,0.1688,0.1171,0.069,0.1056,Nagaur,2009,-0.0068,0.5058,0.1303581,0.04511,0.0020349,0.1395,0.1911,0.1161,0.0539,0.105,Nagaur,2009
52,-0.0606,0.5251,0.2348872,0.0355602,0.0012645,0.2564,0.32,0.2336,0.1504,0.214,Nagaur,2010,-0.095,0.3138,0.1666604,0.0229985,0.0005289,0.1773,0.2118,0.1648,0.1199,0.1543,Nagaur,2010,-0.0836,0.3897,0.1411122,0.0345598,0.0011944,0.1536,0.2049,0.132,0.0681,0.1194,Nagaur,2010
53,-0.0733,0.3738,0.2227287,0.0372024,0.001384,0.248025,0.3226,0.2223,0.1244,0.1982,Nagaur,2011,-0.085,0.2988,0.1682337,0.0249712,0.0006236,0.1833,0.2289,0.1685,0.1074,0.1527,Nagaur,2011,-0.0642,0.3197,0.1602484,0.0271699,0.0007382,0.1741,0.22,0.1594,0.0983,0.1435,Nagaur,2011
54,-0.1093,0.556,0.2222195,0.0464861,0.002161,0.2455,0.3247,0.2173,0.114,0.1927,Nagaur,2012,-0.1006,0.3104,0.1661146,0.0273919,0.0007503,0.1806,0.2278,0.1636,0.1024,0.1491,Nagaur,2012,-0.0752,0.4253,0.1618674,0.0396026,0.0015684,0.1823,0.2525,0.1543,0.0654,0.1355,Nagaur,2012
55,-0.0836,0.4369,0.2389246,0.0390327,0.0015236,0.2625,0.3343,0.2367,0.1432,0.2146,Nagaur,2013,-0.0677,0.3421,0.1821518,0.0271622,0.0007378,0.1969,0.2438,0.1801,0.1188,0.1656,Nagaur,2013,-0.0502,0.5098,0.1733981,0.0390538,0.0015252,0.1963,0.2708,0.1664,0.0724,0.1466,Nagaur,2013
56,-0.0643,0.427,0.2378926,0.0399791,0.0015983,0.2616,0.3327,0.239,0.144,0.2142,Nagaur,2014,-0.0729,0.316,0.1695682,0.0275782,0.0007606,0.1857,0.2361,0.1703,0.1018,0.1521,Nagaur,2014,-0.0644,0.3407,0.1610088,0.0325821,0.0010616,0.1785,0.2374,0.1578,0.0804,0.1392,Nagaur,2014
57,-0.0663,0.3994,0.1915799,0.031642,0.0010012,0.2075,0.2565,0.1915,0.126,0.1748,Nagaur,2015,-0.0491,0.2987,0.15858,0.0224095,0.0005022,0.1719,0.2107,0.1601,0.1072,0.146,Nagaur,2015,-0.0192,0.5506,0.1569059,0.0352931,0.0012456,0.1695,0.2158,0.153,0.0924,0.1386,Nagaur,2015
58,-0.0694,0.4083,0.2115897,0.0358611,0.001286,0.2307,0.294,0.2081,0.1257,0.1885,Nagaur,2016,-0.0372,0.3324,0.1639295,0.0264737,0.0007009,0.1779,0.2245,0.1619,0.1011,0.1468,Nagaur,2016,0.006,0.4598,0.1676113,0.0377568,0.0014256,0.1892,0.2618,0.1589,0.0681,0.1407,Nagaur,2016
59,0.0025,0.3642,0.1890191,0.0309414,0.0009574,0.2098,0.2722,0.1905,0.1074,0.1682,Nagaur,2017,-0.0079,0.3049,0.1661449,0.0255821,0.0006544,0.1841,0.2372,0.1671,0.0967,0.1487,Nagaur,2017,-0.0215,0.4385,0.1553989,0.0320507,0.0010272,0.1722,0.2311,0.1543,0.0745,0.1329,Nagaur,2017
60,-0.0621,0.4548,0.2153792,0.0556669,0.0030988,0.249,0.3645,0.2157,0.0586,0.172,Nagaur,2018,-0.0544,0.2877,0.1533501,0.0279681,0.0007822,0.171,0.2284,0.1534,0.0753,0.1327,Nagaur,2018,-0.035,0.3886,0.1484003,0.0317896,0.0010106,0.1657,0.2269,0.1464,0.0638,0.1249,Nagaur,2018
61,-0.0852,0.4685,0.2549249,0.0479659,0.0023007,0.2833,0.3716,0.251,0.136,0.2243,Nagaur,2019,-0.0878,0.3897,0.1740937,0.0318272,0.001013,0.1906,0.2453,0.1704,0.0998,0.1541,Nagaur,2019,-0.1292,0.4264,0.1648926,0.0416208,0.0017323,0.1931,0.2845,0.1607,0.0432,0.132,Nagaur,2019
62,-0.0608,0.4406,0.216571,0.0418693,0.001753,0.2398,0.3115,0.2156,0.1202,0.1919,Nagaur,2020,-0.0547,0.2911,0.1646448,0.0253201,0.0006411,0.180175,0.2261,0.1657,0.1039,0.149525,Nagaur,2020,0.0004,0.3724,0.1603096,0.0301744,0.0009105,0.1762,0.2281,0.1575,0.0897,0.1416,Nagaur,2020
63,-0.0408,0.4207,0.1782674,0.0357847,0.0012805,0.1932,0.2494,0.1715,0.1051,0.1557,Pali,2000,-0.0592,0.3327,0.1566396,0.0248773,0.0006189,0.1681,0.2093,0.1528,0.1005,0.1406,Pali,2000,-0.0356,0.5612,0.1547393,0.0281539,0.0007926,0.1668,0.2116,0.1499,0.0921,0.1369,Pali,2000
64,-0.0594,0.4628,0.2034699,0.0410799,0.0016876,0.2173,0.2723,0.197,0.1256,0.1806,Pali,2001,-0.0673,0.3529,0.1705694,0.0285921,0.0008175,0.1833,0.2286,0.1672,0.1079,0.153,Pali,2001,-0.0574,0.5227,0.1702542,0.0320694,0.0010284,0.1832,0.2327,0.1654,0.1016,0.1502,Pali,2001
65,0.0786,0.4119,0.1478045,0.0323305,0.0010453,0.1621,0.2171,0.1423,0.0786,0.1254,Pali,2002,0.057,0.2581,0.1345263,0.0201533,0.0004062,0.1455,0.1833,0.1323,0.0853,0.1203,Pali,2002,0.0436,0.4823,0.1294694,0.0206097,0.0004248,0.14,0.177,0.127,0.0794,0.1153,Pali,2002
66,-0.0634,0.4925,0.2210406,0.0438549,0.0019233,0.2364,0.2991,0.2127,0.1319,0.1946,Pali,2003,-0.0275,0.3912,0.1836241,0.032541,0.0010589,0.1978,0.2513,0.1776,0.1094,0.1621,Pali,2003,-0.0218,0.4245,0.1774792,0.0320741,0.0010287,0.19355,0.2513,0.1715,0.1012,0.155,Pali,2003
67,-0.0433,0.4764,0.2205453,0.0492601,0.0024266,0.2417,0.3227,0.2107,0.1115,0.1875,Pali,2004,-0.0045,0.3823,0.1773435,0.0354677,0.001258,0.1916,0.2482,0.1703,0.0998,0.1538,Pali,2004,-0.0212,0.4312,0.1676958,0.0328415,0.0010786,0.1847,0.2448,0.1621,0.087,0.1446,Pali,2004
68,-0.0247,0.5416,0.2662517,0.0578124,0.0033423,0.29435,0.3931,0.2611,0.1302,0.2285,Pali,2005,-0.0278,0.4245,0.1890407,0.0396931,0.0015755,0.2023,0.2584,0.1822,0.1114,0.1649,Pali,2005,-0.0419,0.4081,0.1778619,0.0337928,0.001142,0.1932,0.2499,0.1717,0.1003,0.1554,Pali,2005
69,-0.0539,0.5354,0.2415259,0.0613078,0.0037586,0.2721,0.3775,0.2352,0.0964,0.2018,Pali,2006,-0.0747,0.4734,0.1951864,0.0401492,0.001612,0.2142,0.2826,0.1901,0.1006,0.1686,Pali,2006,-0.0735,0.5271,0.2023437,0.0519969,0.0027037,0.2287,0.3236,0.193,0.0712,0.1654,Pali,2006
70,-0.0544,0.4985,0.2224867,0.0509584,0.0025968,0.2433,0.3198,0.2155,0.1168,0.1922,Pali,2007,-0.0615,0.5467,0.1828206,0.0374077,0.0013993,0.1965,0.2505,0.1776,0.1065,0.1605,Pali,2007,-0.0881,0.6198,0.1901844,0.0556682,0.0030989,0.2086,0.2857,0.1778,0.0814,0.1572,Pali,2007
71,-0.0419,0.4674,0.1998114,0.0416099,0.0017314,0.21685,0.283,0.1933,0.1076,0.17275,Pali,2008,0.0099,0.3635,0.1711044,0.0301221,0.0009073,0.1857,0.2382,0.1667,0.1015,0.1507,Pali,2008,0.0498,0.5186,0.1777809,0.0405234,0.0016421,0.1967,0.2666,0.1693,0.0808,0.15,Pali,2008
72,0.0009,0.4733,0.1725758,0.0478152,0.0022863,0.1863,0.2527,0.1607,0.076,0.142,Pali,2009,0.0213,0.3418,0.149996,0.0301497,0.000909,0.1644,0.2184,0.1438,0.0757,0.1284,Pali,2009,-0.0088,0.3474,0.1508805,0.0318259,0.0010129,0.1666,0.2245,0.1433,0.0707,0.1279,Pali,2009
73,-0.0302,0.5281,0.273472,0.0480983,0.0023134,0.2979,0.3787,0.2696,0.1632,0.244,Pali,2010,-0.0226,0.438,0.200976,0.0385779,0.0014883,0.213575,0.2654,0.1953,0.1274,0.179,Pali,2010,-0.0234,0.4873,0.1840638,0.042271,0.0017868,0.2053,0.2796,0.1787,0.0824,0.1557,Pali,2010
