,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Month
464,6120,-0.0415,0.6193,0.21047220000000003,0.0929543,0.0086405,0.257225,0.425,0.1972,-0.0228,0.1451,BANSWARA,2005,Rabi       ,77545,160663,2.071867947643304,01
466,6129,-0.0318,0.6089,0.22610639999999999,0.093948,0.0088262,0.2698,0.4286,0.2089,0.0059,0.1639,BANSWARA,2006,Rabi       ,82190,162053,1.9716875532303202,01
468,6131,-0.0468,0.6259,0.230419,0.0904794,0.0081865,0.28165,0.4551,0.2199,-0.0073,0.1659,BANSWARA,2007,Rabi       ,85835,160011,1.8641696277742181,01
470,6121,-0.0457,0.6304,0.22955,0.0881314,0.007767100000000001,0.2799,0.446,0.2183,0.0015,0.1685,BANSWARA,2008,Rabi       ,90801,183398,2.01977951784672,01
472,6144,-0.0391,0.6579999999999999,0.2221413,0.103494,0.010711,0.26845,0.444,0.19105,-0.0248,0.151,BANSWARA,2009,Rabi       ,76116,118511,1.5569788217983078,01
474,6143,-0.0348,0.6759999999999999,0.2546059,0.1179336,0.0139083,0.3247,0.5623,0.2272,-0.0348,0.1657,BANSWARA,2010,Rabi       ,80466,161762,2.010314915616534,01
476,6142,-0.0304,0.6181,0.23708690000000002,0.09679600000000001,0.0093695,0.2936,0.4813,0.2164,-0.019,0.168,BANSWARA,2011,Rabi       ,86052,176322,2.0490168735183376,01
478,6137,-0.0346,0.6465,0.2518461,0.0940218,0.008840100000000002,0.3033,0.4775,0.2379,0.013999999999999999,0.1871,BANSWARA,2012,Rabi       ,87177,203751,2.337210502770226,01
480,6122,-0.0418,0.5392,0.2392667,0.0827596,0.006849200000000001,0.289975,0.4537,0.23125,0.0192,0.1807,BANSWARA,2013,Rabi       ,87975,186789,2.123205456095482,01
482,6131,-0.0391,0.6138,0.2690321,0.0945477,0.008939299999999999,0.32935,0.5201,0.2588,0.0119,0.20199999999999999,BANSWARA,2014,Rabi       ,89620,202260,2.2568623075206427,01
484,6131,-0.0301,0.5877,0.24745720000000002,0.09071180000000001,0.0082286,0.30685,0.4916,0.2361,-0.0011,0.1825,BANSWARA,2015,Rabi       ,88181,195462,2.216599947834568,01
486,6139,-0.0285,0.6165,0.23267070000000004,0.1027685,0.010561399999999999,0.2842,0.4701,0.2114,-0.0256,0.1601,BANSWARA,2016,Rabi       ,84533,170917,2.0218967740409077,01
488,6131,-0.0283,0.6578,0.2687456,0.10008869999999999,0.010017700000000001,0.3269,0.5207,0.2545,0.0041,0.1974,BANSWARA,2017,Rabi       ,82693,168950,2.0430991740534266,01
490,6156,-0.0268,0.6825,0.2759136,0.1064807,0.0113381,0.33965,0.5486,0.2618,-0.0105,0.1994,BANSWARA,2018,Rabi       ,87368,205912,2.3568354546286967,01
492,6156,-0.0617,0.6694,0.254162,0.0901173,0.0081211,0.302825,0.4629,0.24415,0.0353,0.1954,BANSWARA,2019,Rabi       ,101344,259066,2.5563032838648563,01
494,8381,-0.0056,0.6268,0.2744219,0.1077749,0.0116154,0.3501,0.5921,0.2397,-0.0056,0.1877,BARAN,2001,Rabi       ,89194,186595,2.0920129156669733,01
496,8381,0.0635,0.5796,0.27495349999999996,0.1094548,0.0119804,0.3722,0.5796,0.2404,0.0635,0.1789,BARAN,2002,Rabi       ,67650,211353,3.1242128603104216,01
498,8381,-0.0346,0.584,0.1947728,0.07452389999999999,0.0055538,0.2232,0.342,0.1689,0.036000000000000004,0.14400000000000002,BARAN,2003,Rabi       ,39064,121097,3.0999641613762035,01
500,8381,-0.0283,0.5845,0.2838222,0.1136886,0.0129251,0.3848,0.5845,0.253,-0.0283,0.1809,BARAN,2004,Rabi       ,55314,132471,2.394890986007159,01
502,8381,-0.034,0.6798,0.3190623,0.1367161,0.018691299999999997,0.4493,0.6798,0.293,-0.034,0.1886,BARAN,2005,Rabi       ,55154,156111,2.8304565398701818,01
504,8380,-0.0285,0.5967,0.2968055,0.11578820000000001,0.0134069,0.3986,0.5967,0.27115,-0.0285,0.189975,BARAN,2006,Rabi       ,65062,199521,3.0666287541114627,01
506,8380,-0.006999999999999999,0.6725,0.3108155,0.13207739999999998,0.017444400000000002,0.42775,0.6725,0.27975,-0.006999999999999999,0.1874,BARAN,2007,Rabi       ,85963,311235,3.620569314705164,01
508,8381,0.0552,0.6486,0.2906657,0.12335619999999999,0.0152167,0.3969,0.6486,0.2596,0.0552,0.1778,BARAN,2008,Rabi       ,106699,350036,3.280593070225588,01
510,8381,-0.0483,0.6241,0.30832020000000004,0.12451910000000001,0.015505000000000001,0.4257,0.6241,0.2995,-0.0483,0.1853,BARAN,2009,Rabi       ,95802,346163,3.61331704974844,01
512,8381,0.0569,0.6232,0.314896,0.1295153,0.016774200000000003,0.4362,0.6232,0.3065,0.0569,0.1865,BARAN,2010,Rabi       ,105609,397171,3.760768495109319,01
514,8381,0.0513,0.6653,0.306741,0.1205498,0.0145322,0.4109,0.6653,0.2964,0.0513,0.1906,BARAN,2011,Rabi       ,147930,514045,3.4749205705401205,01
516,8381,-0.0201,0.6714,0.3201178,0.1186855,0.0140863,0.4165,0.6714,0.3106,-0.0201,0.2074,BARAN,2012,Rabi       ,142589,543296,3.8102237900539313,01
518,8381,-0.0337,0.6629,0.3314843,0.12170519999999999,0.014812200000000001,0.4341,0.6629,0.3211,-0.0337,0.2145,BARAN,2013,Rabi       ,167037,730536,4.37349808725013,01
520,8381,-0.0283,0.7126,0.3662023,0.1547248,0.0239398,0.5052,0.7126,0.3756,-0.0283,0.2065,BARAN,2014,Rabi       ,162852,551485,3.3864183430353942,01
522,8381,-0.049,0.7457,0.3862266,0.1534377,0.023543099999999997,0.5228,0.7457,0.3965,-0.049,0.2373,BARAN,2015,Rabi       ,174319,667888,3.8314125253127886,01
524,8380,-0.0277,0.6641,0.3303333,0.1293762,0.0167382,0.4409,0.6641,0.32395,-0.0277,0.2037,BARAN,2016,Rabi       ,159434,670807,4.2074275248692246,01
526,8381,-0.006999999999999999,0.6722,0.34561620000000004,0.12986040000000001,0.0168637,0.4574,0.6722,0.3474,-0.006999999999999999,0.2179,BARAN,2017,Rabi       ,163267,740053,4.5327775974324265,01
528,8381,0.0165,0.6703,0.31835549999999996,0.1262758,0.0159456,0.4288,0.6703,0.3156,0.0165,0.1931,BARAN,2018,Rabi       ,115747,535052,4.622599289830406,01
530,8381,-0.0134,0.7259,0.378909,0.1427372,0.0203739,0.5077,0.7259,0.3869,-0.0134,0.2391,BARAN,2019,Rabi       ,145939,724978,4.967678276540198,01
532,33745,0.0428,0.478,0.0948599,0.025458,0.0006481,0.1013,0.1314,0.0893,0.0511,0.0812,BARMER,2001,Rabi       ,15363,36898,2.40174445095359,01
534,33745,0.0497,0.4321,0.1048655,0.0227247,0.0005164,0.1134,0.1453,0.102,0.0602,0.0921,BARMER,2002,Rabi       ,12344,34477,2.7930168502916395,01
536,33745,0.0357,0.4548,0.0785549,0.026392900000000004,0.0006966,0.085,0.1153,0.0717,0.0357,0.0648,BARMER,2003,Rabi       ,15840,42911,2.7090277777777776,01
538,33745,0.0557,0.4862,0.1333996,0.0302159,0.0009130000000000001,0.1465,0.1951,0.1259,0.0655,0.1141,BARMER,2004,Rabi       ,13124,20140,1.5345931118561411,01
540,33745,0.0455,0.4785,0.09649110000000001,0.0295993,0.0008761000000000001,0.1027,0.1361,0.0912,0.0473,0.0804,BARMER,2005,Rabi       ,12389,23465,1.89401888772298,01
542,33745,0.038,0.5016,0.0916586,0.0310057,0.0009614,0.1008,0.1407,0.0839,0.038,0.0742,BARMER,2006,Rabi       ,12158,10900,0.8965290343806547,01
544,33743,-0.0499,0.4872,0.1273844,0.035231900000000003,0.0012413,0.1409,0.1935,0.1206,0.0562,0.1058,BARMER,2007,Rabi       ,18400,29406,1.5981521739130435,01
546,33745,0.0292,0.4442,0.10638510000000001,0.0296452,0.0008788,0.1127,0.1454,0.1005,0.0587,0.0909,BARMER,2008,Rabi       ,13813,22050,1.5963223050749291,01
548,33745,0.0405,0.4796,0.10257519999999999,0.034015,0.001157,0.1097,0.1476,0.0955,0.0469,0.0844,BARMER,2009,Rabi       ,11467,9986,0.8708467777099503,01
550,33745,0.0384,0.5336,0.09769960000000001,0.0318513,0.0010145,0.1025,0.1344,0.0908,0.0493,0.0812,BARMER,2010,Rabi       ,15200,23127,1.5215131578947367,01
552,33743,-0.07400000000000001,0.4763,0.1265609,0.0315778,0.0009972000000000002,0.1363,0.1778,0.1196,0.0675,0.1086,BARMER,2011,Rabi       ,16732,24526,1.4658140090843892,01
554,33745,-0.0478,0.4361,0.138284,0.0222236,0.0004939,0.1466,0.1776,0.1353,0.095,0.1259,BARMER,2012,Rabi       ,11659,14405,1.2355262029333562,01
556,33745,-0.013999999999999999,0.4533,0.12979469999999999,0.0274129,0.0007515,0.1364,0.1677,0.1246,0.0842,0.1155,BARMER,2013,Rabi       ,12613,17137,1.358677554903671,01
558,33745,0.0214,0.4508,0.1305301,0.0352377,0.0012416999999999999,0.1434,0.193,0.1272,0.0612,0.1103,BARMER,2014,Rabi       ,14020,20346,1.4512125534950069,01
560,33745,0.0176,0.4238,0.1179838,0.0382721,0.0014648,0.1342,0.1991,0.114,0.0433,0.0909,BARMER,2015,Rabi       ,13525,14091,1.0418484288354901,01
562,33745,-0.0567,0.44299999999999995,0.12769160000000002,0.031953800000000004,0.001021,0.1347,0.1704,0.1217,0.0752,0.1109,BARMER,2016,Rabi       ,14642,20510,1.4007649228247507,01
564,33745,-0.0367,0.4331,0.1269577,0.036931099999999994,0.0013639000000000001,0.1373,0.1859,0.1176,0.0567,0.1049,BARMER,2017,Rabi       ,17612,21638,1.2285941403588465,01
566,33745,-0.0317,0.5025,0.13497,0.039992,0.0015994000000000002,0.1498,0.209,0.1248,0.0562,0.1103,BARMER,2018,Rabi       ,14541,21974,1.5111752974348394,01
568,33745,0.0016,0.4081,0.10737939999999999,0.0306221,0.0009377000000000001,0.1183,0.1643,0.1025,0.0443,0.0876,BARMER,2019,Rabi       ,16188,27939,1.7259080800593032,01
570,6305,0.0904,0.6114,0.3381741,0.0955658,0.009132799999999998,0.4061,0.5799,0.3508,0.0976,0.2804,BHARATPUR,2001,Rabi       ,171639,605340,3.5268208274343245,01
572,6305,0.0789,0.5734,0.35637470000000004,0.0953117,0.009084299999999998,0.4277,0.5734,0.377,0.1165,0.3029,BHARATPUR,2002,Rabi       ,139114,473505,3.4037192518366237,01
574,6305,0.0901,0.5939,0.3556209,0.1028973,0.010587899999999999,0.4316,0.5939,0.3785,0.1038,0.2993,BHARATPUR,2003,Rabi       ,143611,472145,3.287665986588771,01
576,6305,0.0793,0.6462,0.39186190000000004,0.10750979999999999,0.0115584,0.4677,0.6462,0.4148,0.166,0.3469,BHARATPUR,2004,Rabi       ,142184,535114,3.7635317616609454,01
578,6305,0.106,0.6758,0.41943500000000006,0.10615730000000001,0.0112694,0.488,0.6369,0.45299999999999996,0.2329,0.3858,BHARATPUR,2005,Rabi       ,111319,324549,2.9154861254592657,01
580,6305,0.0814,0.6575,0.3926817,0.10878789999999999,0.0118348,0.4693,0.6575,0.415,0.1388,0.3371,BHARATPUR,2006,Rabi       ,119191,446796,3.7485716203404618,01
582,6305,0.0986,0.6169,0.3675414,0.09651160000000002,0.0093145,0.4362,0.6084,0.3878,0.1485,0.3211,BHARATPUR,2007,Rabi       ,147831,491178,3.3225642794813,01
584,6305,0.0774,0.6058,0.35811459999999995,0.1013608,0.010274,0.4311,0.6058,0.3786,0.1166,0.3053,BHARATPUR,2008,Rabi       ,157414,522525,3.3194315626310242,01
586,6305,0.0961,0.6504,0.41178000000000003,0.1038298,0.0107806,0.4823,0.6452,0.4413,0.2093,0.3729,BHARATPUR,2009,Rabi       ,133758,551718,4.12474767864352,01
588,6305,0.0969,0.6374,0.43754560000000003,0.109645,0.012022,0.5116,0.6374,0.4738,0.2385,0.4021,BHARATPUR,2010,Rabi       ,160732,630274,3.9212726775004354,01
590,6305,0.0397,0.638,0.4090742,0.0958606,0.0091893,0.4731,0.6221,0.4362,0.2208,0.3721,BHARATPUR,2011,Rabi       ,157196,704731,4.4831357031985535,01
592,6305,0.0711,0.6942,0.44574759999999997,0.11364289999999999,0.012914700000000001,0.5251,0.6942,0.4743,0.2102,0.39899999999999997,BHARATPUR,2012,Rabi       ,155304,668993,4.307635347447587,01
594,6305,0.0908,0.5736,0.4016305,0.0953823,0.0090978,0.4705,0.5736,0.4255,0.1945,0.36,BHARATPUR,2013,Rabi       ,134784,588118,4.36341108736942,01
596,6305,0.0737,0.7204,0.4560652,0.11730530000000002,0.013760499999999998,0.5375,0.7204,0.4803,0.2064,0.405,BHARATPUR,2014,Rabi       ,155130,668117,4.306820086379166,01
598,6305,0.0618,0.6377,0.4355169,0.11105219999999999,0.0123326,0.5165,0.6377,0.4668,0.1895,0.3857,BHARATPUR,2015,Rabi       ,165751,604169,3.6450398489300215,01
600,6305,0.0759,0.6919,0.4395814,0.1259325,0.015859,0.5287,0.6919,0.467,0.158,0.3804,BHARATPUR,2016,Rabi       ,160073,610124,3.8115359867060654,01
602,6305,0.0753,0.6098,0.4261845,0.1028797,0.010584200000000002,0.4964,0.6098,0.4598,0.2302,0.3899,BHARATPUR,2017,Rabi       ,160510,713881,4.4475795900566935,01
604,6305,0.0583,0.66,0.40438270000000004,0.1174935,0.0138047,0.4941,0.66,0.4356,0.10300000000000001,0.336,BHARATPUR,2018,Rabi       ,156374,661118,4.22780001790579,01
606,6305,0.0426,0.7956,0.4651567,0.1243902,0.015472899999999998,0.5536,0.7571,0.4957,0.2082,0.4154,BHARATPUR,2019,Rabi       ,142726,675635,4.733790619788966,01
608,12647,0.0069,0.5517,0.1683155,0.050506999999999996,0.0025510000000000003,0.1801,0.2419,0.1563,0.0771,0.1389,BHILWARA,2001,Rabi       ,50381,95371,1.892995375240666,01
610,12647,-0.0269,0.5758,0.1961662,0.0657195,0.0043191,0.2169,0.3108,0.1753,0.063,0.1542,BHILWARA,2002,Rabi       ,87685,193310,2.2045959970348408,01
612,12647,0.0587,0.5507,0.1417447,0.0368985,0.0013615,0.1503,0.1929,0.1349,0.0796,0.1219,BHILWARA,2003,Rabi       ,24416,50783,2.079906618610747,01
614,12647,0.0211,0.5191,0.1719976,0.0496523,0.0024654,0.1846,0.2476,0.1607,0.0833,0.1426,BHILWARA,2004,Rabi       ,46401,76846,1.6561281006874853,01
616,12644,-0.0616,0.5296,0.2102038,0.0662831,0.0043935,0.2398,0.3542,0.19235,0.0538,0.1635,BHILWARA,2005,Rabi       ,83389,215568,2.585089160440825,01
618,12647,-0.0074,0.5572,0.2020963,0.0582011,0.0033874,0.22235,0.3095,0.1862,0.081,0.16425,BHILWARA,2006,Rabi       ,55997,118408,2.1145418504562743,01
620,12639,-0.0329,0.5893,0.2323955,0.0729962,0.0053285,0.26285,0.3814,0.2121,0.0654,0.1838,BHILWARA,2007,Rabi       ,123813,389584,3.146551654511238,01
622,12647,-0.0614,0.531,0.2045129,0.0614697,0.0037784999999999997,0.2241,0.3112,0.187,0.0836,0.166,BHILWARA,2008,Rabi       ,81579,193729,2.3747410485541622,01
624,12647,0.0049,0.5299,0.19126479999999998,0.064427,0.0041508000000000005,0.2134,0.3095,0.1724,0.0536,0.1493,BHILWARA,2009,Rabi       ,54375,143160,2.6328275862068966,01
626,12647,0.0393,0.5625,0.16480029999999998,0.0492563,0.0024262,0.1738,0.2293,0.1513,0.0818,0.1368,BHILWARA,2010,Rabi       ,38384,103366,2.6929449770737808,01
628,12643,-0.0468,0.5731,0.2214301,0.06372040000000001,0.0040603,0.2515,0.3618,0.2057,0.0694,0.1779,BHILWARA,2011,Rabi       ,118780,307983,2.592886007745412,01
630,12647,-0.0022,0.5345,0.2240136,0.0569405,0.0032421999999999998,0.2454,0.3328,0.2083,0.1004,0.1871,BHILWARA,2012,Rabi       ,109581,318262,2.904353856964254,01
632,12647,-0.0509,0.5623,0.2282506,0.053476199999999995,0.0028596999999999997,0.2512,0.3371,0.2158,0.1095,0.1939,BHILWARA,2013,Rabi       ,121786,413835,3.3980506790599905,01
634,12647,-0.042,0.6163,0.2484094,0.07227560000000001,0.0052238,0.289,0.4285,0.2319,0.0599,0.196,BHILWARA,2014,Rabi       ,124466,448391,3.6025179567110697,01
636,12644,-0.0245,0.5956,0.2417801,0.0664732,0.004418699999999999,0.2745,0.3934,0.2265,0.0764,0.1952,BHILWARA,2015,Rabi       ,137224,281870,2.0540867486737016,01
638,12647,0.0499,0.5789,0.2097706,0.0617414,0.003812,0.23065,0.3226,0.1902,0.0785,0.1693,BHILWARA,2016,Rabi       ,89640,274281,3.0598058902275764,01
640,12638,-0.0412,0.6822,0.263602,0.0818831,0.0067048,0.3082,0.4632,0.2447,0.0547,0.2048,BHILWARA,2017,Rabi       ,139795,503063,3.5985764869988195,01
642,12647,-0.013999999999999999,0.5967,0.2261764,0.05787659999999999,0.0033497,0.2496,0.3406,0.2122,0.0985,0.1889,BHILWARA,2018,Rabi       ,102802,341133,3.3183498375517986,01
644,12647,0.028999999999999998,0.5204,0.2231531,0.0494002,0.0024404,0.2418,0.315,0.2128,0.1198,0.193,BHILWARA,2019,Rabi       ,91237,340531,3.732378311430669,01
646,32177,-0.0078,0.3992,0.0854217,0.018503,0.0003424,0.0902,0.1116,0.0821,0.0545,0.0759,BIKANER,2001,Rabi       ,44656,49099,1.0994939089931923,01
648,32177,0.0491,0.3423,0.09103589999999999,0.0216673,0.00046950000000000003,0.0962,0.1202,0.0872,0.0562,0.0802,BIKANER,2002,Rabi       ,44077,77209,1.7516845520339406,01
650,32177,0.0451,0.3677,0.0722372,0.0206175,0.00042510000000000003,0.075,0.0952,0.0669,0.0451,0.0615,BIKANER,2003,Rabi       ,30794,50307,1.6336624017665782,01
652,32177,0.0049,0.3804,0.0880571,0.0246458,0.0006074,0.0933,0.1198,0.0831,0.0491,0.0756,BIKANER,2004,Rabi       ,35986,83088,2.3088979047407325,01
654,32177,0.0445,0.4537,0.07721130000000001,0.026710700000000004,0.0007134999999999999,0.0812,0.1079,0.0705,0.0445,0.0634,BIKANER,2005,Rabi       ,34880,73466,2.10625,01
656,32177,0.0463,0.4135,0.0826417,0.027157,0.0007375,0.0878,0.1179,0.0756,0.0463,0.0677,BIKANER,2006,Rabi       ,50162,93503,1.8640205733423707,01
658,32177,0.0408,0.4081,0.08458500000000001,0.0388564,0.0015098,0.08900000000000001,0.1272,0.0729,0.0408,0.0635,BIKANER,2007,Rabi       ,52898,138027,2.6093046996105707,01
660,32177,0.0368,0.3576,0.085751,0.0282087,0.0007957000000000001,0.0902,0.11900000000000001,0.0781,0.0447,0.071,BIKANER,2008,Rabi       ,51684,72545,1.4036258803498178,01
662,32177,0.0495,0.4623,0.09014420000000001,0.0397628,0.0015811,0.0927,0.1261,0.0784,0.0495,0.0704,BIKANER,2009,Rabi       ,58932,141123,2.394675218896355,01
664,32177,0.0466,0.3814,0.0782671,0.0309221,0.0009562000000000001,0.08,0.1055,0.0692,0.0466,0.063,BIKANER,2010,Rabi       ,55947,98721,1.7645450158185425,01
666,32177,0.0076,0.4959,0.096358,0.0346777,0.0012025,0.1014,0.1353,0.0885,0.0494,0.0788,BIKANER,2011,Rabi       ,79123,233437,2.9503052209850487,01
668,32177,0.0425,0.3832,0.1064438,0.0305585,0.0009337999999999999,0.1111,0.1427,0.0994,0.0624,0.09,BIKANER,2012,Rabi       ,84175,209882,2.4934006534006534,01
670,32177,0.0299,0.3963,0.1022478,0.033135500000000005,0.001098,0.1103,0.1526,0.0934,0.0468,0.0821,BIKANER,2013,Rabi       ,94731,230363,2.4317594029409597,01
672,32177,0.0,0.4427,0.10349360000000002,0.0415458,0.0017261,0.1087,0.151,0.0906,0.0551,0.0805,BIKANER,2014,Rabi       ,116365,287266,2.4686632578524472,01
674,32177,-0.0026,0.3844,0.1052184,0.0381459,0.0014550999999999998,0.1111,0.1522,0.0932,0.05,0.0837,BIKANER,2015,Rabi       ,120347,242416,2.0143086242282733,01
676,32177,0.0347,0.4737,0.11825719999999999,0.0459447,0.0021109,0.1232,0.1682,0.1025,0.0521,0.0932,BIKANER,2016,Rabi       ,114460,282005,2.4637864756246723,01
678,32177,0.0359,0.4513,0.11377830000000001,0.0462402,0.0021382,0.1209,0.1725,0.0978,0.0359,0.0865,BIKANER,2017,Rabi       ,113183,282654,2.4973185018951614,01
680,32177,0.0502,0.4765,0.10886839999999999,0.0506265,0.0025629999999999997,0.1167,0.174,0.0917,0.0502,0.0785,BIKANER,2018,Rabi       ,108299,271413,2.506145024423125,01
682,32177,0.0254,0.5098,0.1124971,0.051984300000000004,0.0027024,0.1189,0.1727,0.0964,0.0444,0.083,BIKANER,2019,Rabi       ,105603,287989,2.7270910864274693,01
684,6811,-0.0351,0.5515,0.246817,0.103805,0.0107755,0.33215,0.5515,0.2177,-0.0351,0.15725,BUNDI,2001,Rabi       ,103745,259176,2.498202323003518,01
686,6810,-0.0284,0.6008,0.25867640000000003,0.10862269999999999,0.0117989,0.3427,0.6008,0.2279,-0.0284,0.1674,BUNDI,2002,Rabi       ,105005,307114,2.9247559640017142,01
688,6811,-0.0317,0.5957,0.1869794,0.0806766,0.0065087,0.2202,0.3555,0.1575,0.0002,0.13,BUNDI,2003,Rabi       ,65862,161579,2.4532962861741217,01
690,6811,-0.0387,0.5944,0.2493165,0.1079004,0.0116425,0.32605,0.5692,0.2142,-0.0387,0.1609,BUNDI,2004,Rabi       ,102994,264088,2.564110530710527,01
692,6810,-0.0389,0.6649,0.3067578,0.1357658,0.0184324,0.4294,0.6649,0.2856,-0.0389,0.1832,BUNDI,2005,Rabi       ,81202,266007,3.2758675894682403,01
694,6811,-0.0154,0.6559,0.2831706,0.1161595,0.013493000000000002,0.3755,0.6559,0.2625,-0.0154,0.18085,BUNDI,2006,Rabi       ,94861,287769,3.03358598370247,01
696,6810,0.0245,0.6193,0.2925914,0.1220993,0.0149082,0.393075,0.6193,0.26505,0.0245,0.188525,BUNDI,2007,Rabi       ,111575,405515,3.634461124803944,01
698,6811,0.0068,0.6178,0.26935479999999995,0.11114949999999998,0.012354200000000001,0.3586,0.6178,0.2496,0.0068,0.1719,BUNDI,2008,Rabi       ,129893,458279,3.5281269968358573,01
700,6811,0.0515,0.662,0.2933557,0.12336359999999999,0.0152186,0.39815,0.662,0.2784,0.0515,0.1792,BUNDI,2009,Rabi       ,117809,429814,3.6483969815548902,01
702,6811,-0.0347,0.6202,0.2748408,0.127395,0.016229499999999997,0.3825,0.6202,0.2412,-0.0347,0.16175,BUNDI,2010,Rabi       ,107862,366088,3.3940405332739982,01
704,6810,-0.0474,0.5808,0.28496109999999997,0.1036827,0.0107501,0.3708,0.5808,0.28095,-0.0474,0.194525,BUNDI,2011,Rabi       ,150244,570970,3.8002848699448895,01
706,6808,-0.0661,0.7162,0.3334262,0.1331376,0.017725599999999998,0.4411,0.7162,0.31125,-0.0661,0.2187,BUNDI,2012,Rabi       ,155833,707009,4.536965854472416,01
708,6811,-0.0325,0.6794,0.3114239,0.120405,0.014497399999999999,0.40295,0.6794,0.2963,-0.0325,0.20895,BUNDI,2013,Rabi       ,154109,678060,4.399872817291658,01
710,6811,-0.055,0.7293,0.34823109999999996,0.1465096,0.021465099999999997,0.473,0.7293,0.3486,-0.055,0.21365,BUNDI,2014,Rabi       ,160285,607915,3.7927129800043673,01
712,6810,-0.0543,0.7143,0.3447132,0.1332803,0.0177636,0.4514,0.7143,0.3378,-0.0543,0.23125,BUNDI,2015,Rabi       ,172991,368763,2.13168893179414,01
714,6810,-0.0524,0.6965,0.3256697,0.13317939999999998,0.0177368,0.4282,0.6965,0.3101,-0.0524,0.210825,BUNDI,2016,Rabi       ,154914,646200,4.171346682675549,01
716,6810,-0.0442,0.6594,0.3498928,0.1357251,0.018421299999999998,0.4744,0.6594,0.3481,-0.0442,0.23025,BUNDI,2017,Rabi       ,162248,705978,4.351227750110941,01
718,6811,0.022000000000000002,0.6684,0.3058048,0.12377329999999999,0.015319799999999998,0.4093,0.6684,0.2876,0.022000000000000002,0.1972,BUNDI,2018,Rabi       ,146747,605429,4.125665260618615,01
720,6811,-0.0486,0.6416,0.3184679,0.1146749,0.013150299999999998,0.4089,0.6416,0.3081,-0.0486,0.2257,BUNDI,2019,Rabi       ,147557,658540,4.462953299402941,01
722,20462,0.0637,0.4219,0.09120239999999999,0.025592,0.0006548999999999999,0.0946,0.1172,0.0858,0.0637,0.0795,CHURU,2001,Rabi       ,17615,42306,2.4017030939540165,01
724,20462,0.0612,0.4262,0.1046093,0.026258799999999995,0.0006895,0.1079,0.1294,0.1008,0.0726,0.0935,CHURU,2002,Rabi       ,11001,30726,2.7930188164712297,01
726,20462,0.0476,0.3526,0.0805681,0.0239961,0.0005757999999999999,0.0819,0.0993,0.0758,0.0529,0.0703,CHURU,2003,Rabi       ,12191,33026,2.7090476581084406,01
728,20462,0.0625,0.439,0.1017139,0.0320533,0.0010274000000000001,0.1039,0.1265,0.0958,0.0662,0.0888,CHURU,2004,Rabi       ,11469,32044,2.7939663440578952,01
730,20462,0.059000000000000004,0.4643,0.0961905,0.03841459999999999,0.0014757,0.1006,0.1373,0.0874,0.059000000000000004,0.0761,CHURU,2005,Rabi       ,13071,37107,2.8388799632774844,01
732,20462,0.059000000000000004,0.3815,0.1011349,0.028133999999999996,0.0007915,0.1067,0.13699999999999998,0.094,0.059000000000000004,0.0865,CHURU,2006,Rabi       ,16077,44397,2.7615226721403245,01
734,20462,0.053,0.4865,0.10608920000000001,0.0412478,0.0017013999999999998,0.1108,0.1499,0.0949,0.053,0.0847,CHURU,2007,Rabi       ,15743,26817,1.7034237438861717,01
736,20462,0.0563,0.4611,0.1060274,0.0332142,0.0011032,0.1138,0.1529,0.0994,0.0563,0.0877,CHURU,2008,Rabi       ,17651,22633,1.2822502974335732,01
738,20462,0.059000000000000004,0.5043,0.11500450000000001,0.0449196,0.0020178,0.1223,0.168,0.1002,0.059000000000000004,0.0918,CHURU,2009,Rabi       ,17325,27853,1.6076767676767676,01
740,20462,0.0588,0.4968,0.102559,0.045505800000000006,0.0020708000000000002,0.1026,0.1363,0.0886,0.0588,0.0801,CHURU,2010,Rabi       ,22674,42534,1.8758930934109552,01
742,20462,0.0622,0.5063,0.1196674,0.0431516,0.0018620999999999998,0.1284,0.1759,0.1065,0.0622,0.0967,CHURU,2011,Rabi       ,27504,64769,2.3548938336242,01
744,20462,0.057999999999999996,0.4599,0.12728319999999999,0.0330217,0.0010904000000000003,0.1325,0.1665,0.1192,0.0774,0.1098,CHURU,2012,Rabi       ,24469,26110,1.0670644488945196,01
746,20462,0.0618,0.4201,0.11329469999999998,0.0383736,0.0014725,0.1191,0.1606,0.1017,0.0618,0.0914,CHURU,2013,Rabi       ,29668,62135,2.094344074423621,01
748,20462,0.0629,0.4874,0.12310330000000001,0.050733099999999996,0.0025738000000000002,0.1341,0.1972,0.1049,0.0629,0.092,CHURU,2014,Rabi       ,33368,69914,2.0952409494126107,01
750,20462,0.07,0.4797,0.1249688,0.0491933,0.00242,0.1365,0.2005,0.1075,0.07,0.0938,CHURU,2015,Rabi       ,32072,51944,1.6196058867548018,01
752,20462,0.0736,0.5076,0.13593550000000001,0.0538752,0.0029024999999999997,0.1484,0.21600000000000003,0.1131,0.0736,0.1033,CHURU,2016,Rabi       ,32861,74161,2.2568089832932654,01
754,20462,0.0736,0.537,0.1374454,0.0614832,0.0037802,0.1527,0.2341,0.1115,0.0736,0.0984,CHURU,2017,Rabi       ,35143,71736,2.0412599948780694,01
