File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2000,6349,0.0429,0.5749,"(0.0429,0.5749)",0.2148313,0.0921599,0.0084935,0.2622,0.4363,0.1753,0.0429,0.1461,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2001,6352,0.0863,0.602,"(0.0863,0.602)",0.2260425,0.0907718,0.0082395,0.27255,0.4449,0.18965,0.0863,0.1576,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2001,6352,0.0664,0.6411,"(0.0664,0.6411)",0.218823,0.1017398,0.010351,0.2617,0.4368,0.1756,0.0664,0.1449,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2002,6352,0.0897,0.6378,"(0.0897,0.6378)",0.2216874,0.0941211,0.0088588,0.271225,0.4538,0.1825,0.0897,0.1495,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2002,6352,0.066,0.6401,"(0.066,0.6401)",0.2315654,0.1138304,0.0129573,0.2855,0.4957,0.18475,0.066,0.1453,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2003,6352,0.0555,0.6383,"(0.0555,0.6383)",0.1916352,0.1012159,0.0102447,0.2245,0.3722,0.1443,0.0555,0.1257,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2003,6352,0.0536,0.6672,"(0.0536,0.6672)",0.1885465,0.1158169,0.0134136,0.226325,0.3967,0.1296,0.0536,0.1127,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2004,6352,0.0688,0.606,"(0.0688,0.606)",0.238486,0.1071153,0.0114737,0.3201,0.577,0.20825,0.0688,0.1428,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2004,6352,0.0682,0.6254,"(0.0682,0.6254)",0.241999,0.1159683,0.0134486,0.3307,0.6139,0.20655,0.0682,0.138,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2005,6352,0.0512,0.5859,"(0.0512,0.5859)",0.2539873,0.1123909,0.0126317,0.345225,0.5859,0.2201,0.0512,0.154,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2005,6352,0.0505,0.6241,"(0.0505,0.6241)",0.2354271,0.1096323,0.0120192,0.307025,0.549,0.2006,0.0505,0.1425,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2006,6352,0.0419,0.632,"(0.0419,0.632)",0.2451624,0.1080425,0.0116732,0.321125,0.5745,0.21425,0.0419,0.15,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2006,6352,0.0637,0.6363,"(0.0637,0.6363)",0.2344114,0.1066111,0.0113659,0.2959,0.5227,0.2001,0.0637,0.144675,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2007,6352,0.0786,0.6202,"(0.0786,0.6202)",0.2304154,0.1080167,0.0116676,0.295125,0.5273,0.1937,0.0786,0.139875,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2007,6352,0.0697,0.5734,"(0.0697,0.5734)",0.2077965,0.106776,0.0114011,0.258875,0.4522,0.15755,0.0697,0.1299,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2008,6352,0.0423,0.6615,"(0.0423,0.6615)",0.2237474,0.1054548,0.0111207,0.2848,0.5035,0.18675,0.0423,0.1389,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2008,6352,0.0904,0.6365,"(0.0904,0.6365)",0.228751,0.1174584,0.0137965,0.28785,0.5139,0.1832,0.0904,0.1369,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2009,6352,0.0797,0.5768,"(0.0797,0.5768)",0.266982,0.1125441,0.0126662,0.361125,0.5768,0.2384,0.0797,0.1624,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2009,6352,0.0601,0.5657,"(0.0601,0.5657)",0.2313266,0.0913619,0.008347,0.29625,0.5085,0.2076,0.0601,0.1502,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2010,6352,0.0885,0.6314,"(0.0885,0.6314)",0.2814612,0.1208965,0.014616,0.3786,0.6314,0.25185,0.0885,0.1706,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2010,6352,0.0794,0.6045,"(0.0794,0.6045)",0.2443111,0.1105026,0.0122108,0.3291,0.6045,0.21665,0.0794,0.1433,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2011,6352,0.0948,0.7127,"(0.0948,0.7127)",0.3011503,0.1188382,0.0141225,0.4018,0.7127,0.27645,0.0948,0.1906,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2011,6352,0.1032,0.6611,"(0.1032,0.6611)",0.3098075,0.141103,0.0199101,0.429425,0.6611,0.28275,0.1032,0.174175,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2012,6352,0.0897,0.68,"(0.0897,0.68)",0.2793907,0.1173804,0.0137782,0.369325,0.6524,0.25655,0.0897,0.170175,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2012,6352,0.0561,0.6136,"(0.0561,0.6136)",0.246676,0.1086324,0.011801,0.324825,0.5825,0.2238,0.0561,0.1443,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2013,6352,0.0698,0.6269,"(0.0698,0.6269)",0.2803604,0.0999109,0.0099822,0.360425,0.6071,0.2535,0.0698,0.1915,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2013,6352,0.0754,0.6778,"(0.0754,0.6778)",0.2930325,0.1235743,0.0152706,0.390025,0.6778,0.26505,0.0754,0.1794,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2014,6352,0.071,0.6763,"(0.071,0.6763)",0.3069232,0.1290422,0.0166519,0.417425,0.6763,0.28725,0.071,0.1833,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2014,6352,0.0768,0.6817,"(0.0768,0.6817)",0.3059629,0.1351833,0.0182745,0.4243,0.6817,0.2917,0.0768,0.1697,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2015,6352,0.0729,0.6575,"(0.0729,0.6575)",0.3000701,0.1353862,0.0183294,0.41135,0.6575,0.2791,0.0729,0.1692,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2015,6352,0.0912,0.6455,"(0.0912,0.6455)",0.2772292,0.1285337,0.0165209,0.3819,0.6455,0.25,0.0912,0.1556,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2016,6352,0.0924,0.6352,"(0.0924,0.6352)",0.2611731,0.1256416,0.0157858,0.354,0.6352,0.2173,0.0924,0.1516,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2016,6352,0.075,0.6249,"(0.075,0.6249)",0.2538503,0.1317829,0.0173667,0.352725,0.6249,0.2075,0.075,0.1372,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2017,6352,0.0285,0.6898,"(0.0285,0.6898)",0.3078834,0.1359656,0.0184866,0.432075,0.6898,0.2804,0.0285,0.174775,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2017,6352,0.0805,0.6279,"(0.0805,0.6279)",0.2817118,0.1248381,0.0155846,0.38785,0.6279,0.26835,0.0805,0.1582,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2018,6352,0.0962,0.6495,"(0.0962,0.6495)",0.2544241,0.1263075,0.0159536,0.3348,0.614,0.2111,0.0962,0.1484,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2018,6352,0.089,0.6223,"(0.089,0.6223)",0.2493221,0.1309239,0.0171411,0.3407,0.6223,0.1956,0.089,0.1407,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2019,6352,0.0886,0.6687,"(0.0886,0.6687)",0.3137731,0.1357375,0.0184247,0.430725,0.6687,0.2856,0.0886,0.185175,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2019,6352,0.0947,0.6872,"(0.0947,0.6872)",0.309469,0.1433373,0.0205456,0.43305,0.6872,0.2912,0.0947,0.1657,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2020,6352,0.0654,0.7127,"(0.0654,0.7127)",0.3189337,0.1428556,0.0204077,0.433425,0.7127,0.3108,0.0654,0.174875,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2020,6352,0.0665,0.6762,"(0.0665,0.6762)",0.3005435,0.1413587,0.0199823,0.420825,0.6762,0.2939,0.0665,0.155275,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0001,_1_km_monthly_EVI,aid0001,01/01/2021,6352,0.1,0.7665,"(0.1,0.7665)",0.3323807,0.1538336,0.0236648,0.450825,0.7665,0.2986,0.1,0.1895,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0001,_1_km_monthly_EVI,aid0001,01/02/2021,6352,0.094,0.6457,"(0.094,0.6457)",0.296698,0.1356102,0.0183901,0.4032,0.6457,0.2723,0.094,0.1672,Karauli
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2000,6893,0.0149,0.6239,"(0.0149,0.6239)",0.256177,0.1068425,0.0114153,0.3301,0.581,0.2357,0.0149,0.1626,Kota
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2001,6892,-0.0004,0.6147,"(-0.0004,0.6147)",0.2740933,0.1133359,0.012845,0.36335,0.6147,0.2506,-0.0004,0.173,Kota
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2001,6893,0.0494,0.6049,"(0.0494,0.6049)",0.2592663,0.1142782,0.0130595,0.355,0.6049,0.2291,0.0494,0.1568,Kota
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2002,6893,0.017,0.5752,"(0.017,0.5752)",0.2750759,0.1068796,0.0114232,0.3625,0.5752,0.2643,0.017,0.18,Kota
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2002,6893,0.02,0.6475,"(0.02,0.6475)",0.2901344,0.1324819,0.0175514,0.4066,0.6475,0.2593,0.02,0.1697,Kota
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2003,6893,0.0141,0.6071,"(0.0141,0.6071)",0.2160199,0.0910577,0.0082915,0.2678,0.4525,0.1867,0.0141,0.1442,Kota
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2003,6893,-0.0376,0.6312,"(-0.0376,0.6312)",0.2308086,0.1194296,0.0142634,0.2979,0.5374,0.1826,-0.0376,0.1379,Kota
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2004,6893,0.0328,0.5619,"(0.0328,0.5619)",0.2793151,0.1151376,0.0132567,0.3814,0.5619,0.2577,0.0328,0.1741,Kota
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2004,6893,0.0622,0.6327,"(0.0622,0.6327)",0.2844667,0.1313502,0.0172529,0.4017,0.6327,0.2499,0.0622,0.1651,Kota
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2005,6893,-0.0079,0.6503,"(-0.0079,0.6503)",0.3278518,0.1408741,0.0198455,0.459,0.6503,0.3259,-0.0079,0.192,Kota
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2005,6893,0.0396,0.6351,"(0.0396,0.6351)",0.2981062,0.1325252,0.0175629,0.4161,0.6351,0.2786,0.0396,0.1745,Kota
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2006,6893,0.0519,0.5786,"(0.0519,0.5786)",0.3014988,0.119637,0.014313,0.4048,0.5786,0.2961,0.0519,0.1908,Kota
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2006,6893,0.0556,0.6034,"(0.0556,0.6034)",0.2839348,0.1260315,0.0158839,0.4001,0.6034,0.2565,0.0556,0.1661,Kota
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2007,6893,-0.0068,0.6554,"(-0.0068,0.6554)",0.3346784,0.1427548,0.0203789,0.4625,0.6554,0.3309,-0.0068,0.2022,Kota
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2007,6893,0.0297,0.6413,"(0.0297,0.6413)",0.2738722,0.1125934,0.0126773,0.3618,0.6413,0.2581,0.0297,0.1742,Kota
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2008,6893,-0.0068,0.6227,"(-0.0068,0.6227)",0.302863,0.1279918,0.0163819,0.412,0.6227,0.2957,-0.0068,0.1846,Kota
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2008,6893,0.0536,0.635,"(0.0536,0.635)",0.303732,0.1434942,0.0205906,0.431,0.635,0.2803,0.0536,0.1688,Kota
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2009,6893,0.0565,0.6177,"(0.0565,0.6177)",0.3145626,0.1239919,0.015374,0.4251,0.6177,0.3252,0.0565,0.197,Kota
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2009,6893,0.0654,0.6036,"(0.0654,0.6036)",0.2901507,0.1252462,0.0156866,0.3976,0.6036,0.2757,0.0654,0.1735,Kota
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2010,6893,0.0653,0.603,"(0.0653,0.603)",0.3161445,0.1251303,0.0156576,0.4291,0.603,0.321,0.0653,0.2014,Kota
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2010,6893,0.0786,0.625,"(0.0786,0.625)",0.2825755,0.1324218,0.0175355,0.3928,0.625,0.2561,0.0786,0.1637,Kota
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2011,6893,0.0783,0.6028,"(0.0783,0.6028)",0.2968096,0.1121396,0.0125753,0.389,0.6028,0.2998,0.0783,0.1957,Kota
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2011,6893,0.0903,0.6951,"(0.0903,0.6951)",0.333424,0.158084,0.0249905,0.4694,0.6951,0.3097,0.0903,0.1862,Kota
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2012,6892,-0.0187,0.6967,"(-0.0187,0.6967)",0.3420303,0.1222526,0.0149457,0.435725,0.6967,0.35,-0.0187,0.236975,Kota
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2012,6893,0.051,0.6307,"(0.051,0.6307)",0.3205322,0.129277,0.0167125,0.4319,0.6307,0.3216,0.051,0.1986,Kota
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2013,6893,0.034,0.6747,"(0.034,0.6747)",0.3345405,0.1229295,0.0151117,0.4405,0.6747,0.3415,0.034,0.2215,Kota
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2013,6893,0.0843,0.678,"(0.0843,0.678)",0.3579792,0.1537258,0.0236316,0.496,0.678,0.3472,0.0843,0.2129,Kota
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2014,6893,-0.0132,0.6863,"(-0.0132,0.6863)",0.3814024,0.1571555,0.0246978,0.5149,0.6863,0.4015,-0.0132,0.2357,Kota
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2014,6893,0.0134,0.7483,"(0.0134,0.7483)",0.40175,0.1791053,0.0320787,0.5585,0.7483,0.4054,0.0134,0.2325,Kota
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2015,6893,-0.0096,0.7046,"(-0.0096,0.7046)",0.3476218,0.1360199,0.0185014,0.4532,0.7046,0.3562,-0.0096,0.2339,Kota
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2015,6893,-0.0207,0.6592,"(-0.0207,0.6592)",0.3539004,0.1530963,0.0234385,0.4897,0.6592,0.3559,-0.0207,0.2141,Kota
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2016,6893,0.0331,0.6677,"(0.0331,0.6677)",0.3331903,0.1247081,0.0155521,0.4377,0.6677,0.3413,0.0331,0.2215,Kota
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2016,6893,0.0632,0.7013,"(0.0632,0.7013)",0.3398072,0.1463799,0.0214271,0.4709,0.7013,0.337,0.0632,0.1989,Kota
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2017,6893,-0.004,0.7216,"(-0.004,0.7216)",0.3572793,0.1364476,0.018618,0.4776,0.7216,0.3747,-0.004,0.2298,Kota
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2017,6893,0.052,0.6857,"(0.052,0.6857)",0.358873,0.1505319,0.0226599,0.4991,0.6857,0.3576,0.052,0.2147,Kota
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2018,6893,0.0679,0.6231,"(0.0679,0.6231)",0.3230225,0.1247419,0.0155605,0.4275,0.6231,0.3318,0.0679,0.2082,Kota
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2018,6893,0.069,0.6457,"(0.069,0.6457)",0.3323654,0.1510409,0.0228133,0.4686,0.6457,0.3248,0.069,0.188,Kota
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2019,6893,0.002,0.7168,"(0.002,0.7168)",0.3610145,0.1340868,0.0179793,0.4695,0.7168,0.3803,0.002,0.2425,Kota
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2019,6893,0.0547,0.7316,"(0.0547,0.7316)",0.4044859,0.169029,0.0285708,0.5613,0.7316,0.4123,0.0547,0.2427,Kota
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2020,6893,0.0223,0.674,"(0.0223,0.674)",0.3542441,0.1284428,0.0164976,0.4551,0.674,0.3741,0.0223,0.24,Kota
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2020,6893,0.0105,0.7156,"(0.0105,0.7156)",0.411996,0.1766162,0.0311933,0.5767,0.7156,0.4379,0.0105,0.2349,Kota
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0002,_1_km_monthly_EVI,aid0002,01/01/2021,6893,0.0457,0.7298,"(0.0457,0.7298)",0.405869,0.1600251,0.025608,0.5433,0.7298,0.4338,0.0457,0.2542,Kota
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0002,_1_km_monthly_EVI,aid0002,01/02/2021,6893,0.0756,0.7037,"(0.0756,0.7037)",0.3600258,0.1564595,0.0244796,0.4983,0.7037,0.3588,0.0756,0.2127,Kota
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2000,21133,-0.025,0.4473,"(-0.025,0.4473)",0.1378608,0.061965,0.0038397,0.16,0.2572,0.1144,0.0122,0.0951,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2001,21134,0.0057,0.5102,"(0.0057,0.5102)",0.141495,0.0560047,0.0031365,0.1601,0.2445,0.1219,0.023,0.1038,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2001,21134,0.0268,0.5265,"(0.0268,0.5265)",0.1454615,0.0624351,0.0038981,0.1673,0.2648,0.1226,0.0268,0.1023,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2002,21134,-0.0166,0.4743,"(-0.0166,0.4743)",0.1466654,0.0542802,0.0029463,0.1622,0.2376,0.1282,0.0376,0.1119,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2002,21134,-0.0424,0.5152,"(-0.0424,0.5152)",0.1515338,0.0697434,0.0048641,0.170475,0.2658,0.1247,0.0155,0.1068,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2003,21134,-0.0175,0.5014,"(-0.0175,0.5014)",0.130283,0.0614385,0.0037747,0.1464,0.2305,0.1086,0.0193,0.0903,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2003,21134,-0.0536,0.5619,"(-0.0536,0.5619)",0.1345689,0.0709874,0.0050392,0.1512,0.2432,0.1072,0.0052,0.0898,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2004,21127,-0.061,0.5358,"(-0.061,0.5358)",0.1663221,0.0709484,0.0050337,0.1889,0.2943,0.1434,0.0139,0.1186,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2004,21133,-0.0684,0.5341,"(-0.0684,0.5341)",0.1644631,0.076891,0.0059122,0.1891,0.3045,0.1359,-0.001,0.1121,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2005,21134,0.0222,0.5581,"(0.0222,0.5581)",0.1583056,0.0807584,0.0065219,0.1869,0.3136,0.12525,0.0222,0.1024,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2005,21134,0.0225,0.5092,"(0.0225,0.5092)",0.156801,0.0832837,0.0069362,0.185575,0.3155,0.1231,0.0225,0.0989,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2006,21134,0.0207,0.5329,"(0.0207,0.5329)",0.1541723,0.070534,0.004975,0.1739,0.2732,0.12675,0.0207,0.1077,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2006,21134,0.0325,0.5157,"(0.0325,0.5157)",0.1507647,0.0683824,0.0046762,0.170175,0.2668,0.1237,0.0325,0.1057,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2007,21134,0.0045,0.5343,"(0.0045,0.5343)",0.1480513,0.0724465,0.0052485,0.167,0.2636,0.1213,0.0136,0.1025,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2007,21134,0.0101,0.5159,"(0.0101,0.5159)",0.1438511,0.080364,0.0064584,0.1624,0.2675,0.1163,0.0101,0.0923,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2008,21134,0.0205,0.5654,"(0.0205,0.5654)",0.151348,0.0712815,0.0050811,0.1626,0.2451,0.1249,0.0303,0.1076,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2008,21134,0.0234,0.534,"(0.0234,0.534)",0.1539282,0.0785034,0.0061628,0.1684,0.2635,0.1241,0.0234,0.105,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2009,21128,-0.0816,0.5666,"(-0.0816,0.5666)",0.1555522,0.0737083,0.0054329,0.1714,0.2644,0.1299,0.0167,0.1094,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2009,21134,-0.0519,0.5564,"(-0.0519,0.5564)",0.1456589,0.069069,0.0047705,0.1591,0.2435,0.1226,0.0225,0.1028,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2010,21134,0.01,0.5642,"(0.01,0.5642)",0.1376963,0.0705954,0.0049837,0.1483,0.2264,0.1102,0.0223,0.0962,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2010,21134,0.0243,0.5331,"(0.0243,0.5331)",0.1372684,0.0721894,0.0052113,0.1476,0.2277,0.1088,0.0243,0.0942,Nagaur
