File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2013,4643,-0.0248,0.4132,"(-0.0248,0.4132)",0.2242405,0.043984,0.0019346,0.24745,0.3199,0.2221,0.1272,0.19885,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2013,4643,-0.0261,0.4779,"(-0.0261,0.4779)",0.2366291,0.0540063,0.0029167,0.26795,0.3673,0.2279,0.104,0.2011,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2014,4643,-0.0188,0.4608,"(-0.0188,0.4608)",0.2438677,0.0498238,0.0024824,0.2719,0.3579,0.2405,0.1294,0.2145,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2014,4643,-0.0252,0.5215,"(-0.0252,0.5215)",0.2656026,0.0709343,0.0050317,0.3125,0.4614,0.257,0.0641,0.2129,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2015,4643,-0.0137,0.4618,"(-0.0137,0.4618)",0.2275066,0.0524408,0.00275,0.254,0.3442,0.2196,0.1054,0.1938,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2015,4643,-0.0016,0.4471,"(-0.0016,0.4471)",0.2172765,0.0545096,0.0029713,0.246,0.3447,0.2047,0.0831,0.1802,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2016,4643,0.0194,0.5249,"(0.0194,0.5249)",0.2175913,0.0437166,0.0019111,0.237,0.3074,0.2106,0.1205,0.19005,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2016,4643,0.0342,0.5249,"(0.0342,0.5249)",0.2171106,0.0533811,0.0028495,0.24105,0.3295,0.2034,0.0934,0.1818,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2017,4643,-0.0108,0.4567,"(-0.0108,0.4567)",0.2384945,0.0508361,0.0025843,0.2644,0.3505,0.2328,0.1208,0.20685,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2017,4643,-0.0195,0.4829,"(-0.0195,0.4829)",0.2285927,0.0554623,0.0030761,0.25865,0.3584,0.2167,0.0933,0.1919,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2018,4643,-0.0022,0.5572,"(-0.0022,0.5572)",0.2527726,0.0573663,0.0032909,0.2832,0.3844,0.2448,0.1172,0.2157,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2018,4643,0.0203,0.4897,"(0.0203,0.4897)",0.2309625,0.0553887,0.0030679,0.2623,0.3655,0.2191,0.0894,0.1931,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2019,4643,-0.0072,0.4378,"(-0.0072,0.4378)",0.2220471,0.0391809,0.0015351,0.2424,0.3076,0.2207,0.1335,0.1987,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2019,4643,0.0199,0.5757,"(0.0199,0.5757)",0.2325187,0.0564011,0.0031811,0.2611,0.3614,0.2202,0.0958,0.19415,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2020,4643,-0.0098,0.5183,"(-0.0098,0.5183)",0.2576975,0.0508665,0.0025874,0.2842,0.3694,0.2545,0.1431,0.22735,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2020,4643,-0.0111,0.5583,"(-0.0111,0.5583)",0.2655865,0.0634107,0.0040209,0.30105,0.4165,0.2557,0.1105,0.22385,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0024,_1_km_monthly_EVI,aid0024,01/01/2021,4643,-0.0033,0.5579,"(-0.0033,0.5579)",0.2710125,0.0685057,0.004693,0.3107,0.4409,0.2621,0.0947,0.2239,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0024,_1_km_monthly_EVI,aid0024,01/02/2021,4643,-0.013,0.4765,"(-0.013,0.4765)",0.2432154,0.0558748,0.003122,0.27685,0.3854,0.2358,0.0987,0.20445,Dungarpur
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2000,14047,-0.0455,0.6418,"(-0.0455,0.6418)",0.2576673,0.1325314,0.0175646,0.3726,0.6418,0.2658,-0.0455,0.1236,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2001,14046,-0.0663,0.452,"(-0.0663,0.452)",0.1638639,0.0785663,0.0061727,0.225475,0.4265,0.1509,-0.0663,0.0889,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2001,14047,-0.0478,0.5552,"(-0.0478,0.5552)",0.1992835,0.1034425,0.0107004,0.28285,0.5552,0.1874,-0.0478,0.1,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2002,14046,-0.0719,0.4711,"(-0.0719,0.4711)",0.194329,0.0858518,0.0073705,0.2634,0.4711,0.19435,-0.0719,0.1082,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2002,14046,-0.0451,0.6136,"(-0.0451,0.6136)",0.2381146,0.1128741,0.0127406,0.3294,0.6136,0.24355,-0.0451,0.1293,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2003,14047,-0.0575,0.4184,"(-0.0575,0.4184)",0.1602011,0.0771188,0.0059473,0.2224,0.4184,0.1557,-0.0575,0.0862,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2003,13734,-0.0231,0.6344,"(-0.0231,0.6344)",0.2298012,0.1270358,0.0161381,0.3339,0.6344,0.2161,-0.0231,0.1112,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2004,14047,-0.0233,0.4875,"(-0.0233,0.4875)",0.2129671,0.1021416,0.0104329,0.298,0.4875,0.222,-0.0233,0.10485,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2004,14047,-0.0229,0.6756,"(-0.0229,0.6756)",0.2675323,0.1322741,0.0174964,0.37535,0.6756,0.2842,-0.0229,0.1347,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2005,14047,-0.0195,0.4998,"(-0.0195,0.4998)",0.2125913,0.1055527,0.0111414,0.29855,0.4998,0.2233,-0.0195,0.1032,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2005,14047,-0.0262,0.6455,"(-0.0262,0.6455)",0.2628795,0.1256421,0.0157859,0.3647,0.6455,0.2833,-0.0262,0.13735,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2006,14047,0.0009,0.5121,"(0.0009,0.5121)",0.2077684,0.1052823,0.0110844,0.29425,0.5121,0.2141,0.0009,0.09855,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2006,14047,0.0385,0.6123,"(0.0385,0.6123)",0.2749042,0.1361268,0.0185305,0.39195,0.6123,0.2885,0.0385,0.1422,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2007,14047,0.0469,0.5467,"(0.0469,0.5467)",0.2315626,0.1096989,0.0120339,0.3235,0.5467,0.248,0.0469,0.12005,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2007,14047,0.047,0.6657,"(0.047,0.6657)",0.2988641,0.1420636,0.0201821,0.41755,0.6657,0.3289,0.047,0.1595,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2008,14047,-0.0421,0.5352,"(-0.0421,0.5352)",0.2241252,0.1066727,0.0113791,0.3116,0.5352,0.2354,-0.0421,0.1146,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2008,14046,-0.0479,0.5501,"(-0.0479,0.5501)",0.2532907,0.1211392,0.0146747,0.3573,0.5501,0.2677,-0.0479,0.1317,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2009,14047,-0.0225,0.624,"(-0.0225,0.624)",0.2724937,0.1328494,0.017649,0.3856,0.624,0.2899,-0.0225,0.13525,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2009,14047,-0.0169,0.6819,"(-0.0169,0.6819)",0.3082819,0.144223,0.0208003,0.4298,0.6819,0.3332,-0.0169,0.1704,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2010,14047,0.0431,0.5855,"(0.0431,0.5855)",0.2085705,0.1097023,0.0120346,0.3006,0.5855,0.2074,0.0431,0.0976,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2010,14047,0.0501,0.6527,"(0.0501,0.6527)",0.251839,0.1341531,0.017997,0.37125,0.6527,0.257,0.0501,0.1171,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2011,14046,-0.0497,0.5474,"(-0.0497,0.5474)",0.2599128,0.1186498,0.0140778,0.358275,0.5474,0.283,-0.0497,0.1345,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2011,14047,-0.0529,0.7233,"(-0.0529,0.7233)",0.3422685,0.1603702,0.0257186,0.4763,0.7233,0.3766,-0.0529,0.18915,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2012,14047,-0.0489,0.4705,"(-0.0489,0.4705)",0.217322,0.0884498,0.0078234,0.2911,0.4705,0.2289,-0.0489,0.12775,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2012,14047,-0.0373,0.5973,"(-0.0373,0.5973)",0.2800894,0.1222089,0.014935,0.3819,0.5973,0.3128,-0.0373,0.1619,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2013,14047,-0.0096,0.4735,"(-0.0096,0.4735)",0.2155515,0.0925485,0.0085652,0.2914,0.4735,0.2303,-0.0096,0.1269,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2013,14047,-0.0264,0.7053,"(-0.0264,0.7053)",0.3287193,0.1539308,0.0236947,0.4577,0.7053,0.3641,-0.0264,0.19035,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2014,14047,-0.0282,0.5464,"(-0.0282,0.5464)",0.2436539,0.1117481,0.0124876,0.3377,0.5464,0.2566,-0.0282,0.13625,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2014,14047,-0.0037,0.7212,"(-0.0037,0.7212)",0.3349965,0.1636231,0.0267725,0.4752,0.7212,0.3566,-0.0037,0.188,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2015,14047,-0.0207,0.5043,"(-0.0207,0.5043)",0.2288434,0.1028853,0.0105854,0.3136,0.5043,0.2379,-0.0207,0.1328,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2015,14047,-0.0363,0.6544,"(-0.0363,0.6544)",0.2990035,0.1470373,0.02162,0.4292,0.6544,0.3167,-0.0363,0.1643,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2016,14047,-0.028,0.63,"(-0.028,0.63)",0.294663,0.1335705,0.0178411,0.405,0.63,0.3118,-0.028,0.17215,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2016,14047,0.0488,0.6373,"(0.0488,0.6373)",0.3174393,0.1476314,0.021795,0.44485,0.6373,0.338,0.0488,0.1861,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2017,14047,-0.0274,0.6791,"(-0.0274,0.6791)",0.2720676,0.120902,0.0146173,0.36915,0.6261,0.288,-0.0274,0.1637,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2017,14047,-0.0474,0.6791,"(-0.0474,0.6791)",0.3101812,0.1421097,0.0201952,0.42685,0.6791,0.3296,-0.0474,0.19005,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2018,14047,-0.0169,0.5804,"(-0.0169,0.5804)",0.2740643,0.1266107,0.0160303,0.3787,0.5804,0.2884,-0.0169,0.16005,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2018,14047,-0.0222,0.655,"(-0.0222,0.655)",0.3148358,0.1488244,0.0221487,0.44025,0.655,0.3328,-0.0222,0.18405,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2019,14047,0.0411,0.6723,"(0.0411,0.6723)",0.3069038,0.1409739,0.0198736,0.4222,0.6723,0.3286,0.0411,0.17745,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2019,14047,0.046,0.7659,"(0.046,0.7659)",0.3678149,0.1751166,0.0306658,0.5073,0.7659,0.3951,0.046,0.217,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2020,14047,0.0458,0.6004,"(0.0458,0.6004)",0.2876068,0.122903,0.0151051,0.3885,0.6004,0.3049,0.0458,0.1822,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2020,14047,0.0468,0.7667,"(0.0468,0.7667)",0.3930593,0.1647306,0.0271362,0.5299,0.7667,0.4282,0.0468,0.26265,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0025,_1_km_monthly_EVI,aid0025,01/01/2021,14047,0.0538,0.578,"(0.0538,0.578)",0.2732435,0.1141179,0.0130229,0.3626,0.578,0.2896,0.0538,0.1786,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0025,_1_km_monthly_EVI,aid0025,01/02/2021,14047,0.0588,0.6318,"(0.0588,0.6318)",0.3203463,0.1360617,0.0185128,0.4338,0.6318,0.345,0.0588,0.2092,Ganganagar
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2000,10919,-0.0262,0.6672,"(-0.0262,0.6672)",0.2090711,0.1610268,0.0259296,0.35215,0.6672,0.1129,-0.0262,0.0722,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2001,10917,-0.0663,0.7169,"(-0.0663,0.7169)",0.1479697,0.0988506,0.0097714,0.219,0.437,0.0888,-0.0663,0.0732,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2001,10918,-0.0368,0.6621,"(-0.0368,0.6621)",0.1801139,0.1315597,0.017308,0.28475,0.5979,0.10045,-0.0368,0.0754,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2002,10919,-0.0719,0.6491,"(-0.0719,0.6491)",0.1674293,0.0979398,0.0095922,0.24495,0.4784,0.1122,-0.0719,0.0893,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2002,10919,-0.0589,0.7433,"(-0.0589,0.7433)",0.2130543,0.1491196,0.0222367,0.33485,0.7028,0.1282,-0.0589,0.0892,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2003,10919,-0.071,0.6332,"(-0.071,0.6332)",0.1445246,0.0981892,0.0096411,0.2283,0.4771,0.0874,-0.071,0.0618,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2003,10882,-0.0446,0.6921,"(-0.0446,0.6921)",0.2278468,0.1579601,0.0249514,0.3664,0.6921,0.15695,-0.0446,0.091,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2004,10919,-0.0658,0.5574,"(-0.0658,0.5574)",0.1865967,0.1093443,0.0119562,0.2864,0.5574,0.1275,-0.0658,0.0913,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2004,10919,-0.0751,0.7244,"(-0.0751,0.7244)",0.2364261,0.1530179,0.0234145,0.37825,0.7244,0.1666,-0.0751,0.0994,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2005,10919,0.0074,0.6297,"(0.0074,0.6297)",0.1790951,0.1205189,0.0145248,0.2952,0.6209,0.1113,0.0074,0.073,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2005,10919,-0.0106,0.7559,"(-0.0106,0.7559)",0.2332503,0.1609704,0.0259115,0.38085,0.7559,0.1584,-0.0106,0.0873,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2006,10919,-0.0128,0.4949,"(-0.0128,0.4949)",0.1732575,0.0921983,0.0085005,0.2595,0.4949,0.1243,-0.0128,0.0968,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2006,10919,-0.0024,0.6663,"(-0.0024,0.6663)",0.2320456,0.1479824,0.0218988,0.3749,0.6663,0.155,-0.0024,0.1045,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2007,10919,-0.0226,0.6536,"(-0.0226,0.6536)",0.1992825,0.1210859,0.0146618,0.3122,0.6245,0.1348,-0.0226,0.0948,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2007,10919,-0.0192,0.7712,"(-0.0192,0.7712)",0.2616751,0.1792308,0.0321237,0.4302,0.7712,0.1847,-0.0192,0.1003,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2008,10918,-0.0421,0.6275,"(-0.0421,0.6275)",0.1877105,0.0935634,0.0087541,0.267975,0.5001,0.15105,-0.0421,0.1086,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2008,10917,-0.0479,0.7118,"(-0.0479,0.7118)",0.2212963,0.1312399,0.0172239,0.3469,0.7024,0.1664,-0.0479,0.1073,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2009,10919,-0.0225,0.5888,"(-0.0225,0.5888)",0.2150933,0.1162224,0.0135077,0.3198,0.5888,0.1688,-0.0225,0.112,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2009,10919,-0.0399,0.7901,"(-0.0399,0.7901)",0.2755764,0.1758625,0.0309276,0.4386,0.7901,0.2101,-0.0399,0.11845,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2010,10919,0.0598,0.6523,"(0.0598,0.6523)",0.2049049,0.1407347,0.0198063,0.33605,0.6523,0.1234,0.0598,0.0839,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2010,10919,0.0608,0.7797,"(0.0608,0.7797)",0.2254241,0.158855,0.0252349,0.3723,0.7797,0.1452,0.0608,0.08375,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2011,10919,-0.0497,0.5347,"(-0.0497,0.5347)",0.2005455,0.1004217,0.0100845,0.29065,0.5347,0.1645,-0.0497,0.1116,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2011,10919,-0.0484,0.7683,"(-0.0484,0.7683)",0.3023285,0.1825449,0.0333226,0.47815,0.7683,0.2483,-0.0484,0.13515,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2012,10919,-0.0489,0.5385,"(-0.0489,0.5385)",0.1651194,0.0711182,0.0050578,0.21565,0.378,0.1361,-0.0489,0.1074,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2012,10919,-0.0325,0.7814,"(-0.0325,0.7814)",0.2345954,0.1367901,0.0187115,0.36355,0.7287,0.1741,-0.0325,0.1154,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2013,10919,-0.006,0.5584,"(-0.006,0.5584)",0.164273,0.0866833,0.007514,0.23985,0.4647,0.1236,-0.006,0.0894,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2013,10919,-0.0236,0.7684,"(-0.0236,0.7684)",0.2640631,0.1844911,0.0340369,0.4472,0.7684,0.1814,-0.0236,0.09435,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2014,10919,-0.0121,0.6729,"(-0.0121,0.6729)",0.1989587,0.1188876,0.0141343,0.3096,0.6152,0.1454,-0.0121,0.0904,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2014,10919,-0.0084,0.7939,"(-0.0084,0.7939)",0.302294,0.2131,0.0454116,0.51505,0.7939,0.2243,-0.0084,0.09875,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2015,10919,-0.0191,0.4852,"(-0.0191,0.4852)",0.1811024,0.103861,0.0107871,0.28085,0.4852,0.1415,-0.0191,0.0831,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2015,10919,-0.0468,0.7775,"(-0.0468,0.7775)",0.2545568,0.1751726,0.0306854,0.4334,0.7775,0.1887,-0.0468,0.0851,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2016,10919,0.0314,0.6193,"(0.0314,0.6193)",0.2297542,0.1407709,0.0198165,0.3603,0.6193,0.1762,0.0314,0.0984,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2016,10919,0.0413,0.6431,"(0.0413,0.6431)",0.2579542,0.1700525,0.0289179,0.4305,0.6431,0.194,0.0413,0.0946,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2017,10918,-0.0274,0.7443,"(-0.0274,0.7443)",0.2288242,0.1441989,0.0207933,0.366075,0.7443,0.16755,-0.0274,0.096,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2017,10919,-0.0403,0.7861,"(-0.0403,0.7861)",0.2832369,0.1876534,0.0352138,0.46275,0.7861,0.2252,-0.0403,0.1024,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2018,10919,-0.0384,0.5795,"(-0.0384,0.5795)",0.2341289,0.1493745,0.0223127,0.38275,0.5795,0.167,-0.0384,0.0968,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2018,10919,-0.0222,0.6827,"(-0.0222,0.6827)",0.2716065,0.1830513,0.0335078,0.4537,0.6827,0.2031,-0.0222,0.0966,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2019,10919,0.0354,0.6879,"(0.0354,0.6879)",0.2520289,0.1583945,0.0250888,0.40015,0.6879,0.1937,0.0354,0.1024,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2019,10919,-0.0028,0.7948,"(-0.0028,0.7948)",0.2978291,0.2020415,0.0408208,0.485,0.7948,0.2381,-0.0028,0.103,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2020,10919,0.0308,0.6324,"(0.0308,0.6324)",0.2301387,0.114239,0.0130506,0.3292,0.6137,0.2019,0.0308,0.1309,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0026,_1_km_monthly_EVI,aid0026,01/02/2020,10919,0.0672,0.678,"(0.0672,0.678)",0.334798,0.1726615,0.029812,0.50475,0.678,0.3053,0.0672,0.17915,Hanumangarh
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0026,_1_km_monthly_EVI,aid0026,01/01/2021,10919,0.0692,0.6188,"(0.0692,0.6188)",0.2424073,0.1337755,0.0178959,0.3684,0.6188,0.2058,0.0692,0.115,Hanumangarh
