,Train_y,Train_DT,Train_RF,Train_NL,Train_SVR,Train_ANN
11,2.471521516,2.2894040412941177,2.181027211860932,2.3075940772225536,2.1114683375927807,2.210291
300,2.246055481,2.4936192495217386,2.4754755354599376,2.4784641989872203,2.5435570954834255,2.7135487
234,3.855142686,3.855142686,3.678609907842703,3.79308786472191,4.035920008230422,5.455126
153,2.401703094,2.704370432111111,2.3682228515218404,2.134734144256397,2.1542443217514418,2.2298756
482,2.444178204,2.2894040412941177,2.2708093887680145,2.3661064026953227,2.2603232591670412,2.427538
243,2.79393714,2.704370432111111,2.2931276452876608,2.456902817953628,2.0989137479820688,1.8785571
332,3.390619704,3.496882384733334,3.271737217669595,3.0573843076598965,2.9316855570425098,3.026598
426,3.421305096,3.3829930073750005,3.291672965603527,3.2054068202894737,3.563516782484161,3.4348621
87,1.892995375,1.8311237706666665,2.1242814359165467,2.319829423335923,2.3018079967288045,2.4828968
362,2.516309208,2.4936192495217386,2.5083192478960488,2.505260721295656,2.7742610866249855,2.9026356
319,4.2460684980000005,4.2460684980000005,3.789426239308743,4.120463074663583,3.617677846132688,3.517992
331,2.8663571,3.050624846,2.8373046390775616,2.885520894799127,2.757615670884757,2.9614124
158,2.761522672,2.704370432111111,2.346039032768252,2.213672503205288,2.1589473313177088,2.2530231
154,2.7930188160000005,2.704370432111111,2.369032644229431,2.13284687043987,2.1294890665829733,2.4686298
446,2.44865675,2.2894040412941177,2.327384861412547,2.4145483478776395,2.158342356345379,2.3780537
471,3.460796963,3.2906921962499998,3.3045033891797955,2.8675569686992173,3.0139424507316654,3.0780506
447,2.44865675,2.2894040412941177,2.327384861412547,2.4145483478776395,2.158342356345379,2.3780537
427,2.923191447,2.9471777497500002,3.194841320473766,3.151656968223083,3.3551072001848397,3.3254871
392,1.882177708,2.4936192495217386,2.4459715571865126,2.6381667451955124,2.3819441467060862,2.5660267
67,3.403719252,3.496882384733334,3.5002475594611924,3.4711891176666523,3.627371741157054,3.8967762
356,2.1622329280000003,2.4936192495217386,2.4522604562717434,2.4761194319057154,2.6096670251207748,2.8015003
17,2.113465296,2.113465296,2.7484226209365525,2.768178685243859,2.4460454854127853,2.618761
84,3.811535987,3.811535987,3.8923446227926592,3.9995142911488166,3.690277809241064,4.424608
438,2.643409108,2.5481842074,2.2956870907845386,2.3867517908165734,2.2245988678043,2.4638844
141,3.394040533,3.3829930073750005,3.4908136641838428,3.3950640670594883,3.618149014664734,3.5809803
254,1.307402671,1.307402671,1.678829871067501,1.778638249873051,2.1052356871802758,1.9534777
419,3.173410473,3.2906921962499998,3.1381683409395347,3.0308397780781835,3.2201119180528934,3.196947
240,2.401708625,2.704370432111111,2.416052143399248,1.858801663101314,2.1207990248213964,2.2610188
421,2.923929159,2.923929159,3.1503809814200614,2.927442991116944,3.118483818200769,3.1162586
290,2.0225954280000003,2.0225954280000003,1.9780916229083725,2.3137695105826452,2.241453581222725,2.393053
486,2.327327479,2.4936192495217386,2.577702762546978,2.5322802284236907,2.7188118294241406,2.8672962
79,4.483135703,4.483135703,4.140863968366597,4.160768857163692,3.9825516977217985,4.694872
24,3.149196237,3.147873946,3.5629315242975417,3.368545531725795,3.6183989906792204,4.2458973
65,2.556303284,2.571099941,2.85923985068012,2.5307146966845995,3.169942163210653,3.2047596
114,1.864020573,1.7861987892499998,2.127648222950279,2.2181294490888135,2.2954600431163854,2.4804554
222,2.777035048,2.777035048,2.9560714041822727,3.0918003348717438,3.6199320357730924,3.9749012
298,2.718666507,2.4936192495217386,2.5428428110585344,2.4260255564831983,2.4659087353926985,2.65703
387,2.742156787,2.5481842074,2.357027790468952,2.695188539977302,2.2265035619278564,2.438982
195,4.308185894,4.300948890000001,4.018037947926233,3.925562619653995,3.6519116694741705,3.648241
175,2.843613445,2.9127745498000004,3.0875617901564607,3.0204517436691756,3.237457307683364,3.2131824
428,3.268746005,3.3829930073750005,3.3037332879351857,3.1364147578837276,3.508488681218509,3.4343739
333,3.234892592,3.050624846,2.832069398222309,2.9383738932790493,2.8665729124452,3.0031605
499,2.8399743010000003,2.9471777497500002,3.0370911103956053,2.8272318218130756,2.992286083614591,3.103197
442,2.355714249,2.5481842074,2.3966718260980766,2.4788884790285746,2.2927414944390954,2.4388905
197,2.646680518,2.646680518,2.3301374122461853,1.9762204004709218,2.1214456981237166,2.2827091
430,3.490277024,3.639382360428571,3.3065250987069854,3.2397570504219004,3.5741708011061384,3.4740467
396,2.025375919,2.025375919,2.136101522872721,2.65782218749888,2.284170594641548,2.4333363
