,Oct_Minimum,Oct_Maximum,Oct_Mean,Oct_Standard Deviation,Oct_Variance,Oct_Upper Quartile,Oct_Upper 1.5 IQR,Oct_Median,Oct_Lower 1.5 IQR,Oct_Lower Quartile,Oct_District,Oct_Year,Nov_Minimum,Nov_Maximum,Nov_Mean,Nov_Standard Deviation,Nov_Variance,Nov_Upper Quartile,Nov_Upper 1.5 IQR,Nov_Median,Nov_Lower 1.5 IQR,Nov_Lower Quartile,Nov_District,Nov_Year,Dec_Minimum,Dec_Maximum,Dec_Mean,Dec_Standard Deviation,Dec_Variance,Dec_Upper Quartile,Dec_Upper 1.5 IQR,Dec_Median,Dec_Lower 1.5 IQR,Dec_Lower Quartile,Dec_District,Dec_Year
334,0.1677,0.7389,0.3686931,0.1026675,0.0105406,0.4398,0.6686,0.3617,0.1677,0.2849,Bharatpur,2019,0.2011,0.7023,0.3484134,0.0690238,0.0047643,0.3912,0.5325,0.3355,0.2011,0.2968,Bharatpur,2019,0.1675,0.8034,0.5635568,0.1346259,0.0181241,0.6748,0.8034,0.5921,0.1675,0.4522,Bharatpur,2019
335,0.1571,0.6909,0.2958691,0.0837478,0.0070137,0.3343,0.4826,0.2795,0.1571,0.2354,Bharatpur,2020,0.1513,0.679,0.3656592,0.0947177,0.0089714,0.4359,0.6565,0.3495,0.1513,0.2884,Bharatpur,2020,0.166,0.7664,0.4950802,0.1033059,0.0106721,0.5722,0.7664,0.5041,0.2175,0.4302,Bharatpur,2020
336,-0.1326,0.6622,0.315998,0.0699633,0.0048949,0.3608,0.5077,0.3101,0.1284,0.2626,Bhilwara,2000,-0.1596,0.4302,0.2499835,0.0375822,0.0014124,0.2748,0.3514,0.249,0.1473,0.2237,Bhilwara,2000,-0.1157,0.7377,0.2526386,0.0556348,0.0030952,0.2737,0.3565,0.2446,0.1373,0.2185,Bhilwara,2000
337,-0.1971,0.5375,0.3213672,0.0476597,0.0022714,0.3503,0.4354,0.3208,0.2083,0.2934,Bhilwara,2001,-0.1522,0.5835,0.281646,0.0421797,0.0017791,0.3044,0.3762,0.2792,0.1851,0.2565,Bhilwara,2001,-0.1519,0.7223,0.2887941,0.0639902,0.0040947,0.313,0.4079,0.277,0.1548,0.2496,Bhilwara,2001
338,-0.1381,0.5389,0.2630523,0.0496499,0.0024651,0.29105,0.3855,0.2594,0.1381,0.228,Bhilwara,2002,0.0914,0.4181,0.2298083,0.0338085,0.001143,0.2521,0.3211,0.2285,0.1368,0.2058,Bhilwara,2002,0.1118,0.7149,0.2252154,0.040228,0.0016183,0.24455,0.3125,0.2207,0.1314,0.1991,Bhilwara,2002
339,-0.185,0.6394,0.3571253,0.0661624,0.0043775,0.3969,0.5213,0.3539,0.1896,0.3139,Bhilwara,2003,-0.0788,0.4998,0.274758,0.0413215,0.0017075,0.2985,0.3738,0.27345,0.1733,0.2483,Bhilwara,2003,-0.0877,0.7157,0.2696583,0.0579384,0.0033569,0.2893,0.3697,0.2615,0.1558,0.2357,Bhilwara,2003
340,-0.192,0.6275,0.3785578,0.0576485,0.0033234,0.4124,0.5122,0.3788,0.2459,0.3457,Bhilwara,2004,-0.1796,0.6946,0.3106685,0.0476113,0.0022668,0.3372,0.418,0.309,0.2028,0.2833,Bhilwara,2004,-0.1661,0.7323,0.3180813,0.0749337,0.0056151,0.3556,0.4891,0.3034,0.1412,0.2665,Bhilwara,2004
341,-0.198,0.7357,0.4287824,0.0705701,0.0049801,0.4771,0.6178,0.4296,0.2409,0.3826,Bhilwara,2005,-0.1936,0.5675,0.3128483,0.0439418,0.0019309,0.3386,0.4172,0.311,0.2076,0.2862,Bhilwara,2005,-0.1415,0.6925,0.3113629,0.0614899,0.003781,0.3394,0.4429,0.3008,0.1669,0.2704,Bhilwara,2005
342,-0.1961,0.6471,0.3865487,0.0562004,0.0031585,0.421,0.5188,0.38835,0.258,0.3557,Bhilwara,2006,-0.184,0.634,0.3189931,0.0449244,0.0020182,0.3432,0.4162,0.318,0.2211,0.2943,Bhilwara,2006,-0.178,0.7183,0.3368871,0.0681138,0.0046395,0.3703,0.4871,0.3265,0.1761,0.2924,Bhilwara,2006
343,-0.0182,0.6288,0.3875954,0.0612829,0.0037556,0.4259,0.5419,0.3868,0.2327,0.3485,Bhilwara,2007,-0.1934,0.5056,0.3059239,0.0398088,0.0015847,0.3302,0.403,0.3052,0.2085,0.2815,Bhilwara,2007,0.0512,0.7114,0.3098984,0.0595248,0.0035432,0.33425,0.4252,0.2993,0.1824,0.2735,Bhilwara,2007
344,0.0842,0.6437,0.3435247,0.0511254,0.0026138,0.3769,0.4775,0.3419,0.209,0.30945,Bhilwara,2008,0.0124,0.6809,0.3041283,0.0512402,0.0026256,0.3339,0.4301,0.2989,0.1738,0.2696,Bhilwara,2008,0.0683,0.7324,0.3119406,0.0787775,0.0062059,0.3462,0.477,0.2932,0.1429,0.2588,Bhilwara,2008
345,0.0832,0.5849,0.3130815,0.0465114,0.0021633,0.3403,0.4282,0.3087,0.1944,0.2816,Bhilwara,2009,0.0677,0.5706,0.2641033,0.0362389,0.0013133,0.2856,0.3541,0.2602,0.1714,0.2396,Bhilwara,2009,0.0713,0.7238,0.2673162,0.0566791,0.0032125,0.28835,0.3742,0.2554,0.1461,0.2311,Bhilwara,2009
346,-0.1544,0.6788,0.4137997,0.0578257,0.0033438,0.450575,0.5565,0.4163,0.2739,0.3799,Bhilwara,2010,-0.1862,0.5759,0.3272009,0.0433831,0.0018821,0.3517,0.4251,0.3259,0.2292,0.3027,Bhilwara,2010,-0.1877,0.7453,0.3438938,0.0632883,0.0040054,0.3768,0.4861,0.3345,0.1949,0.3038,Bhilwara,2010
347,-0.186,0.7056,0.4456201,0.0601108,0.0036133,0.4853,0.6022,0.4456,0.2907,0.4073,Bhilwara,2011,-0.1897,0.5703,0.3416901,0.0426867,0.0018222,0.3656,0.4377,0.3407,0.2452,0.3174,Bhilwara,2011,-0.158,0.7009,0.3399967,0.0567174,0.0032169,0.3684,0.465,0.3322,0.2076,0.304,Bhilwara,2011
348,-0.1417,0.7792,0.5047768,0.0796006,0.0063363,0.555475,0.7045,0.5052,0.3088,0.4561,Bhilwara,2012,-0.1504,0.5995,0.3558029,0.0478196,0.0022867,0.3848,0.4711,0.3554,0.2406,0.3271,Bhilwara,2012,-0.173,0.7119,0.3493722,0.0581804,0.003385,0.377,0.4729,0.3421,0.2179,0.313,Bhilwara,2012
349,-0.155,0.7217,0.4890279,0.0631792,0.0039916,0.5309,0.6508,0.4941,0.331,0.4509,Bhilwara,2013,-0.1852,0.6492,0.3995462,0.0507157,0.0025721,0.4305,0.5208,0.4009,0.2796,0.3701,Bhilwara,2013,-0.0539,0.7321,0.4006997,0.0678278,0.0046006,0.4383,0.562,0.3924,0.2323,0.3558,Bhilwara,2013
350,-0.1341,0.7224,0.4453907,0.0633176,0.0040091,0.4874,0.6046,0.4483,0.2895,0.408225,Bhilwara,2014,-0.1996,0.639,0.3588689,0.0488968,0.0023909,0.388,0.4734,0.3597,0.2456,0.331,Bhilwara,2014,-0.1978,0.7169,0.3595875,0.0630542,0.0039758,0.3911,0.4977,0.3522,0.2134,0.32,Bhilwara,2014
351,-0.1143,0.6467,0.3849298,0.0588729,0.003466,0.4194,0.5287,0.3791,0.2373,0.3465,Bhilwara,2015,-0.1559,0.6274,0.3233735,0.0443711,0.0019688,0.3489,0.4316,0.3192,0.2111,0.29375,Bhilwara,2015,0.0595,0.7388,0.3164362,0.0644483,0.0041536,0.3448,0.4517,0.3014,0.1716,0.27345,Bhilwara,2015
352,-0.1927,0.7074,0.4228729,0.064679,0.0041834,0.4627,0.5803,0.423,0.2667,0.3841,Bhilwara,2016,-0.1942,0.7364,0.3585458,0.0536746,0.002881,0.3884,0.4794,0.3566,0.2368,0.3277,Bhilwara,2016,-0.1698,0.764,0.3786879,0.0758599,0.0057547,0.41745,0.5484,0.3683,0.1982,0.3297,Bhilwara,2016
353,-0.1493,0.6555,0.4127135,0.0676887,0.0045818,0.4597,0.6028,0.4095,0.2221,0.364,Bhilwara,2017,-0.1162,0.621,0.3514678,0.0487615,0.0023777,0.3825,0.4784,0.349,0.2235,0.3182,Bhilwara,2017,-0.0918,0.7852,0.3656984,0.0670385,0.0044942,0.3992,0.5156,0.355,0.2054,0.3216,Bhilwara,2017
354,0.0809,0.7512,0.50925,0.067012,0.0044906,0.555775,0.6842,0.5134,0.3384,0.4688,Bhilwara,2018,-0.0903,0.6355,0.389103,0.0519019,0.0026938,0.4221,0.5217,0.389,0.2561,0.3557,Bhilwara,2018,0.0314,0.7146,0.3702383,0.0578877,0.003351,0.3994,0.4981,0.3639,0.2351,0.3336,Bhilwara,2018
355,-0.1794,0.7907,0.5333391,0.0700488,0.0049068,0.5796,0.704,0.5411,0.3696,0.4955,Bhilwara,2019,-0.1807,0.7277,0.4316896,0.0640727,0.0041053,0.4705,0.5846,0.4337,0.2808,0.3944,Bhilwara,2019,-0.174,0.8067,0.4344533,0.0652426,0.0042566,0.473,0.5858,0.4341,0.285,0.39775,Bhilwara,2019
356,-0.0622,0.7466,0.4795543,0.0669911,0.0044878,0.5245,0.6559,0.4847,0.3054,0.4368,Bhilwara,2020,-0.0479,0.7593,0.3923532,0.0530362,0.0028128,0.4235,0.5168,0.3922,0.2685,0.3612,Bhilwara,2020,-0.0706,0.7817,0.404846,0.0705032,0.0049707,0.4426,0.5668,0.3957,0.235,0.3595,Bhilwara,2020
357,-0.1361,0.485,0.1589926,0.0351062,0.0012324,0.1759,0.2354,0.1542,0.0786,0.1362,Bikaner,2000,0.0371,0.4384,0.1382629,0.0246858,0.0006094,0.1502,0.1904,0.1353,0.0832,0.1234,Bikaner,2000,0.0714,0.4913,0.1305329,0.0243395,0.0005924,0.14,0.1748,0.1274,0.082,0.1168,Bikaner,2000
358,0.0736,0.4542,0.1630114,0.035998,0.0012959,0.1811,0.2427,0.1599,0.0786,0.14,Bikaner,2001,0.0695,0.4104,0.1388002,0.0256741,0.0006592,0.1521,0.1968,0.1367,0.0776,0.1223,Bikaner,2001,0.0659,0.4294,0.13225,0.0261974,0.0006863,0.1428,0.1818,0.1291,0.078,0.1168,Bikaner,2001
359,0.0607,0.386,0.1058112,0.0263271,0.0006931,0.1161,0.1567,0.1002,0.0607,0.089,Bikaner,2002,0.0636,0.4008,0.1030788,0.0215552,0.0004646,0.1129,0.1495,0.0992,0.0636,0.0885,Bikaner,2002,0.0624,0.403,0.1014837,0.02187,0.0004783,0.1101,0.1437,0.0978,0.0624,0.0877,Bikaner,2002
360,0.0724,0.5518,0.1892198,0.0493667,0.0024371,0.2186,0.3165,0.1814,0.0724,0.1533,Bikaner,2003,0.0709,0.4373,0.149193,0.0274783,0.0007551,0.165,0.2158,0.1468,0.0803,0.1311,Bikaner,2003,0.0663,0.4556,0.1381694,0.027212,0.0007405,0.1512,0.1953,0.1353,0.0778,0.1218,Bikaner,2003
361,0.0627,0.4884,0.1322714,0.0421311,0.001775,0.1539,0.232,0.1251,0.0627,0.1018,Bikaner,2004,0.0642,0.4406,0.118583,0.0282748,0.0007995,0.1334,0.1842,0.1146,0.0642,0.0995,Bikaner,2004,0.063,0.3548,0.1137495,0.0257104,0.000661,0.1264,0.1705,0.1102,0.063,0.097,Bikaner,2004
362,0.067,0.5038,0.1484573,0.0538346,0.0028982,0.1724,0.2663,0.1328,0.067,0.1098,Bikaner,2005,0.0668,0.3436,0.1251163,0.0323451,0.0010462,0.1407,0.1986,0.1177,0.0668,0.1021,Bikaner,2005,0.0648,0.4074,0.1179192,0.0286236,0.0008193,0.1308,0.1786,0.112,0.0648,0.0989,Bikaner,2005
363,0.0612,0.4879,0.1307272,0.0382118,0.0014601,0.1491,0.2155,0.1238,0.0612,0.1048,Bikaner,2006,0.0638,0.3389,0.1199133,0.0259288,0.0006723,0.133,0.1774,0.1171,0.0638,0.1034,Bikaner,2006,0.0613,0.4824,0.1179908,0.0379732,0.001442,0.1265,0.1686,0.1102,0.0613,0.0984,Bikaner,2006
364,0.0684,0.5005,0.1643467,0.0508125,0.0025819,0.1903,0.2839,0.1526,0.0684,0.1279,Bikaner,2007,0.0685,0.3428,0.1316581,0.0269577,0.0007267,0.1452,0.1924,0.127,0.0685,0.1137,Bikaner,2007,0.0667,0.4286,0.125669,0.0275457,0.0007588,0.1352,0.1731,0.1206,0.072,0.1099,Bikaner,2007
365,0.0786,0.5303,0.1643524,0.0374134,0.0013998,0.1801,0.2389,0.1596,0.0821,0.1409,Bikaner,2008,0.0772,0.3914,0.14133,0.0236397,0.0005588,0.1528,0.1925,0.1392,0.0866,0.1263,Bikaner,2008,0.0744,0.5956,0.1366404,0.039904,0.0015923,0.1447,0.1855,0.1292,0.0769,0.1175,Bikaner,2008
366,0.0648,0.495,0.1260258,0.0362525,0.0013142,0.1418,0.2016,0.1203,0.0648,0.1019,Bikaner,2009,0.0616,0.3497,0.1136169,0.0234586,0.0005503,0.1259,0.1676,0.1111,0.0616,0.0981,Bikaner,2009,0.0619,0.4586,0.1144278,0.032798,0.0010757,0.1238,0.1655,0.1076,0.0619,0.096,Bikaner,2009
367,0.0214,0.6335,0.2373091,0.072298,0.005227,0.285,0.4435,0.2318,0.0214,0.1793,Bikaner,2010,-0.0081,0.4942,0.184433,0.0383307,0.0014692,0.2107,0.2939,0.1808,0.0866,0.1552,Bikaner,2010,0.0432,0.5407,0.1597565,0.0361,0.0013032,0.1763,0.2349,0.1552,0.0799,0.1372,Bikaner,2010
368,0.0945,0.6247,0.2397473,0.0603591,0.0036432,0.2735,0.3851,0.2363,0.0945,0.1991,Bikaner,2011,0.071,0.4174,0.1776575,0.0299472,0.0008968,0.1965,0.2556,0.1767,0.0986,0.157,Bikaner,2011,0.0651,0.4715,0.1662361,0.0315773,0.0009971,0.181,0.233,0.1638,0.0966,0.1463,Bikaner,2011
369,0.0583,0.6853,0.2253321,0.0633289,0.0040106,0.249,0.3457,0.2156,0.0965,0.1845,Bikaner,2012,0.0021,0.4533,0.1716274,0.0294684,0.0008684,0.1879,0.2418,0.1689,0.0997,0.1519,Bikaner,2012,0.0681,0.4488,0.1583316,0.0310684,0.0009652,0.1724,0.2228,0.1534,0.0898,0.1388,Bikaner,2012
370,0.0698,0.6767,0.2326515,0.0744968,0.0055498,0.2704,0.4073,0.2182,0.0698,0.1791,Bikaner,2013,0.0948,0.4601,0.1697548,0.0354739,0.0012584,0.1883,0.2528,0.1646,0.0948,0.1453,Bikaner,2013,0.0895,0.5506,0.1540238,0.0369528,0.0013655,0.1665,0.2172,0.1474,0.0895,0.1326,Bikaner,2013
371,0.079,0.6118,0.2179613,0.0619488,0.0038377,0.2452,0.3419,0.2117,0.0842,0.1807,Bikaner,2014,-0.055,0.4484,0.1586851,0.0286547,0.0008211,0.175,0.2239,0.159,0.0933,0.1423,Bikaner,2014,-0.029,0.4426,0.1535507,0.0312915,0.0009792,0.1674,0.2151,0.1506,0.0879,0.1356,Bikaner,2014
372,0.1173,0.6128,0.2421534,0.0550719,0.0030329,0.2713,0.3743,0.2323,0.1173,0.2026,Bikaner,2015,0.0943,0.4667,0.1875506,0.0273652,0.0007489,0.2003,0.2462,0.1841,0.124,0.1697,Bikaner,2015,0.1055,0.5362,0.1716513,0.0325615,0.0010603,0.1795,0.2173,0.1652,0.1169,0.1543,Bikaner,2015
373,0.1039,0.6835,0.2384994,0.0737292,0.005436,0.2662,0.3776,0.224,0.1039,0.1919,Bikaner,2016,0.0947,0.4828,0.1741883,0.0293516,0.0008615,0.1897,0.2407,0.1719,0.105,0.1557,Bikaner,2016,0.0921,0.5065,0.1682361,0.0349587,0.0012221,0.1813,0.2317,0.1628,0.0979,0.1477,Bikaner,2016
374,0.0811,0.6774,0.1856499,0.0589327,0.0034731,0.2076,0.2984,0.1709,0.0811,0.147,Bikaner,2017,0.0797,0.4602,0.1492634,0.0279955,0.0007838,0.1631,0.2124,0.1435,0.0833,0.1302,Bikaner,2017,0.0695,0.5517,0.1450595,0.0418429,0.0017508,0.157,0.2117,0.1344,0.0695,0.1205,Bikaner,2017
375,0.084,0.7044,0.1957711,0.0625655,0.0039144,0.2203,0.3185,0.1794,0.084,0.1548,Bikaner,2018,0.0817,0.543,0.1614715,0.0367973,0.001354,0.178,0.2386,0.154,0.0817,0.1376,Bikaner,2018,0.0664,0.5543,0.1549487,0.0407224,0.0016583,0.1677,0.2238,0.146,0.0822,0.1303,Bikaner,2018
376,0.0586,0.7461,0.2534862,0.0838791,0.0070357,0.2975,0.4536,0.2402,0.0586,0.1934,Bikaner,2019,0.0819,0.561,0.1896695,0.0476816,0.0022735,0.2151,0.3048,0.181,0.0819,0.1553,Bikaner,2019,0.0773,0.6562,0.1646885,0.0550818,0.003034,0.1803,0.2515,0.1514,0.0773,0.1328,Bikaner,2019
377,0.0901,0.7243,0.2113635,0.0668346,0.0044669,0.2372,0.3422,0.1964,0.0901,0.1672,Bikaner,2020,0.0865,0.5342,0.1629958,0.0330802,0.0010943,0.1779,0.232,0.1586,0.0892,0.1418,Bikaner,2020,0.079,0.5557,0.1545597,0.0417836,0.0017459,0.168,0.2262,0.1448,0.079,0.1292,Bikaner,2020
378,-0.181,0.8109,0.3798415,0.1346239,0.0181236,0.466275,0.7495,0.34655,0.0076,0.2768,Bundi,2000,-0.1971,0.5301,0.283461,0.0718875,0.0051678,0.3311,0.4816,0.2728,0.0803,0.2298,Bundi,2000,-0.1806,0.714,0.3219663,0.0960553,0.0092266,0.37845,0.5759,0.3149,0.0649,0.2458,Bundi,2000
379,-0.1284,0.7605,0.3403753,0.1062003,0.0112785,0.3968,0.5988,0.315,0.0706,0.2618,Bundi,2001,-0.1615,0.5927,0.2871073,0.0659272,0.0043464,0.321825,0.4405,0.27815,0.1259,0.2424,Bundi,2001,-0.1621,0.6899,0.3277414,0.0890365,0.0079275,0.383,0.5616,0.3205,0.114,0.2637,Bundi,2001
380,-0.1256,0.6748,0.2981736,0.0932737,0.0087,0.3495,0.5293,0.2772,0.0587,0.2294,Bundi,2002,-0.1965,0.6,0.2450054,0.0545231,0.0029728,0.2765,0.3808,0.2381,0.1062,0.2063,Bundi,2002,-0.1789,0.6653,0.2630874,0.0789936,0.00624,0.3043,0.4528,0.2441,0.0788,0.2051,Bundi,2002
381,-0.1818,0.8093,0.39075,0.1061782,0.0112738,0.4445,0.634,0.3739,0.137,0.318,Bundi,2003,-0.1126,0.598,0.3036292,0.0660978,0.0043689,0.338975,0.4584,0.2955,0.1479,0.2593,Bundi,2003,-0.1354,0.7659,0.3632904,0.1227091,0.0150575,0.433,0.6796,0.3351,0.0611,0.26855,Bundi,2003
382,-0.1148,0.8133,0.3694112,0.1192705,0.0142254,0.429875,0.6491,0.3435,0.0689,0.282925,Bundi,2004,-0.189,0.7394,0.349876,0.0979439,0.009593,0.4086,0.6022,0.3321,0.0951,0.2782,Bundi,2004,-0.1812,0.7692,0.4298122,0.1405887,0.0197652,0.531775,0.7692,0.4248,0.004,0.3169,Bundi,2004
383,-0.1703,0.8395,0.4165507,0.1411502,0.0199234,0.49625,0.7728,0.3841,0.0413,0.31155,Bundi,2005,-0.1377,0.646,0.340684,0.0762293,0.0058109,0.3865,0.5344,0.3344,0.1534,0.2877,Bundi,2005,-0.1026,0.7306,0.3935292,0.110943,0.0123083,0.4773,0.7306,0.395,0.0641,0.3061,Bundi,2005
384,-0.191,0.8194,0.3703247,0.1139175,0.0129772,0.4375,0.666,0.3496,0.0561,0.284925,Bundi,2006,-0.142,0.7038,0.3402868,0.0810488,0.0065689,0.38195,0.5278,0.3272,0.1423,0.2847,Bundi,2006,-0.1367,0.7793,0.4017768,0.119097,0.0141841,0.48635,0.7497,0.3996,0.0646,0.30625,Bundi,2006
385,-0.1738,0.8091,0.4011966,0.1290306,0.0166489,0.4728,0.7208,0.3674,0.0645,0.3074,Bundi,2007,-0.1921,0.5395,0.2935462,0.0580493,0.0033697,0.322975,0.4231,0.2842,0.159,0.256,Bundi,2007,-0.1588,0.7653,0.3746579,0.1111098,0.0123454,0.43555,0.6497,0.3608,0.08,0.2922,Bundi,2007
386,-0.1635,0.7475,0.3840237,0.1234199,0.0152325,0.4544,0.6969,0.349,0.0609,0.2925,Bundi,2008,-0.1076,0.7399,0.3309922,0.0777843,0.0060504,0.361775,0.4816,0.316,0.1627,0.2818,Bundi,2008,-0.0464,0.7924,0.4161842,0.1239008,0.0153514,0.4974,0.7577,0.4087,0.0886,0.3226,Bundi,2008
387,-0.1949,0.722,0.3614818,0.1165302,0.0135793,0.4395,0.6895,0.3298,0.0846,0.2701,Bundi,2009,-0.16,0.7657,0.3180116,0.0897171,0.0080492,0.352,0.4937,0.3015,0.1251,0.2573,Bundi,2009,-0.009,0.7731,0.4009746,0.1311829,0.017209,0.498575,0.7731,0.38585,-0.009,0.2919,Bundi,2009
388,-0.1904,0.8153,0.3872702,0.1104063,0.0121896,0.445375,0.6523,0.3724,0.1193,0.307425,Bundi,2010,-0.1884,0.6433,0.3095306,0.0725839,0.0052684,0.3377,0.4523,0.2947,0.1475,0.2612,Bundi,2010,-0.1747,0.7453,0.3888105,0.1034937,0.0107109,0.4525,0.6584,0.3743,0.111,0.3152,Bundi,2010
389,-0.1638,0.7771,0.424318,0.1144699,0.0131034,0.4966,0.7281,0.4074,0.1175,0.3422,Bundi,2011,-0.1877,0.6776,0.3304707,0.0793991,0.0063042,0.3609,0.4845,0.3152,0.1607,0.2785,Bundi,2011,-0.1972,0.7757,0.4151475,0.118408,0.0140205,0.486775,0.7187,0.4044,0.1363,0.332025,Bundi,2011
390,-0.1672,0.8232,0.4934313,0.1332596,0.0177581,0.5962,0.8232,0.4987,0.0947,0.3896,Bundi,2012,-0.1792,0.6425,0.3197078,0.0739505,0.0054687,0.3513,0.4749,0.30655,0.15,0.2689,Bundi,2012,-0.1401,0.7725,0.4023382,0.1049516,0.0110148,0.4654,0.6668,0.3918,0.1345,0.3311,Bundi,2012
391,-0.1495,0.7887,0.4507171,0.1069757,0.0114438,0.5191,0.7221,0.4544,0.1814,0.382275,Bundi,2013,-0.1902,0.7206,0.3612232,0.0934555,0.0087339,0.404025,0.5631,0.3408,0.1496,0.2979,Bundi,2013,-0.1967,0.8133,0.4603933,0.1349929,0.0182231,0.5541,0.8133,0.4447,0.0758,0.35905,Bundi,2013
392,-0.1922,0.7423,0.4240157,0.1080958,0.0116847,0.5007,0.7327,0.4198,0.1256,0.3419,Bundi,2014,-0.1876,0.7014,0.3523418,0.0911642,0.0083109,0.3947,0.5503,0.3351,0.1365,0.2909,Bundi,2014,-0.1994,0.7905,0.4299638,0.1218448,0.0148462,0.5136,0.7613,0.4268,0.105,0.347225,Bundi,2014
393,-0.1897,0.7379,0.3704601,0.1032003,0.0106503,0.4395,0.663,0.3606,0.0852,0.2905,Bundi,2015,-0.1615,0.6363,0.308416,0.0724299,0.0052461,0.3394,0.4585,0.29485,0.1511,0.2599,Bundi,2015,-0.1695,0.7897,0.4105496,0.1236531,0.0152901,0.4896,0.7381,0.4014,0.0776,0.3236,Bundi,2015
394,-0.1122,0.7638,0.4285925,0.1148284,0.0131856,0.5051,0.7467,0.4219,0.1126,0.3433,Bundi,2016,-0.1767,0.6858,0.3355676,0.0909089,0.0082644,0.371225,0.5175,0.31375,0.1272,0.273575,Bundi,2016,-0.1851,0.7942,0.4358811,0.1212919,0.0147117,0.51875,0.7654,0.4313,0.1259,0.3515,Bundi,2016
395,-0.1253,0.6993,0.3566575,0.0990042,0.0098018,0.4224,0.6346,0.3445,0.0831,0.2797,Bundi,2017,-0.0993,0.6098,0.3139149,0.0667584,0.0044567,0.3452,0.46,0.3028,0.1649,0.2684,Bundi,2017,-0.0047,0.8568,0.4247688,0.1220771,0.0149028,0.5037,0.7558,0.4126,0.1293,0.3354,Bundi,2017
396,-0.1816,0.7889,0.4832991,0.1094175,0.0119722,0.554,0.7754,0.473,0.1908,0.4057,Bundi,2018,-0.1119,0.7149,0.3484301,0.0922982,0.008519,0.387175,0.5425,0.3253,0.1381,0.2836,Bundi,2018,-0.1581,0.8122,0.4243244,0.1237164,0.0153057,0.49415,0.7352,0.4083,0.1006,0.3334,Bundi,2018
397,-0.1931,0.8308,0.5047884,0.107466,0.0115489,0.5666,0.7528,0.5022,0.2563,0.44245,Bundi,2019,-0.1757,0.7821,0.3802706,0.1063133,0.0113025,0.4262,0.6061,0.3529,0.1301,0.30595,Bundi,2019,-0.17,0.7826,0.4683002,0.1184236,0.0140241,0.5468,0.7826,0.4732,0.1452,0.3817,Bundi,2019
398,-0.128,0.7941,0.4379471,0.1242165,0.0154297,0.5263,0.7941,0.428,0.0749,0.33695,Bundi,2020,-0.1169,0.8179,0.3714646,0.0976241,0.0095305,0.417975,0.5959,0.35295,0.1318,0.299225,Bundi,2020,-0.1318,0.8277,0.4438414,0.117552,0.0138185,0.52025,0.7573,0.441,0.1251,0.36095,Bundi,2020
399,-0.1341,0.7388,0.4103919,0.1067082,0.0113866,0.4753,0.6673,0.40035,0.1572,0.3473,Chittaurgarh,2000,-0.1979,0.5585,0.2922566,0.0642972,0.0041341,0.318,0.4053,0.2866,0.1725,0.25975,Chittaurgarh,2000,-0.1968,0.6833,0.289808,0.0563705,0.0031776,0.317775,0.4084,0.2853,0.1666,0.2573,Chittaurgarh,2000
400,-0.1902,0.7479,0.3646772,0.0906194,0.0082119,0.3933,0.4941,0.3557,0.2253,0.326,Chittaurgarh,2001,-0.2,0.6241,0.3193041,0.0710544,0.0050487,0.3493,0.4459,0.31325,0.1883,0.2849,Chittaurgarh,2001,-0.2,0.6953,0.3264153,0.0774695,0.0060015,0.3682,0.4988,0.3198,0.1517,0.2806,Chittaurgarh,2001
401,-0.145,0.7711,0.3662216,0.0901329,0.0081239,0.4027,0.5264,0.3592,0.1959,0.31995,Chittaurgarh,2002,-0.1884,0.6168,0.287946,0.0634141,0.0040214,0.3107,0.3897,0.2827,0.1791,0.258,Chittaurgarh,2002,-0.1971,0.5429,0.2788814,0.0582986,0.0033987,0.3077,0.399,0.2743,0.157,0.2468,Chittaurgarh,2002
402,-0.1832,0.8092,0.4728175,0.1120616,0.0125578,0.5292,0.6992,0.464,0.2455,0.4157,Chittaurgarh,2003,-0.1966,0.7122,0.3473015,0.0828848,0.0068699,0.3741,0.4788,0.33545,0.1997,0.304225,Chittaurgarh,2003,-0.1984,0.7235,0.3366352,0.0804776,0.0064766,0.3794,0.5173,0.3262,0.1511,0.28745,Chittaurgarh,2003
403,-0.167,0.7949,0.4601751,0.1108464,0.0122869,0.51035,0.6617,0.4593,0.2573,0.4091,Chittaurgarh,2004,-0.1964,0.7098,0.3672224,0.0849782,0.0072213,0.4052,0.5211,0.3679,0.2121,0.3279,Chittaurgarh,2004,-0.1956,0.7469,0.3751284,0.0969252,0.0093945,0.434,0.6057,0.3721,0.149,0.3192,Chittaurgarh,2004
404,-0.1979,0.8236,0.5078541,0.114585,0.0131297,0.56295,0.7265,0.5055,0.2916,0.4539,Chittaurgarh,2005,-0.1972,0.7233,0.370239,0.082054,0.0067329,0.4086,0.5317,0.3673,0.2029,0.3263,Chittaurgarh,2005,-0.2,0.7014,0.3804082,0.0920283,0.0084692,0.4384,0.6154,0.3745,0.1439,0.3204,Chittaurgarh,2005
405,-0.1973,0.8173,0.4537043,0.116343,0.0135357,0.49765,0.6361,0.4462,0.2667,0.40525,Chittaurgarh,2006,-0.1994,0.7456,0.3839642,0.0900683,0.0081123,0.425,0.5509,0.3813,0.2151,0.341,Chittaurgarh,2006,-0.1989,0.7508,0.4157922,0.1094947,0.0119891,0.4901,0.7084,0.4104,0.1301,0.3435,Chittaurgarh,2006
