,Oct_Minimum,Oct_Maximum,Oct_Mean,Oct_Standard Deviation,Oct_Variance,Oct_Upper Quartile,Oct_Upper 1.5 IQR,Oct_Median,Oct_Lower 1.5 IQR,Oct_Lower Quartile,Oct_District,Oct_Year,Nov_Minimum,Nov_Maximum,Nov_Mean,Nov_Standard Deviation,Nov_Variance,Nov_Upper Quartile,Nov_Upper 1.5 IQR,Nov_Median,Nov_Lower 1.5 IQR,Nov_Lower Quartile,Nov_District,Nov_Year,Dec_Minimum,Dec_Maximum,Dec_Mean,Dec_Standard Deviation,Dec_Variance,Dec_Upper Quartile,Dec_Upper 1.5 IQR,Dec_Median,Dec_Lower 1.5 IQR,Dec_Lower Quartile,Dec_District,Dec_Year
0,-0.134,0.6335,0.3304543,0.0660353,0.0043607,0.367325,0.4862,0.328,0.1713,0.288,Karauli,2000,-0.1175,0.5206,0.2687305,0.0379718,0.0014419,0.2906,0.3602,0.2661,0.1761,0.2441,Karauli,2000,0.0485,0.716,0.3032627,0.0728216,0.005303,0.3291,0.4395,0.2847,0.1466,0.2555,Karauli,2000
1,0.0033,0.56,0.2885507,0.0515138,0.0026537,0.3174,0.4101,0.2862,0.1649,0.2554,Karauli,2001,0.133,0.4547,0.2684096,0.0401383,0.0016111,0.2901,0.364,0.26465,0.1675,0.2407,Karauli,2001,0.149,0.6636,0.2943729,0.0741028,0.0054912,0.3253,0.4515,0.2734,0.149,0.2411,Karauli,2001
2,0.0732,0.5277,0.2542188,0.0447074,0.0019987,0.2784,0.3622,0.2481,0.1482,0.222375,Karauli,2002,0.1332,0.3769,0.2290804,0.0331772,0.0011007,0.2489,0.3154,0.2242,0.1463,0.2045,Karauli,2002,0.1364,0.7422,0.2618443,0.0945595,0.0089415,0.282,0.4013,0.2301,0.1364,0.2024,Karauli,2002
3,-0.1075,0.6501,0.3582216,0.0709657,0.0050361,0.4018,0.5387,0.3542,0.184,0.3105,Karauli,2003,-0.0864,0.6164,0.3054756,0.0496625,0.0024664,0.3327,0.4245,0.3002,0.1803,0.271375,Karauli,2003,0.1234,0.7378,0.3543017,0.0959092,0.0091986,0.4031,0.5824,0.3346,0.1234,0.283375,Karauli,2003
4,-0.1747,0.6274,0.3332248,0.0697514,0.0048653,0.3812,0.5279,0.3319,0.1426,0.2828,Karauli,2004,-0.1157,0.7148,0.3172882,0.0637716,0.0040668,0.35205,0.4701,0.3104,0.1598,0.2733,Karauli,2004,0.1311,0.7517,0.3792176,0.1200084,0.014402,0.4721,0.7517,0.35195,0.1311,0.280875,Karauli,2004
5,-0.1414,0.5971,0.3255609,0.0687218,0.0047227,0.3705,0.5097,0.326,0.1516,0.277625,Karauli,2005,-0.0647,0.6206,0.3156898,0.0616218,0.0037972,0.3502,0.4684,0.3064,0.1601,0.2714,Karauli,2005,0.1551,0.7465,0.3587993,0.1076948,0.0115982,0.4395,0.6923,0.33705,0.1551,0.2668,Karauli,2005
6,0.1097,0.5478,0.2706093,0.0440622,0.0019415,0.296325,0.3802,0.2667,0.1573,0.240175,Karauli,2006,0.0627,0.5878,0.2785637,0.0508982,0.0025906,0.3032,0.3929,0.2698,0.1548,0.2434,Karauli,2006,0.1182,0.7009,0.3141849,0.0950201,0.0090288,0.37375,0.577,0.2873,0.1182,0.2379,Karauli,2006
7,-0.1877,0.5607,0.2980266,0.0541665,0.002934,0.3285,0.4323,0.2918,0.1612,0.2589,Karauli,2007,0.0872,0.4337,0.2599557,0.0367314,0.0013492,0.2811,0.3518,0.2548,0.1631,0.2336,Karauli,2007,0.0774,0.7486,0.315744,0.1033131,0.0106736,0.359,0.5355,0.2827,0.0774,0.2413,Karauli,2007
8,0.1083,0.5972,0.3436927,0.0616682,0.003803,0.3821,0.5035,0.343,0.1802,0.3011,Karauli,2008,0.164,0.654,0.3436834,0.0570544,0.0032552,0.374125,0.4795,0.3336,0.1986,0.3038,Karauli,2008,0.1863,0.7282,0.4008008,0.1157453,0.013397,0.4983,0.7282,0.3751,0.1863,0.298175,Karauli,2008
9,-0.0883,0.655,0.3717901,0.0687791,0.0047306,0.4148,0.5496,0.3697,0.1989,0.324775,Karauli,2009,0.124,0.6459,0.3468711,0.0585117,0.0034236,0.380725,0.4938,0.3416,0.2082,0.304475,Karauli,2009,0.2176,0.7873,0.4281712,0.101863,0.0103761,0.5042,0.7388,0.4152,0.2176,0.3467,Karauli,2009
10,-0.0073,0.7172,0.3783321,0.0812709,0.006605,0.4327,0.6001,0.38355,0.1779,0.3198,Karauli,2010,-0.0415,0.6163,0.3439355,0.0576456,0.003323,0.3775,0.4904,0.3399,0.1922,0.3021,Karauli,2010,0.1972,0.8048,0.4520035,0.1034727,0.0107066,0.5259,0.7532,0.4388,0.1972,0.3723,Karauli,2010
11,0.0451,0.6654,0.3742034,0.0787036,0.0061942,0.4241,0.582,0.37155,0.1669,0.3179,Karauli,2011,0.17,0.56,0.3303869,0.0465765,0.0021694,0.356425,0.4452,0.3234,0.2104,0.297175,Karauli,2011,0.2,0.7335,0.3863078,0.0926804,0.0085897,0.4538,0.674,0.3744,0.2,0.3066,Karauli,2011
12,-0.1568,0.7535,0.4476499,0.0896672,0.0080402,0.506525,0.6813,0.44905,0.2152,0.38985,Karauli,2012,-0.1568,0.612,0.3495379,0.0550723,0.003033,0.3791,0.4786,0.3425,0.2202,0.3127,Karauli,2012,-0.0844,0.6882,0.3918345,0.0810056,0.0065619,0.443,0.6109,0.3811,0.1997,0.330775,Karauli,2012
13,-0.089,0.7509,0.4404095,0.0937935,0.0087972,0.506025,0.701,0.4461,0.1847,0.3743,Karauli,2013,-0.1198,0.6286,0.3861543,0.0633125,0.0040085,0.4265,0.5529,0.38305,0.2211,0.342,Karauli,2013,0.0903,0.772,0.4361343,0.1026026,0.0105273,0.511475,0.7423,0.42415,0.1959,0.3502,Karauli,2013
14,-0.1925,0.7056,0.3780022,0.0716652,0.0051359,0.421,0.5563,0.37645,0.2066,0.330075,Karauli,2014,0.1739,0.7184,0.3631968,0.0776554,0.0060304,0.4016,0.5431,0.34645,0.1739,0.3069,Karauli,2014,0.1858,0.7309,0.411488,0.1189578,0.014151,0.505125,0.7309,0.39105,0.1858,0.3072,Karauli,2014
15,0.1433,0.5237,0.3115041,0.0506656,0.002567,0.344,0.4453,0.31,0.198,0.2763,Karauli,2015,0.1026,0.5653,0.2914586,0.0445307,0.001983,0.3179,0.4056,0.2869,0.1816,0.259175,Karauli,2015,0.1784,0.7728,0.3696121,0.1225702,0.0150235,0.44345,0.6983,0.3362,0.1784,0.2722,Karauli,2015
16,-0.0311,0.7209,0.3676466,0.0791245,0.0062607,0.414875,0.5689,0.3596,0.1585,0.311825,Karauli,2016,-0.1549,0.7265,0.3667742,0.0780305,0.0060888,0.3975,0.5198,0.3513,0.195,0.3158,Karauli,2016,-0.0095,0.78,0.4395174,0.1326496,0.0175959,0.551,0.78,0.417,-0.0095,0.3217,Karauli,2016
17,0.1462,0.5102,0.288627,0.0444067,0.001972,0.3159,0.405,0.28555,0.1792,0.2562,Karauli,2017,0.159,0.583,0.2890483,0.0483424,0.002337,0.3125,0.3953,0.2816,0.1792,0.2573,Karauli,2017,0.1601,0.7888,0.3756975,0.1292713,0.0167111,0.460375,0.744,0.33855,0.1601,0.2701,Karauli,2017
18,-0.0128,0.7008,0.4216142,0.0836321,0.0069943,0.4766,0.6491,0.4228,0.2016,0.3608,Karauli,2018,0.1832,0.6405,0.3635396,0.0628571,0.003951,0.3959,0.5093,0.3534,0.2162,0.3203,Karauli,2018,0.1918,0.8106,0.4313252,0.121656,0.0148002,0.512325,0.7706,0.40075,0.1918,0.3356,Karauli,2018
19,0.1621,0.7234,0.4585303,0.0829025,0.0068728,0.515,0.6844,0.4628,0.2304,0.4011,Karauli,2019,0.1541,0.6855,0.3754263,0.0629725,0.0039655,0.410625,0.5297,0.36815,0.2271,0.3311,Karauli,2019,0.2198,0.8215,0.47025,0.1162596,0.0135163,0.5582,0.8215,0.4598,0.2198,0.3726,Karauli,2019
20,0.1508,0.7041,0.3692095,0.0799728,0.0063956,0.42015,0.5862,0.36335,0.1508,0.3092,Karauli,2020,0.1591,0.7134,0.3488769,0.0736652,0.0054266,0.3791,0.4972,0.33435,0.1905,0.3002,Karauli,2020,0.16,0.7388,0.4060452,0.1071191,0.0114745,0.4731,0.6971,0.3866,0.16,0.3234,Karauli,2020
21,-0.1221,0.8412,0.4527222,0.1454934,0.0211683,0.5697,0.8412,0.4256,-0.0188,0.3321,Kota,2000,-0.0909,0.6515,0.2961741,0.0633105,0.0040082,0.327125,0.4388,0.28645,0.1425,0.2523,Kota,2000,0.0179,0.7508,0.3644146,0.1111933,0.012364,0.4337,0.6719,0.3507,0.0765,0.2748,Kota,2000
22,-0.124,0.7475,0.3756732,0.0964188,0.0092966,0.4281,0.6073,0.3601,0.1308,0.3076,Kota,2001,-0.1995,0.6548,0.3061572,0.0650409,0.0042303,0.3346,0.4408,0.2949,0.1571,0.2635,Kota,2001,-0.0665,0.7439,0.3513028,0.0936024,0.0087614,0.4146,0.616,0.3449,0.1053,0.2777,Kota,2001
23,-0.0108,0.6798,0.3122029,0.0896138,0.0080306,0.3616,0.5369,0.3045,0.079,0.2446,Kota,2002,-0.0431,0.6431,0.2631857,0.0599892,0.0035987,0.2903,0.3909,0.2549,0.1307,0.2231,Kota,2002,-0.0079,0.7113,0.3076854,0.0969716,0.0094035,0.3657,0.5676,0.2846,0.1198,0.2311,Kota,2002
24,-0.1331,0.8019,0.4398583,0.1077971,0.0116202,0.5035,0.7171,0.4299,0.1481,0.3604,Kota,2003,-0.1622,0.6647,0.3514113,0.0822204,0.0067602,0.3988,0.5599,0.3381,0.1334,0.291,Kota,2003,0.0478,0.7536,0.4106351,0.1285463,0.0165242,0.5167,0.7536,0.3981,0.0478,0.3006,Kota,2003
25,-0.1968,0.7794,0.4014288,0.1201704,0.0144409,0.475,0.7173,0.3809,0.1123,0.3133,Kota,2004,-0.0186,0.7558,0.3664699,0.092724,0.0085977,0.4237,0.6151,0.3564,0.1122,0.2956,Kota,2004,-0.1419,0.7872,0.4539209,0.1470259,0.0216166,0.5794,0.7872,0.4602,-0.0072,0.3302,Kota,2004
26,0.0085,0.8,0.4511954,0.1277087,0.0163095,0.5429,0.8,0.4316,0.0763,0.3537,Kota,2005,0.0318,0.7556,0.3750718,0.0874457,0.0076468,0.4316,0.611,0.3688,0.1526,0.3116,Kota,2005,0.1313,0.7132,0.4232634,0.1235054,0.0152536,0.521,0.7132,0.4281,0.1313,0.3269,Kota,2005
27,-0.1289,0.7458,0.3733254,0.0980898,0.0096216,0.4277,0.6109,0.3618,0.1232,0.3052,Kota,2006,-0.0704,0.7545,0.4005594,0.111417,0.0124137,0.4752,0.7212,0.3928,0.1177,0.3111,Kota,2006,-0.0166,0.7798,0.4670801,0.1514039,0.0229231,0.6006,0.7798,0.4739,-0.0166,0.3387,Kota,2006
28,-0.1486,0.7759,0.4270351,0.1203681,0.0144885,0.5139,0.7759,0.407,0.1436,0.3338,Kota,2007,-0.1706,0.6993,0.3233632,0.0705126,0.004972,0.3627,0.4971,0.3181,0.1475,0.2731,Kota,2007,0.0595,0.7771,0.4187649,0.123302,0.0152034,0.5147,0.7771,0.4177,0.0595,0.3182,Kota,2007
29,-0.0996,0.7317,0.405941,0.1032484,0.0106602,0.481,0.7026,0.3855,0.1093,0.3314,Kota,2008,-0.0133,0.7665,0.3713621,0.0909557,0.0082729,0.4174,0.5858,0.3573,0.1557,0.305,Kota,2008,0.1446,0.7771,0.4580033,0.1272098,0.0161823,0.5559,0.7771,0.4718,0.1446,0.3652,Kota,2008
30,-0.1285,0.7661,0.3906845,0.0964887,0.0093101,0.4513,0.6493,0.3877,0.144,0.3192,Kota,2009,-0.04,0.7806,0.3801737,0.0952805,0.0090784,0.4442,0.647,0.3762,0.1169,0.3073,Kota,2009,0.0984,0.7788,0.4657433,0.1254256,0.0157316,0.5613,0.7788,0.4855,0.1311,0.3772,Kota,2009
31,0.0824,0.721,0.3706975,0.0817702,0.0066864,0.4045,0.5357,0.3555,0.1886,0.3167,Kota,2010,0.0955,0.6979,0.3328417,0.083604,0.0069896,0.372,0.5203,0.3151,0.1261,0.2727,Kota,2010,0.1136,0.724,0.4158345,0.1101889,0.0121416,0.4974,0.724,0.4112,0.1136,0.3296,Kota,2010
32,-0.1786,0.7534,0.413967,0.0957501,0.0091681,0.4689,0.6489,0.3923,0.1679,0.3485,Kota,2011,-0.164,0.7469,0.3460005,0.0781952,0.0061145,0.3828,0.5214,0.3303,0.1526,0.2902,Kota,2011,-0.0663,0.7637,0.419523,0.1047153,0.0109653,0.4894,0.6964,0.4243,0.1527,0.3512,Kota,2011
33,-0.0512,0.8026,0.4970592,0.1183814,0.0140142,0.5888,0.8026,0.4995,0.1607,0.406,Kota,2012,0.0673,0.6709,0.3392582,0.0752647,0.0056648,0.3776,0.5193,0.3243,0.1605,0.2829,Kota,2012,0.1169,0.7516,0.4308978,0.1138559,0.0129632,0.5177,0.7516,0.4342,0.1169,0.3482,Kota,2012
34,0.0025,0.8089,0.4359572,0.098625,0.0097269,0.4883,0.6675,0.4293,0.1898,0.3685,Kota,2013,-0.0583,0.7364,0.3658405,0.0930107,0.008651,0.4155,0.5926,0.3461,0.1301,0.2974,Kota,2013,0.1412,0.8203,0.4951284,0.1358319,0.0184503,0.5993,0.8203,0.5126,0.1412,0.3919,Kota,2013
35,-0.127,0.7628,0.407191,0.095438,0.0091084,0.4594,0.6367,0.4005,0.1652,0.3411,Kota,2014,-0.091,0.7063,0.3547448,0.090956,0.008273,0.4066,0.589,0.3377,0.139,0.2848,Kota,2014,-0.0347,0.792,0.4510709,0.1275451,0.0162678,0.5429,0.792,0.4583,0.1466,0.3569,Kota,2014
36,-0.1048,0.7023,0.3531072,0.0802787,0.0064447,0.3927,0.5322,0.3378,0.1668,0.2994,Kota,2015,0.0258,0.6972,0.323712,0.0739048,0.0054619,0.3602,0.4935,0.3102,0.151,0.2713,Kota,2015,-0.0299,0.8133,0.4465021,0.1322709,0.0174956,0.5474,0.8133,0.4485,0.1366,0.3478,Kota,2015
37,-0.1633,0.7789,0.4202708,0.099244,0.0098494,0.4807,0.6772,0.4089,0.1721,0.349275,Kota,2016,-0.1527,0.6926,0.3390284,0.0860686,0.0074078,0.3812,0.5371,0.31725,0.1303,0.277,Kota,2016,-0.123,0.8385,0.4417629,0.1158998,0.0134328,0.5292,0.7817,0.4472,0.1273,0.3563,Kota,2016
38,0.046,0.7483,0.3552828,0.0884282,0.0078195,0.4009,0.5625,0.3416,0.1434,0.293,Kota,2017,0.0715,0.7234,0.3359784,0.0752722,0.0056659,0.3809,0.5325,0.32,0.1418,0.2797,Kota,2017,0.143,0.7854,0.4623992,0.1293467,0.0167306,0.5613,0.7854,0.4693,0.143,0.366,Kota,2017
39,0.1111,0.8017,0.4752459,0.1007366,0.0101479,0.5305,0.7142,0.4597,0.2254,0.4077,Kota,2018,0.0751,0.7311,0.3563351,0.0951523,0.009054,0.4026,0.5761,0.3335,0.1472,0.2867,Kota,2018,0.1256,0.8469,0.4803578,0.1398668,0.0195627,0.5908,0.8469,0.4925,0.1256,0.3588,Kota,2018
40,0.0439,0.8291,0.504983,0.0995277,0.0099058,0.5612,0.7371,0.4988,0.268,0.4439,Kota,2019,0.1087,0.779,0.3851199,0.1023993,0.0104856,0.4232,0.5863,0.3682,0.1626,0.3143,Kota,2019,0.1876,0.8141,0.4872215,0.1223993,0.0149816,0.5828,0.8141,0.4955,0.1876,0.3811,Kota,2019
41,-0.0849,0.7664,0.398249,0.0981756,0.0096384,0.4498,0.6314,0.3804,0.1524,0.3282,Kota,2020,-0.0576,0.723,0.3677311,0.0896086,0.0080297,0.419,0.5985,0.3498,0.139,0.2988,Kota,2020,0.0183,0.7443,0.449099,0.1102031,0.0121447,0.5305,0.7443,0.4538,0.1628,0.3695,Kota,2020
42,-0.1215,0.5317,0.2414942,0.0444733,0.0019779,0.2692,0.3529,0.2409,0.1295,0.2133,Nagaur,2000,-0.0217,0.5069,0.2032696,0.0348171,0.0012122,0.2235,0.2873,0.2011,0.1173,0.1809,Nagaur,2000,0.0253,0.714,0.2040864,0.0574925,0.0033054,0.2252,0.3107,0.19175,0.0832,0.1682,Nagaur,2000
43,-0.1572,0.577,0.2455998,0.0421742,0.0017787,0.2691,0.3427,0.2443,0.1464,0.22,Nagaur,2001,-0.1925,0.5022,0.2131869,0.035853,0.0012854,0.2329,0.2956,0.2117,0.1286,0.191,Nagaur,2001,-0.1058,0.6391,0.2115151,0.0478102,0.0022858,0.2325,0.3102,0.2029,0.1035,0.1806,Nagaur,2001
44,0.0132,0.4169,0.1959103,0.0452484,0.0020474,0.223875,0.3161,0.1966,0.0703,0.1623,Nagaur,2002,0.0099,0.358,0.1787529,0.0353386,0.0012488,0.2016,0.2731,0.1806,0.0825,0.1539,Nagaur,2002,0.0132,0.6373,0.1848202,0.0580213,0.0033665,0.2054,0.2932,0.174,0.0656,0.1468,Nagaur,2002
45,-0.1989,0.5499,0.2896874,0.054125,0.0029295,0.3271,0.4437,0.2869,0.133,0.2489,Nagaur,2003,-0.1887,0.5425,0.229637,0.0415717,0.0017282,0.2537,0.3318,0.2292,0.1242,0.2016,Nagaur,2003,-0.1644,0.6694,0.2370742,0.0689428,0.0047531,0.2583,0.3544,0.2244,0.0978,0.1941,Nagaur,2003
46,-0.0885,0.5929,0.2621787,0.0585637,0.0034297,0.296,0.4074,0.2598,0.1104,0.2216,Nagaur,2004,-0.1096,0.4755,0.2171603,0.0456471,0.0020837,0.2423,0.3272,0.2153,0.1009,0.1857,Nagaur,2004,-0.0686,0.7009,0.2288721,0.0802842,0.0064456,0.2629,0.3963,0.20715,0.0447,0.1739,Nagaur,2004
47,-0.1268,0.5755,0.2890672,0.0696246,0.0048476,0.3356,0.4832,0.2835,0.0897,0.2372,Nagaur,2005,-0.0065,0.4718,0.2203573,0.042077,0.0017705,0.2439,0.3231,0.2172,0.1128,0.1911,Nagaur,2005,0.0243,0.6119,0.2234006,0.0679794,0.0046212,0.2475,0.3504,0.2061,0.0761,0.1789,Nagaur,2005
48,0.02,0.5861,0.2326742,0.0564567,0.0031874,0.264575,0.3647,0.2317,0.0984,0.1978,Nagaur,2006,0.0292,0.4616,0.2046559,0.0463346,0.0021469,0.2306,0.311,0.203,0.0967,0.177,Nagaur,2006,0.0224,0.6346,0.2141594,0.0750219,0.0056283,0.2416,0.3491,0.1959,0.0626,0.1699,Nagaur,2006
49,0.0217,0.504,0.2618195,0.0482896,0.0023319,0.29,0.38,0.2575,0.14,0.23,Nagaur,2007,0.0287,0.4066,0.212373,0.0359375,0.0012915,0.2341,0.3022,0.2091,0.1205,0.188625,Nagaur,2007,0.029,0.6613,0.214958,0.0628581,0.0039511,0.236,0.3264,0.1996,0.0853,0.1757,Nagaur,2007
50,-0.1954,0.505,0.2408074,0.0449114,0.002017,0.26885,0.357,0.2374,0.1223,0.20995,Nagaur,2008,-0.1651,0.4469,0.215428,0.0413851,0.0017127,0.2402,0.3194,0.2126,0.1086,0.1873,Nagaur,2008,-0.1808,0.6389,0.2273253,0.0724333,0.0052466,0.2492,0.3513,0.2101,0.0791,0.1811,Nagaur,2008
51,-0.0065,0.4578,0.2010813,0.0434786,0.0018904,0.2234,0.2984,0.1962,0.0984,0.1734,Nagaur,2009,0.0133,0.4063,0.1860367,0.0380582,0.0014484,0.2063,0.273,0.1817,0.0951,0.1618,Nagaur,2009,-0.0077,0.7207,0.1982458,0.0686154,0.0047081,0.214,0.2981,0.1794,0.0742,0.1579,Nagaur,2009
52,-0.1623,0.6662,0.3428746,0.0523188,0.0027373,0.37455,0.4672,0.3416,0.2198,0.3126,Nagaur,2010,-0.1775,0.5579,0.2541493,0.0380665,0.0014491,0.2729,0.3336,0.2507,0.1717,0.2324,Nagaur,2010,-0.1936,0.5981,0.2335719,0.0561277,0.0031503,0.2591,0.3527,0.221,0.1033,0.1967,Nagaur,2010
53,-0.1928,0.5676,0.330352,0.0581513,0.0033816,0.3714,0.492,0.3305,0.1702,0.2909,Nagaur,2011,-0.1908,0.4625,0.2516212,0.0392385,0.0015397,0.2737,0.3412,0.2526,0.1615,0.2287,Nagaur,2011,-0.1654,0.472,0.2392069,0.0437688,0.0019157,0.259,0.3272,0.2362,0.1461,0.2135,Nagaur,2011
54,-0.1995,0.7338,0.3223274,0.066407,0.0044099,0.3572,0.4729,0.3152,0.1643,0.28,Nagaur,2012,-0.1965,0.5167,0.2507821,0.0445936,0.0019886,0.2744,0.3509,0.2478,0.1481,0.2234,Nagaur,2012,-0.184,0.6081,0.2466134,0.0612675,0.0037537,0.2783,0.3881,0.2344,0.0955,0.2051,Nagaur,2012
55,-0.1971,0.6377,0.3705891,0.0606335,0.0036764,0.4094,0.524,0.36815,0.2188,0.3328,Nagaur,2013,-0.1833,0.6019,0.2866082,0.04413,0.0019475,0.3104,0.3842,0.2845,0.1874,0.2612,Nagaur,2013,-0.1541,0.7132,0.2769974,0.0647512,0.0041927,0.3178,0.4454,0.268,0.1054,0.2327,Nagaur,2013
56,-0.1923,0.6248,0.3544903,0.0613217,0.0037604,0.3912,0.5015,0.3561,0.207,0.3175,Nagaur,2014,-0.1993,0.5531,0.2598183,0.0444604,0.0019767,0.2847,0.3621,0.2608,0.157,0.2331,Nagaur,2014,-0.166,0.5067,0.2461132,0.0524385,0.0027498,0.2733,0.3637,0.2398,0.1226,0.213,Nagaur,2014
57,-0.1681,0.5999,0.2850349,0.0494717,0.0024474,0.309225,0.3851,0.284,0.1827,0.2586,Nagaur,2015,-0.1425,0.4513,0.242932,0.0362994,0.0013176,0.264,0.325,0.2449,0.1623,0.2233,Nagaur,2015,-0.0198,0.7081,0.2388073,0.0535038,0.0028627,0.2597,0.3342,0.232,0.1364,0.21,Nagaur,2015
58,-0.1699,0.6364,0.3310974,0.0583528,0.0034051,0.3644,0.4709,0.3268,0.1869,0.2934,Nagaur,2016,-0.072,0.5679,0.2598655,0.0448986,0.0020159,0.2853,0.3667,0.2561,0.1501,0.231,Nagaur,2016,0.0087,0.6771,0.2638767,0.0630309,0.0039729,0.302,0.4268,0.2507,0.0939,0.2187,Nagaur,2016
59,0.0036,0.5489,0.2834252,0.0490889,0.0024097,0.3168,0.4166,0.2857,0.152,0.2502,Nagaur,2017,-0.0089,0.4164,0.2490192,0.0400481,0.0016039,0.277,0.3591,0.2509,0.1403,0.2221,Nagaur,2017,-0.0233,0.6062,0.2406138,0.0517234,0.0026753,0.268175,0.3626,0.2393,0.1111,0.2052,Nagaur,2017
60,-0.1617,0.6554,0.3243947,0.0843656,0.0071175,0.3763,0.5535,0.3276,0.0808,0.2577,Nagaur,2018,-0.1461,0.5129,0.2409809,0.0468291,0.002193,0.2693,0.3624,0.2426,0.1143,0.2072,Nagaur,2018,-0.0897,0.5472,0.2327612,0.0513306,0.0026348,0.26,0.3534,0.2297,0.1047,0.1977,Nagaur,2018
61,-0.176,0.7208,0.3961009,0.0737235,0.0054352,0.4401,0.5751,0.3922,0.2165,0.3499,Nagaur,2019,-0.1959,0.6836,0.2805615,0.051189,0.0026203,0.3071,0.3927,0.2758,0.1652,0.25,Nagaur,2019,-0.1995,0.6329,0.2739382,0.069093,0.0047738,0.3209,0.4701,0.2682,0.0735,0.2214,Nagaur,2019
62,-0.1277,0.6453,0.3219143,0.0646191,0.0041756,0.3582,0.4692,0.3207,0.1735,0.2842,Nagaur,2020,-0.1385,0.5191,0.2524147,0.042896,0.0018401,0.279275,0.357,0.2535,0.1496,0.2274,Nagaur,2020,0.0005,0.5537,0.2472622,0.0510084,0.0026019,0.2748,0.3643,0.2428,0.1276,0.2151,Nagaur,2020
63,-0.1948,0.6955,0.2680301,0.0647116,0.0041876,0.2909,0.3849,0.2545,0.1362,0.2282,Pali,2000,-0.1942,0.6147,0.2428963,0.0489285,0.002394,0.2604,0.3309,0.2338,0.1463,0.2133,Pali,2000,-0.1763,0.7387,0.244154,0.049833,0.0024833,0.2649,0.3439,0.2341,0.1333,0.2122,Pali,2000
64,-0.1994,0.7613,0.3100124,0.0752083,0.0056563,0.3312,0.4258,0.2955,0.1735,0.2681,Pali,2001,-0.1978,0.642,0.2690129,0.0579226,0.003355,0.2879,0.3678,0.258,0.1546,0.2345,Pali,2001,-0.1917,0.7365,0.2697476,0.0587702,0.0034539,0.2931,0.3853,0.2567,0.14,0.2315,Pali,2001
65,0.0982,0.7275,0.2221688,0.0596621,0.0035596,0.2448,0.3367,0.2119,0.0982,0.1835,Pali,2002,0.1165,0.436,0.207699,0.0404208,0.0016338,0.22635,0.2944,0.2027,0.1165,0.1808,Pali,2002,0.0977,0.6809,0.2056119,0.0400138,0.0016011,0.2248,0.2936,0.2004,0.1188,0.1789,Pali,2002
66,-0.1836,0.7906,0.3404451,0.0812053,0.0065943,0.3641,0.4716,0.3232,0.1858,0.2924,Pali,2003,-0.1933,0.7006,0.2816619,0.0612129,0.003747,0.3013,0.3877,0.2686,0.1584,0.2436,Pali,2003,-0.1063,0.6137,0.2740108,0.0568745,0.0032347,0.2981,0.3929,0.2607,0.1409,0.2349,Pali,2003
67,-0.1204,0.7826,0.3415099,0.089815,0.0080667,0.3745,0.5107,0.3236,0.1534,0.2836,Pali,2004,-0.0224,0.7365,0.282617,0.0711016,0.0050554,0.3041,0.4026,0.2665,0.1435,0.2384,Pali,2004,-0.1505,0.6273,0.2657394,0.0574165,0.0032967,0.2928,0.393,0.2543,0.1319,0.226,Pali,2004
68,-0.1011,0.8234,0.3953112,0.098353,0.0096733,0.4388,0.6,0.3857,0.1706,0.33095,Pali,2005,-0.1402,0.7327,0.289488,0.075428,0.0056894,0.3067,0.3967,0.2735,0.1567,0.2467,Pali,2005,-0.1928,0.6331,0.2722271,0.0630732,0.0039782,0.2931,0.3833,0.2573,0.1472,0.2329,Pali,2005
69,-0.1697,0.789,0.3606428,0.0987861,0.0097587,0.4062,0.574,0.3471,0.1298,0.2941,Pali,2006,-0.1986,0.6897,0.3004672,0.0755318,0.0057051,0.3299,0.4456,0.286,0.138,0.2525,Pali,2006,-0.1797,0.7246,0.3064096,0.0869129,0.0075539,0.350325,0.5091,0.2847,0.0866,0.244375,Pali,2006
70,-0.1801,0.8014,0.3375178,0.0908843,0.00826,0.3669,0.4918,0.3226,0.1596,0.2836,Pali,2007,-0.1988,0.7008,0.2849882,0.0723431,0.0052335,0.305925,0.4006,0.27075,0.1483,0.2428,Pali,2007,-0.1954,0.7803,0.2934605,0.0886205,0.0078536,0.3253,0.4571,0.2695,0.107,0.2374,Pali,2007
71,-0.1641,0.7761,0.3069136,0.0761753,0.0058027,0.3287,0.4292,0.2936,0.1638,0.2617,Pali,2008,0.0314,0.6567,0.2687721,0.0581389,0.0033801,0.2883,0.3706,0.2577,0.1561,0.2334,Pali,2008,0.1159,0.6942,0.2758143,0.0626411,0.0039239,0.3054,0.414,0.261,0.1285,0.2329,Pali,2008
72,0.0033,0.7392,0.2550176,0.0759697,0.0057714,0.2712,0.3615,0.2363,0.1259,0.211,Pali,2009,0.0736,0.5912,0.2351627,0.0537031,0.002884,0.25235,0.3284,0.2246,0.1329,0.2016,Pali,2009,-0.0323,0.4953,0.2323083,0.049285,0.002429,0.2523,0.3323,0.2226,0.1196,0.19895,Pali,2009
73,-0.1225,0.8023,0.4064919,0.0824949,0.0068054,0.4411,0.5696,0.3956,0.2275,0.3553,Pali,2010,-0.1276,0.7653,0.3233559,0.0760417,0.0057823,0.3427,0.4364,0.3086,0.1884,0.2801,Pali,2010,-0.179,0.7483,0.3242097,0.0863604,0.0074581,0.361,0.5028,0.3087,0.132,0.2664,Pali,2010
