,District,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Month
290,SIROHI,6267,-0.0436,0.7341,0.40174240000000006,0.0944627,0.008923200000000001,0.4599,0.6504,0.384,0.1624,0.3328,2013,Rabi       ,35949,99139,2.757767949038916,01
292,SIROHI,6268,0.1336,0.7509999999999999,0.4093598,0.1010003,0.010201100000000001,0.4719,0.6795,0.3892,0.1336,0.3333,2014,Rabi       ,34035,94095,2.7646540326134863,01
294,SIROHI,6268,0.1234,0.7449,0.3775898,0.09690030000000001,0.0093897,0.433025,0.6224,0.3533,0.1234,0.306575,2015,Rabi       ,26851,62377,2.3230792149268185,01
296,SIROHI,6267,-0.0242,0.7405,0.39740679999999995,0.09854349999999999,0.009710799999999999,0.4574,0.6581,0.3787,0.1416,0.3236,2016,Rabi       ,34226,91608,2.6765616782562964,01
298,SIROHI,6267,-0.0342,0.7856,0.42667570000000005,0.0974763,0.0095016,0.48625,0.6843,0.4102,0.1696,0.3537,2017,Rabi       ,37509,108650,2.8966381401796903,01
300,SIROHI,6268,-0.0748,0.7712,0.4445317,0.11114829999999999,0.012353900000000001,0.519025,0.7577,0.4265,0.1243,0.3583,2018,Rabi       ,22239,66374,2.9845766446333015,01
302,SIROHI,6268,0.11599999999999999,0.715,0.3421013,0.0898279,0.008069100000000001,0.3859,0.5462,0.3183,0.1494,0.2787,2019,Rabi       ,29066,87890,3.023807885501961,01
304,TONK,8848,-0.1889,0.7143,0.3224723,0.10673230000000002,0.011391799999999999,0.3751,0.5687,0.2923,0.0659,0.2459,2001,Rabi       ,70478,108495,1.539416555520872,01
306,TONK,8845,-0.191,0.7494,0.335816,0.1199846,0.014396299999999999,0.3986,0.6245,0.3004,0.0337,0.248,2002,Rabi       ,60297,123635,2.0504336865847392,01
308,TONK,8849,-0.0659,0.7713,0.2492862,0.08031419999999999,0.006450399999999999,0.2617,0.3463,0.2293,0.1227,0.2053,2003,Rabi       ,39825,80975,2.033270558694288,01
310,TONK,8849,-0.1359,0.7121,0.33806679999999995,0.10346300000000001,0.0107046,0.3863,0.5693,0.3089,0.0852,0.2642,2004,Rabi       ,47241,124621,2.637983954615694,01
312,TONK,8794,-0.2,0.7732,0.43733779999999994,0.13709770000000002,0.0187958,0.533275,0.7732,0.4232,0.0529,0.3377,2005,Rabi       ,60615,169243,2.792097665594325,01
314,TONK,8821,-0.1883,0.7605,0.4072205,0.1318731,0.0173905,0.5013,0.7605,0.385,0.0341,0.3052,2006,Rabi       ,54647,138646,2.5371200614855343,01
316,TONK,8811,-0.1981,0.7949,0.36404000000000003,0.1578029,0.0249018,0.4729,0.7949,0.3124,-0.1093,0.23975,2007,Rabi       ,63430,163346,2.5752167743969734,01
318,TONK,8830,-0.2,0.8222,0.37818709999999994,0.15611860000000002,0.024373,0.4923,0.8222,0.32665,-0.1076,0.2497,2008,Rabi       ,69961,175020,2.5016795071539857,01
320,TONK,8846,-0.1601,0.7892,0.42138590000000004,0.12652819999999998,0.0160094,0.5019,0.7591,0.4006,0.062,0.325525,2009,Rabi       ,40643,105913,2.605934601284354,01
322,TONK,8849,-0.1575,0.8151,0.3955518,0.1417165,0.0200836,0.4956,0.8151,0.3786,-0.0671,0.2691,2010,Rabi       ,39926,106733,2.6732705505184597,01
324,TONK,8843,-0.1847,0.7572,0.45619129999999997,0.1144793,0.0131055,0.5398,0.7572,0.4486,0.115,0.3698,2011,Rabi       ,88632,284497,3.2098677678490843,01
326,TONK,8831,-0.1988,0.7598,0.46406260000000005,0.1292648,0.016709400000000003,0.56485,0.7598,0.4541,0.0754,0.3686,2012,Rabi       ,67431,233365,3.4607969628212545,01
328,TONK,8825,-0.1991,0.7793,0.482998,0.1349808,0.018219799999999998,0.5966,0.7793,0.4784,0.0733,0.3815,2013,Rabi       ,61769,211218,3.4194822645663683,01
330,TONK,8817,-0.1942,0.8309,0.5312571,0.13599,0.0184933,0.6383,0.8309,0.5505,0.1272,0.4319,2014,Rabi       ,58416,200010,3.4238907148726376,01
332,TONK,8813,-0.1967,0.7853,0.5355175999999999,0.13930510000000002,0.019405900000000004,0.6538,0.7853,0.5526,0.1039,0.4319,2015,Rabi       ,66376,138758,2.0904845124743883,01
334,TONK,8822,-0.2,0.7755,0.47159309999999993,0.16089979999999998,0.0258887,0.613975,0.7755,0.46995,-0.0981,0.3281,2016,Rabi       ,51468,160971,3.127593844719049,01
336,TONK,8819,-0.1949,0.8267,0.5440893,0.1502727,0.022581900000000002,0.67325,0.8267,0.5660000000000001,0.0677,0.4285,2017,Rabi       ,69184,250843,3.6257371646623495,01
338,TONK,8845,-0.1937,0.7987,0.45692790000000005,0.146004,0.0213172,0.5718,0.7987,0.4411,-0.0152,0.3359,2018,Rabi       ,45842,152773,3.3325989267483966,01
340,TONK,8849,-0.1361,0.7731,0.4988309,0.1258255,0.015832099999999998,0.6028,0.7731,0.4888,0.1133,0.3993,2019,Rabi       ,40139,143883,3.584618450883181,01
342,UDAIPUR,15380,-0.1836,0.6264,0.2802205,0.055532500000000005,0.0030839,0.3101,0.4135,0.2689,0.1461,0.2411,2001,Rabi       ,17488,38009,2.1734332113449217,01
344,UDAIPUR,15380,-0.1305,0.7224,0.31146490000000004,0.07192589999999999,0.0051733000000000005,0.341925,0.4598,0.2955,0.1454,0.2633,2002,Rabi       ,38959,97378,2.499499473805796,01
346,UDAIPUR,15380,-0.1281,0.6214,0.27716640000000003,0.0499851,0.0024985,0.306,0.4026,0.2672,0.1484,0.2416,2003,Rabi       ,16935,38743,2.2877472689695897,01
348,UDAIPUR,15379,0.0478,0.7042,0.3275274,0.0850163,0.0072278,0.3707,0.5303,0.3067,0.1157,0.2643,2004,Rabi       ,33804,82623,2.4441782037628683,01
350,UDAIPUR,15378,-0.18,0.7111,0.35203340000000005,0.0770675,0.0059394,0.3886,0.521,0.3383,0.1727,0.3003,2005,Rabi       ,48549,160395,3.3037755669529756,01
352,UDAIPUR,15376,-0.1981,0.773,0.3705382,0.0838862,0.0070369,0.4129,0.5617,0.3558,0.1671,0.313475,2006,Rabi       ,67990,148568,2.1851448742462125,01
354,UDAIPUR,15375,-0.18,0.7851,0.3944284,0.0929238,0.0086348,0.4471,0.6256,0.3774,0.1504,0.3281,2007,Rabi       ,88904,217207,2.4431634122199224,01
356,UDAIPUR,15380,-0.1291,0.7693,0.36484590000000006,0.0875703,0.007668600000000001,0.4072,0.5642,0.34700000000000003,0.1524,0.3025,2008,Rabi       ,79367,184713,2.327327478675016,01
358,UDAIPUR,15380,-0.1353,0.7929999999999999,0.3481427,0.0813959,0.0066253,0.3872,0.5295,0.3302,0.153,0.2923,2009,Rabi       ,41115,86645,2.107381734160282,01
360,UDAIPUR,15380,-0.1381,0.7811,0.3491322,0.0797101,0.0063537,0.3865,0.5243,0.3308,0.1636,0.2946,2010,Rabi       ,32201,75366,2.340486320300612,01
362,UDAIPUR,15380,-0.1842,0.7613,0.4483724,0.0965255,0.009317200000000001,0.5074,0.7019,0.4374,0.187,0.3777,2011,Rabi       ,55118,131966,2.3942450742044343,01
364,UDAIPUR,15380,-0.1806,0.7151,0.4026294,0.0845369,0.0071465,0.449,0.6051,0.3892,0.1947,0.3448,2012,Rabi       ,71948,201479,2.800341913604269,01
366,UDAIPUR,15379,-0.1954,0.7144,0.3925383,0.0823864,0.0067875,0.4412,0.6013,0.3784,0.1751,0.33445,2013,Rabi       ,72678,178517,2.456272874872726,01
368,UDAIPUR,15380,-0.0868,0.8332,0.44720190000000004,0.09576269999999999,0.0091705,0.5058,0.6977,0.4306,0.1911,0.3775,2014,Rabi       ,70717,200803,2.839529391801123,01
370,UDAIPUR,15380,-0.1712,0.7859999999999999,0.41875790000000007,0.0922692,0.008513600000000001,0.4688,0.6416,0.4012,0.182,0.3536,2015,Rabi       ,76849,193315,2.515517443297896,01
372,UDAIPUR,15376,-0.1796,0.802,0.38440599999999997,0.0892052,0.0079576,0.429125,0.5906,0.3672,0.1648,0.3213,2016,Rabi       ,74822,210840,2.8178877870145143,01
374,UDAIPUR,15375,-0.2,0.8272,0.4399373,0.1007622,0.010153,0.4989,0.6964,0.4226,0.1708,0.3666,2017,Rabi       ,80410,250975,3.1211913941052107,01
376,UDAIPUR,15380,-0.1853,0.8179,0.4340866,0.0997058,0.0099413,0.4941,0.6928,0.4178,0.1755,0.3616,2018,Rabi       ,80937,229859,2.8399743009995433,01
378,UDAIPUR,15380,-0.1227,0.7792,0.38869040000000005,0.08483610000000001,0.007197199999999999,0.4298,0.5774,0.3705,0.1902,0.3314,2019,Rabi       ,74793,217764,2.9115558942681803,01
380,AJMER,10552,0.0281,0.7074,0.2454369,0.061542099999999995,0.0037874000000000002,0.264,0.3478,0.2317,0.1253,0.2081,2001,Rabi       ,34280,41829,1.2202158693115521,01
382,AJMER,10552,0.0519,0.7659,0.2693583,0.0717477,0.0051477,0.293125,0.3969,0.2496,0.1225,0.2239,2002,Rabi       ,41551,75770,1.8235421530167744,01
384,AJMER,10552,0.052000000000000005,0.6592,0.205496,0.043957800000000005,0.0019323,0.221725,0.2861,0.1996,0.1156,0.1788,2003,Rabi       ,11244,23077,2.0523834934187124,01
386,AJMER,10552,0.0331,0.7165,0.24980529999999998,0.0498651,0.0024865,0.2673,0.3394,0.2398,0.1473,0.2192,2004,Rabi       ,21595,42225,1.9553137300301,01
388,AJMER,10545,-0.1881,0.7016,0.26891859999999995,0.080042,0.0064066999999999995,0.2935,0.4062,0.2453,0.1078,0.2183,2005,Rabi       ,25457,52533,2.0635974388183995,01
390,AJMER,10552,-0.0791,0.7225,0.264994,0.06632410000000001,0.0043989,0.2877,0.3823,0.2496,0.1335,0.2245,2006,Rabi       ,23544,31307,1.3297230716955488,01
392,AJMER,10548,-0.133,0.7075,0.2620107,0.0713265,0.0050875,0.2848,0.3862,0.2456,0.1161,0.2171,2007,Rabi       ,30011,84048,2.8005731231881645,01
394,AJMER,10552,0.0302,0.7369,0.2469373,0.060307000000000006,0.0036368999999999998,0.2593,0.3284,0.2323,0.1449,0.213175,2008,Rabi       ,21909,52373,2.3904787986672145,01
396,AJMER,10552,0.0038,0.7307,0.2586396,0.0636337,0.004049199999999999,0.2775,0.3629,0.243,0.1397,0.2204,2009,Rabi       ,16605,37499,2.258295694068052,01
398,AJMER,10552,-0.036000000000000004,0.7388,0.21775509999999998,0.0514947,0.0026517,0.2316,0.2936,0.2091,0.1289,0.1902,2010,Rabi       ,8761,21653,2.4715215158086976,01
400,AJMER,10551,-0.0922,0.7005,0.3290407,0.07009860000000001,0.0049138,0.36135,0.4777,0.3178,0.1692,0.2837,2011,Rabi       ,64322,207905,3.2322533503311464,01
402,AJMER,10552,-0.1081,0.7051,0.329651,0.0789625,0.0062351,0.363825,0.4965,0.3103,0.1475,0.2753,2012,Rabi       ,46550,146725,3.151987110633727,01
404,AJMER,10551,-0.0239,0.7143,0.34291309999999997,0.0817967,0.0066907,0.3835,0.5296,0.3286,0.1405,0.2858,2013,Rabi       ,66027,219014,3.317036969724507,01
406,AJMER,10551,-0.0294,0.7468,0.3972458,0.1004268,0.0100855,0.4615,0.6679999999999999,0.3792,0.1158,0.3232,2014,Rabi       ,56000,193073,3.4477321428571432,01
408,AJMER,10551,-0.1966,0.7228,0.3522815,0.09465789999999999,0.0089601,0.3923,0.5464,0.3302,0.139,0.2894,2015,Rabi       ,62442,131969,2.113465295794497,01
410,AJMER,10552,-0.1295,0.7508,0.3066142,0.0916883,0.008406799999999999,0.3249,0.4335,0.2791,0.1459,0.252475,2016,Rabi       ,42294,116787,2.761313661512271,01
412,AJMER,10545,-0.16399999999999998,0.7697,0.3970261,0.1102952,0.012165,0.4626,0.6814,0.37,0.1014,0.3164,2017,Rabi       ,55466,185014,3.3356290340028125,01
414,AJMER,10552,0.0194,0.7766,0.32049590000000006,0.0820836,0.006737699999999999,0.3471,0.4627,0.2997,0.155,0.27,2018,Rabi       ,40328,128011,3.174246181313232,01
416,AJMER,10552,-0.0206,0.7233,0.32146220000000003,0.0757945,0.0057448,0.3522,0.4726,0.3043,0.1524,0.2719,2019,Rabi       ,34787,120782,3.4720441544255034,01
418,ALWAR,10187,0.1592,0.7829,0.4758188,0.1350652,0.018242599999999998,0.59,0.7829,0.4889,0.1592,0.3549,2001,Rabi       ,202992,724108,3.5671750610861515,01
420,ALWAR,10187,0.1682,0.7298,0.4571151,0.13086489999999998,0.017125599999999998,0.56775,0.7298,0.4774,0.1682,0.32975,2002,Rabi       ,174090,529816,3.0433453960595096,01
422,ALWAR,10187,0.1004,0.7672,0.44713240000000004,0.1522164,0.023169799999999997,0.5804,0.7672,0.4567,0.1004,0.3048,2003,Rabi       ,181459,571450,3.1491962371665223,01
424,ALWAR,10187,0.1229,0.7563,0.5286513,0.1257922,0.0158237,0.6377,0.7563,0.5581,0.1229,0.4246,2004,Rabi       ,188108,648794,3.4490505454313483,01
426,ALWAR,10187,0.2106,0.7849,0.5392913,0.13722789999999999,0.0188315,0.65595,0.7849,0.5785,0.2106,0.4201,2005,Rabi       ,157411,511753,3.2510625051616473,01
428,ALWAR,10187,0.1511,0.7799,0.5060747999999999,0.1336599,0.017865,0.61985,0.7799,0.524,0.1511,0.3886,2006,Rabi       ,159468,492657,3.089378433290692,01
430,ALWAR,10187,0.1713,0.7919,0.5010909,0.14732479999999998,0.021704599999999998,0.62805,0.7919,0.5303,0.1713,0.36015,2007,Rabi       ,180515,641964,3.55629172090962,01
432,ALWAR,10187,0.1783,0.7809,0.48375959999999996,0.14313389999999998,0.0204873,0.6077,0.7809,0.5102,0.1783,0.34585,2008,Rabi       ,191440,669054,3.4948495612202257,01
434,ALWAR,10187,0.1931,0.7945,0.5477831,0.1325672,0.017574,0.6607,0.7945,0.583,0.1931,0.4303,2009,Rabi       ,170172,688076,4.043414897868041,01
436,ALWAR,10187,0.1869,0.7898,0.548981,0.14752,0.0217621,0.67865,0.7898,0.5924,0.1869,0.4142,2010,Rabi       ,192800,722874,3.7493464730290467,01
438,ALWAR,10187,0.2036,0.7793,0.5625609,0.10966860000000002,0.0120272,0.6521,0.7793,0.5907,0.2217,0.47955,2011,Rabi       ,193992,816059,4.206663161367478,01
440,ALWAR,10187,0.1753,0.7785,0.5346346,0.1208501,0.0146047,0.6389,0.7785,0.5557,0.1753,0.4326,2012,Rabi       ,185167,727380,3.9282377529473393,01
442,ALWAR,10187,0.1819,0.7353,0.5169027,0.1023809,0.0104819,0.59675,0.7353,0.529,0.2126,0.44299999999999995,2013,Rabi       ,204967,837412,4.085594266394104,01
444,ALWAR,10187,0.1771,0.8129,0.5738890999999999,0.1183521,0.014007200000000001,0.6729999999999999,0.8129,0.6027,0.2043,0.48465,2014,Rabi       ,208206,825344,3.964074042054504,01
446,ALWAR,10187,0.1771,0.8074,0.5459137,0.1327897,0.0176331,0.66115,0.8074,0.5755,0.1771,0.4299,2015,Rabi       ,219063,757957,3.459995526401081,01
448,ALWAR,10187,0.1492,0.7876,0.5290451999999999,0.14659389999999997,0.0214898,0.6595,0.7876,0.5632,0.1492,0.39095,2016,Rabi       ,213011,776427,3.645008943200117,01
450,ALWAR,10187,0.1769,0.7969,0.5690732,0.1329305,0.017670500000000002,0.688,0.7969,0.5974,0.1769,0.4569,2017,Rabi       ,215678,941457,4.365104461280241,01
452,ALWAR,10187,0.1685,0.8178,0.5257082,0.16180550000000002,0.026181,0.672,0.8178,0.557,0.1685,0.3647,2018,Rabi       ,203829,875183,4.293711885943609,01
454,ALWAR,10187,0.1697,0.8218,0.5549294,0.14037349999999998,0.0197047,0.67715,0.8218,0.5934,0.1697,0.42225,2019,Rabi       ,192419,883624,4.592186842255702,01
456,BANSWARA,6154,-0.1951,0.7382,0.2936237,0.0957339,0.009165000000000001,0.318675,0.4425,0.2677,0.1114,0.2353,2001,Rabi       ,35623,49590,1.3920781517558878,01
458,BANSWARA,6149,-0.1771,0.8440000000000001,0.32424169999999997,0.1372659,0.0188419,0.3665,0.5621,0.2781,0.0577,0.2359,2002,Rabi       ,55509,111895,2.0157992397629214,01
460,BANSWARA,6154,-0.1882,0.8212,0.3208152,0.1252577,0.015689500000000002,0.348,0.506,0.2812,0.095,0.2425,2003,Rabi       ,49390,73141,1.4808868191941689,01
462,BANSWARA,6134,-0.1992,0.8607,0.38605079999999997,0.1400277,0.0196078,0.4444,0.6648,0.35465,0.0803,0.2974,2004,Rabi       ,69513,140615,2.0228590335620678,01
464,BANSWARA,6120,-0.1936,0.8373,0.37911890000000004,0.1361764,0.018544,0.45035,0.6922,0.35455,0.0474,0.288775,2005,Rabi       ,77545,160663,2.071867947643304,01
466,BANSWARA,6129,-0.1756,0.8215,0.3875938,0.1392335,0.019386,0.4597,0.7091,0.35700000000000004,0.0525,0.2933,2006,Rabi       ,82190,162053,1.9716875532303202,01
468,BANSWARA,6131,-0.1892,0.845,0.4026342,0.1365246,0.018639,0.4842,0.7502,0.3829,0.0525,0.30685,2007,Rabi       ,85835,160011,1.8641696277742181,01
470,BANSWARA,6121,-0.1886,0.8514,0.3993212,0.1363624,0.0185947,0.4831,0.7491,0.3814,0.0531,0.3052,2008,Rabi       ,90801,183398,2.01977951784672,01
472,BANSWARA,6144,-0.1934,0.8484,0.38491329999999996,0.14785379999999998,0.0218608,0.461875,0.7342,0.3422,0.0138,0.280275,2009,Rabi       ,76116,118511,1.5569788217983078,01
474,BANSWARA,6143,-0.1984,0.8742,0.44209790000000004,0.1601769,0.025656599999999998,0.5497,0.8742,0.4123,-0.0205,0.3202,2010,Rabi       ,80466,161762,2.010314915616534,01
476,BANSWARA,6142,-0.1869,0.8494,0.4320059,0.1416976,0.0200782,0.5229,0.8056,0.40575,0.0493,0.332,2011,Rabi       ,86052,176322,2.0490168735183376,01
478,BANSWARA,6137,-0.1886,0.8473,0.4211727,0.1359796,0.0184905,0.5084,0.7829,0.4027,0.0584,0.3243,2012,Rabi       ,87177,203751,2.337210502770226,01
480,BANSWARA,6122,-0.1988,0.8201,0.41184040000000005,0.13059010000000001,0.017053799999999997,0.4951,0.7604,0.39695,0.0539,0.3181,2013,Rabi       ,87975,186789,2.123205456095482,01
482,BANSWARA,6131,-0.1995,0.8541,0.48792060000000004,0.13677279999999997,0.0187068,0.5821,0.8541,0.4835,0.1215,0.3921,2014,Rabi       ,89620,202260,2.2568623075206427,01
484,BANSWARA,6131,-0.18600000000000003,0.833,0.4401959,0.13621470000000002,0.018554400000000002,0.5362,0.8263,0.4265,0.0488,0.34095,2015,Rabi       ,88181,195462,2.216599947834568,01
486,BANSWARA,6139,-0.1806,0.8654,0.4011976,0.1533979,0.023530900000000004,0.49025,0.7884,0.3651,-0.0071,0.2913,2016,Rabi       ,84533,170917,2.0218967740409077,01
488,BANSWARA,6131,-0.1966,0.8582,0.47076260000000003,0.1434775,0.0205858,0.5643,0.8571,0.4549,0.0755,0.3684,2017,Rabi       ,82693,168950,2.0430991740534266,01
490,BANSWARA,6156,-0.1961,0.8957,0.4832116,0.1494172,0.022325499999999998,0.587725,0.8957,0.4735,0.0537,0.373275,2018,Rabi       ,87368,205912,2.3568354546286967,01
492,BANSWARA,6156,-0.1977,0.8703,0.4595724,0.1357609,0.018431,0.54445,0.8077,0.45095,0.1088,0.368075,2019,Rabi       ,101344,259066,2.5563032838648563,01
494,BARAN,8381,-0.0164,0.8395,0.42247219999999996,0.1361908,0.018547900000000003,0.5291,0.8395,0.3932,-0.0164,0.3053,2001,Rabi       ,89194,186595,2.0920129156669733,01
496,BARAN,8381,0.1461,0.7819,0.4267826,0.144671,0.0209297,0.5583,0.7819,0.3976,0.1461,0.2943,2002,Rabi       ,67650,211353,3.1242128603104216,01
498,BARAN,8381,-0.057,0.7402,0.32489840000000003,0.10681389999999999,0.011409200000000001,0.3788,0.5785,0.2909,0.0733,0.2454,2003,Rabi       ,39064,121097,3.0999641613762035,01
500,BARAN,8381,-0.1203,0.8032,0.4597031,0.1532323,0.0234801,0.602,0.8032,0.434,0.0894,0.3187,2004,Rabi       ,55314,132471,2.394890986007159,01
502,BARAN,8381,-0.1503,0.8427,0.4912666,0.1687526,0.0284774,0.654,0.8427,0.4819,-0.1503,0.3298,2005,Rabi       ,55154,156111,2.8304565398701818,01
504,BARAN,8380,-0.0571,0.816,0.4585188,0.156127,0.024375599999999997,0.6045,0.816,0.43795,-0.0571,0.311575,2006,Rabi       ,65062,199521,3.0666287541114627,01
506,BARAN,8380,-0.0202,0.8287,0.4691392,0.17115479999999997,0.029294,0.62665,0.8287,0.44855,-0.0202,0.3056,2007,Rabi       ,85963,311235,3.620569314705164,01
508,BARAN,8381,0.1604,0.8215,0.4541799,0.16685940000000002,0.027842099999999998,0.6069,0.8215,0.4249,0.1604,0.2958,2008,Rabi       ,106699,350036,3.280593070225588,01
510,BARAN,8381,-0.1846,0.8420000000000001,0.5137427,0.16583520000000002,0.0275013,0.6709999999999999,0.8420000000000001,0.5208,-0.0749,0.3532,2009,Rabi       ,95802,346163,3.61331704974844,01
512,BARAN,8381,0.1605,0.8539,0.5197111,0.1716248,0.029455099999999998,0.6822,0.8539,0.5315,0.1605,0.354,2010,Rabi       ,105609,397171,3.760768495109319,01
514,BARAN,8381,0.1373,0.8779,0.4936652,0.1586094,0.025156900000000003,0.6349,0.8779,0.5002,0.1373,0.3432,2011,Rabi       ,147930,514045,3.4749205705401205,01
516,BARAN,8381,-0.1631,0.8579,0.5068357,0.1510318,0.0228106,0.6374,0.8579,0.5174,0.0266,0.3655,2012,Rabi       ,142589,543296,3.8102237900539313,01
518,BARAN,8381,-0.1554,0.8676,0.5122764,0.15943,0.0254179,0.6563,0.8676,0.5193,-0.0266,0.3584,2013,Rabi       ,167037,730536,4.37349808725013,01
520,BARAN,8381,-0.1918,0.8948,0.5869922,0.1761231,0.0310193,0.7471,0.8948,0.6292,-0.057999999999999996,0.4208,2014,Rabi       ,162852,551485,3.3864183430353942,01
522,BARAN,8381,-0.0908,0.8759999999999999,0.5803706999999999,0.1684555,0.028377199999999998,0.7273,0.8759999999999999,0.6185,0.13699999999999998,0.4345,2015,Rabi       ,174319,667888,3.8314125253127886,01
524,BARAN,8380,-0.0829,0.8607,0.5235079,0.17099370000000003,0.0292389,0.681425,0.8607,0.54295,-0.0829,0.3572,2016,Rabi       ,159434,670807,4.2074275248692246,01
526,BARAN,8381,-0.0338,0.8690000000000001,0.550902,0.1702219,0.0289755,0.7041,0.8690000000000001,0.5739,-0.0338,0.3885,2017,Rabi       ,163267,740053,4.5327775974324265,01
528,BARAN,8381,0.0883,0.8567,0.5080666,0.1748112,0.0305589,0.6705,0.8567,0.5179,0.0883,0.3395,2018,Rabi       ,115747,535052,4.622599289830406,01
530,BARAN,8381,-0.0515,0.8777,0.5664766,0.1704341,0.029047800000000002,0.7231,0.8777,0.6037,-0.0515,0.4059,2019,Rabi       ,145939,724978,4.967678276540198,01
532,BARMER,33745,0.0576,0.6984,0.1327909,0.036317199999999994,0.0013189,0.1422,0.1852,0.1251,0.0707,0.1135,2001,Rabi       ,15363,36898,2.40174445095359,01
534,BARMER,33745,0.0536,0.624,0.14854170000000003,0.0335953,0.0011286,0.16,0.2054,0.1435,0.0844,0.1297,2002,Rabi       ,12344,34477,2.7930168502916395,01
536,BARMER,33745,0.0478,0.6532,0.1088461,0.0381524,0.0014555999999999998,0.1188,0.1641,0.0991,0.0478,0.0886,2003,Rabi       ,15840,42911,2.7090277777777776,01
538,BARMER,33745,0.0568,0.7078,0.1861824,0.0435074,0.0018929000000000003,0.2047,0.2738,0.1751,0.0897,0.1586,2004,Rabi       ,13124,20140,1.5345931118561411,01
540,BARMER,33745,0.0583,0.6819,0.1361067,0.04401769999999999,0.0019375999999999998,0.146,0.1974,0.1277,0.0612,0.1117,2005,Rabi       ,12389,23465,1.89401888772298,01
542,BARMER,33745,0.0594,0.7158,0.1278613,0.0456376,0.0020828,0.1415,0.2009,0.1165,0.0594,0.1019,2006,Rabi       ,12158,10900,0.8965290343806547,01
544,BARMER,33743,-0.1733,0.6961,0.1789741,0.051523900000000004,0.0026547,0.2001,0.2794,0.1686,0.0691,0.1472,2007,Rabi       ,18400,29406,1.5981521739130435,01
546,BARMER,33745,0.0573,0.6388,0.15384270000000003,0.042680699999999995,0.0018215999999999998,0.1622,0.2081,0.1455,0.0859,0.1316,2008,Rabi       ,13813,22050,1.5963223050749291,01
548,BARMER,33745,0.0588,0.6896,0.1477935,0.049665,0.0024666,0.1587,0.2155,0.1375,0.064,0.1208,2009,Rabi       ,11467,9986,0.8708467777099503,01
550,BARMER,33745,0.0345,0.7527,0.1397547,0.0463272,0.0021462,0.1478,0.1965,0.1295,0.0669,0.1153,2010,Rabi       ,15200,23127,1.5215131578947367,01
552,BARMER,33743,-0.12,0.6974,0.19084020000000002,0.0503032,0.0025304000000000004,0.207,0.2751,0.1795,0.0965,0.1616,2011,Rabi       ,16732,24526,1.4658140090843892,01
554,BARMER,33745,-0.128,0.648,0.1981086,0.0340496,0.0011594,0.2104,0.2573,0.1932,0.1323,0.1791,2012,Rabi       ,11659,14405,1.2355262029333562,01
556,BARMER,33745,-0.0903,0.6285,0.1848553,0.0400081,0.0016006,0.1948,0.2414,0.1774,0.1175,0.1637,2013,Rabi       ,12613,17137,1.358677554903671,01
558,BARMER,33745,0.0644,0.6509999999999999,0.1876859,0.051771500000000005,0.0026803,0.2076,0.28300000000000003,0.1824,0.0821,0.1573,2014,Rabi       ,14020,20346,1.4512125534950069,01
560,BARMER,33745,0.0552,0.633,0.1693549,0.057234,0.0032757,0.1933,0.2887,0.1634,0.0552,0.1297,2015,Rabi       ,13525,14091,1.0418484288354901,01
562,BARMER,33745,-0.1059,0.6356,0.1830726,0.0472289,0.0022305999999999997,0.1942,0.2491,0.1742,0.1028,0.1576,2016,Rabi       ,14642,20510,1.4007649228247507,01
564,BARMER,33745,-0.0731,0.6543,0.1856443,0.0554788,0.0030779,0.2009,0.2739,0.1713,0.0817,0.1522,2017,Rabi       ,17612,21638,1.2285941403588465,01
566,BARMER,33745,-0.1888,0.6899,0.19359520000000002,0.0564259,0.0031839000000000004,0.2141,0.2975,0.1798,0.0783,0.1585,2018,Rabi       ,14541,21974,1.5111752974348394,01
568,BARMER,33745,0.0026,0.6035,0.1549085,0.0454582,0.0020664999999999998,0.1713,0.2404,0.1482,0.0616,0.1252,2019,Rabi       ,16188,27939,1.7259080800593032,01
570,BHARATPUR,6305,0.1802,0.7998,0.5154544,0.1258525,0.0158389,0.6079,0.7998,0.5384,0.198,0.4437,2001,Rabi       ,171639,605340,3.5268208274343245,01
572,BHARATPUR,6305,0.1983,0.7625,0.5291861999999999,0.11880719999999999,0.014115200000000001,0.6168,0.7625,0.5607,0.2476,0.4691,2002,Rabi       ,139114,473505,3.4037192518366237,01
574,BHARATPUR,6305,0.1843,0.7922,0.5544878000000001,0.1343829,0.0180588,0.6541,0.7922,0.5894,0.2489,0.4919,2003,Rabi       ,143611,472145,3.287665986588771,01
576,BHARATPUR,6305,0.1985,0.8017,0.6006713,0.1273787,0.016225299999999998,0.6855,0.8017,0.6427,0.3813,0.5637,2004,Rabi       ,142184,535114,3.7635317616609454,01
578,BHARATPUR,6305,0.1873,0.8002,0.6060028000000001,0.12642609999999999,0.0159836,0.6867,0.8002,0.6532,0.4119,0.5767,2005,Rabi       ,111319,324549,2.9154861254592657,01
580,BHARATPUR,6305,0.1894,0.8092,0.5774269000000001,0.1335986,0.0178486,0.6768,0.8092,0.6177,0.2738,0.5156,2006,Rabi       ,119191,446796,3.7485716203404618,01
