,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Month
641,12645,-0.0423,0.6218,0.2508416,0.0844508,0.0071319,0.2974,0.4602,0.2295,0.0271,0.1885,BHILWARA,2017,Rabi       ,139795,503063,3.5985764869988195,02
643,12647,-0.012,0.5438,0.21492840000000002,0.0628118,0.0039453000000000005,0.2361,0.3289,0.198,0.0815,0.1742,BHILWARA,2018,Rabi       ,102802,341133,3.3183498375517986,02
645,12647,0.040999999999999995,0.6224,0.2400022,0.0682576,0.0046591,0.2665,0.3736,0.2223,0.0976,0.1951,BHILWARA,2019,Rabi       ,91237,340531,3.732378311430669,02
647,32177,-0.0479,0.451,0.0829839,0.0249385,0.0006219,0.086,0.1074,0.0774,0.0503,0.0717,BIKANER,2001,Rabi       ,44656,49099,1.0994939089931923,02
649,32177,0.0497,0.413,0.09094160000000001,0.0301815,0.0009109,0.0939,0.1197,0.0831,0.0511,0.0767,BIKANER,2002,Rabi       ,44077,77209,1.7516845520339406,02
651,32177,0.0277,0.428,0.0793322,0.0316672,0.0010027999999999999,0.0819,0.1101,0.0693,0.0406,0.0631,BIKANER,2003,Rabi       ,30794,50307,1.6336624017665782,02
653,32177,0.033,0.4535,0.08871760000000001,0.033977600000000004,0.0011545,0.0924,0.1228,0.0803,0.0485,0.0721,BIKANER,2004,Rabi       ,35986,83088,2.3088979047407325,02
655,32177,0.0417,0.408,0.07998330000000001,0.0377294,0.0014234999999999999,0.0837,0.1197,0.0683,0.0417,0.0597,BIKANER,2005,Rabi       ,34880,73466,2.10625,02
657,32177,0.0461,0.3972,0.0889013,0.038081699999999996,0.0014502,0.0934,0.1312,0.0767,0.0461,0.0682,BIKANER,2006,Rabi       ,50162,93503,1.8640205733423707,02
659,32177,0.0376,0.5189,0.0900554,0.053897,0.0029048999999999998,0.094,0.1421,0.0695,0.0376,0.0619,BIKANER,2007,Rabi       ,52898,138027,2.6093046996105707,02
661,32177,0.0442,0.4227,0.08650110000000001,0.036016900000000004,0.0012972,0.0905,0.1254,0.0742,0.0442,0.0672,BIKANER,2008,Rabi       ,51684,72545,1.4036258803498178,02
663,32177,0.0506,0.5112,0.0945195,0.0475086,0.0022570999999999997,0.0994,0.1448,0.0766,0.0506,0.0691,BIKANER,2009,Rabi       ,58932,141123,2.394675218896355,02
665,32177,0.0447,0.4618,0.082397,0.0419517,0.0017599,0.0827,0.1128,0.0693,0.0447,0.0626,BIKANER,2010,Rabi       ,55947,98721,1.7645450158185425,02
667,32177,0.0273,0.5471,0.1051408,0.0556798,0.0031002,0.1086,0.1581,0.0866,0.0273,0.0756,BIKANER,2011,Rabi       ,79123,233437,2.9503052209850487,02
669,32177,0.0211,0.4665,0.1118701,0.0483455,0.0023373,0.1149,0.1573,0.0961,0.055999999999999994,0.0866,BIKANER,2012,Rabi       ,84175,209882,2.4934006534006534,02
671,32177,0.0357,0.5143,0.10897930000000002,0.0607552,0.0036912,0.1162,0.1799,0.0889,0.0357,0.0737,BIKANER,2013,Rabi       ,94731,230363,2.4317594029409597,02
673,32177,0.0332,0.5368,0.113239,0.063538,0.0040371,0.1198,0.1832,0.0897,0.0332,0.0775,BIKANER,2014,Rabi       ,116365,287266,2.4686632578524472,02
675,32177,0.0464,0.5295,0.1102297,0.060232299999999996,0.0036279000000000003,0.1186,0.1838,0.0876,0.0464,0.0751,BIKANER,2015,Rabi       ,120347,242416,2.0143086242282733,02
677,32177,0.0538,0.5031,0.12116569999999999,0.060444399999999995,0.0036534999999999996,0.1298,0.1953,0.0967,0.0538,0.0861,BIKANER,2016,Rabi       ,114460,282005,2.4637864756246723,02
679,32177,0.0514,0.4989,0.11842899999999999,0.0654849,0.0042883,0.129,0.2034,0.0924,0.0514,0.0794,BIKANER,2017,Rabi       ,113183,282654,2.4973185018951614,02
681,32177,0.0402,0.4742,0.11379569999999999,0.0609024,0.0037091,0.1256,0.2003,0.0911,0.0402,0.0758,BIKANER,2018,Rabi       ,108299,271413,2.506145024423125,02
683,32177,0.0499,0.5627,0.1230549,0.0703653,0.0049513000000000005,0.1371,0.2242,0.0967,0.0499,0.079,BIKANER,2019,Rabi       ,105603,287989,2.7270910864274693,02
685,6811,0.013000000000000001,0.5924,0.2333564,0.1086518,0.0118052,0.3025,0.5369,0.1932,0.013000000000000001,0.1462,BUNDI,2001,Rabi       ,103745,259176,2.498202323003518,02
687,6811,-0.0365,0.654,0.2694154,0.13614379999999998,0.0185351,0.36725,0.654,0.2177,-0.0365,0.15915,BUNDI,2002,Rabi       ,105005,307114,2.9247559640017142,02
689,6811,-0.0236,0.6409,0.19905060000000002,0.114301,0.013064700000000002,0.23095,0.3935,0.1498,-0.0236,0.1225,BUNDI,2003,Rabi       ,65862,161579,2.4532962861741217,02
691,6811,0.0502,0.6542,0.2604357,0.1329746,0.0176822,0.34485,0.6282,0.2067,0.0502,0.1555,BUNDI,2004,Rabi       ,102994,264088,2.564110530710527,02
693,6811,-0.0538,0.6467,0.2736533,0.1251513,0.015662799999999998,0.37005,0.6467,0.2428,-0.0538,0.1645,BUNDI,2005,Rabi       ,81202,266007,3.2758675894682403,02
695,6811,0.0568,0.6334,0.2641225,0.1287993,0.0165892,0.3472,0.6294,0.2177,0.0568,0.1587,BUNDI,2006,Rabi       ,94861,287769,3.03358598370247,02
697,6811,0.0396,0.639,0.2680078,0.1271235,0.0161604,0.3586,0.639,0.2181,0.0396,0.1653,BUNDI,2007,Rabi       ,111575,405515,3.634461124803944,02
699,6811,-0.0155,0.6579,0.28029240000000005,0.1354164,0.0183376,0.38615,0.6579,0.2398,-0.0155,0.1635,BUNDI,2008,Rabi       ,129893,458279,3.5281269968358573,02
701,6811,0.0686,0.6249,0.2757739,0.1354973,0.0183595,0.37555,0.6249,0.2267,0.0686,0.16115,BUNDI,2009,Rabi       ,117809,429814,3.6483969815548902,02
703,6811,-0.0143,0.6393,0.25345700000000004,0.14313520000000002,0.0204877,0.3392,0.6371,0.1967,-0.0143,0.1405,BUNDI,2010,Rabi       ,107862,366088,3.3940405332739982,02
705,6811,-0.0483,0.7135,0.3380571,0.1600695,0.025622199999999998,0.4719,0.7135,0.3142,-0.0483,0.19115,BUNDI,2011,Rabi       ,150244,570970,3.8002848699448895,02
707,6809,-0.0517,0.6655,0.3077281,0.1346935,0.0181423,0.4144,0.6655,0.2755,-0.0517,0.192,BUNDI,2012,Rabi       ,155833,707009,4.536965854472416,02
709,6811,-0.0629,0.7097,0.3430732,0.1581993,0.025027,0.46065,0.7097,0.3062,-0.0629,0.20565,BUNDI,2013,Rabi       ,154109,678060,4.399872817291658,02
711,6806,-0.0157,0.7539,0.38234159999999995,0.17430120000000002,0.030380900000000002,0.522375,0.7539,0.3742,-0.0157,0.2202,BUNDI,2014,Rabi       ,160285,607915,3.7927129800043673,02
713,6811,-0.0428,0.6990000000000001,0.34924720000000004,0.1564497,0.024476499999999998,0.4839,0.6990000000000001,0.3339,-0.0428,0.2104,BUNDI,2015,Rabi       ,172991,368763,2.13168893179414,02
715,6811,-0.0021,0.6844,0.3296952,0.1495807,0.022374400000000003,0.45445,0.6844,0.3016,-0.0021,0.1938,BUNDI,2016,Rabi       ,154914,646200,4.171346682675549,02
717,6811,-0.0315,0.6872,0.34375859999999997,0.1526467,0.023301,0.46955,0.6872,0.3232,-0.0315,0.2067,BUNDI,2017,Rabi       ,162248,705978,4.351227750110941,02
719,6811,0.0775,0.6826,0.30611550000000004,0.1505309,0.0226595,0.4289,0.6826,0.2604,0.0775,0.1761,BUNDI,2018,Rabi       ,146747,605429,4.125665260618615,02
721,6811,0.0884,0.7376,0.3710974,0.16386779999999998,0.0268527,0.5186,0.7376,0.34299999999999997,0.0884,0.221,BUNDI,2019,Rabi       ,147557,658540,4.462953299402941,02
723,20462,0.0531,0.4657,0.0934385,0.0333312,0.001111,0.0945,0.1173,0.0857,0.0643,0.0793,CHURU,2001,Rabi       ,17615,42306,2.4017030939540165,02
725,20462,0.0584,0.513,0.10155510000000001,0.0352952,0.0012458,0.102,0.1234,0.0947,0.0689,0.0877,CHURU,2002,Rabi       ,11001,30726,2.7930188164712297,02
727,20462,0.0448,0.5266,0.0875265,0.0408364,0.0016675999999999998,0.0855,0.1044,0.0783,0.0545,0.0729,CHURU,2003,Rabi       ,12191,33026,2.7090476581084406,02
729,20462,0.067,0.5055,0.10005449999999999,0.042604699999999995,0.0018152,0.0993,0.1246,0.0888,0.067,0.0824,CHURU,2004,Rabi       ,11469,32044,2.7939663440578952,02
731,20462,0.0501,0.4725,0.10345539999999999,0.05222759999999999,0.0027276999999999996,0.11199999999999999,0.1699,0.0856,0.0501,0.0734,CHURU,2005,Rabi       ,13071,37107,2.8388799632774844,02
733,20462,0.0524,0.4376,0.1039809,0.0372279,0.0013859000000000002,0.1079,0.1415,0.0933,0.0524,0.0855,CHURU,2006,Rabi       ,16077,44397,2.7615226721403245,02
735,20462,0.0521,0.5543,0.1047548,0.056274,0.0031668000000000004,0.1108,0.1667,0.0843,0.0521,0.0735,CHURU,2007,Rabi       ,15743,26817,1.7034237438861717,02
737,20462,0.0673,0.466,0.10521849999999999,0.039833099999999996,0.0015867000000000001,0.1108,0.1514,0.0948,0.0673,0.0837,CHURU,2008,Rabi       ,17651,22633,1.2822502974335732,02
739,20462,0.0625,0.5361,0.1176498,0.058982900000000005,0.003479,0.1298,0.19699999999999998,0.0934,0.0625,0.085,CHURU,2009,Rabi       ,17325,27853,1.6076767676767676,02
741,20462,0.0476,0.4856,0.1068005,0.0598715,0.0035846,0.1018,0.1376,0.0847,0.0476,0.0779,CHURU,2010,Rabi       ,22674,42534,1.8758930934109552,02
743,20462,0.0614,0.5865,0.13697879999999998,0.0674904,0.004555,0.1636,0.2725,0.1103,0.0614,0.0909,CHURU,2011,Rabi       ,27504,64769,2.3548938336242,02
745,20462,0.0634,0.5024,0.135805,0.0497387,0.0024739000000000002,0.142,0.1942,0.1195,0.0634,0.1072,CHURU,2012,Rabi       ,24469,26110,1.0670644488945196,02
747,20462,0.0658,0.5913,0.12978510000000001,0.0743038,0.0055211,0.138,0.2158,0.0969,0.0658,0.0861,CHURU,2013,Rabi       ,29668,62135,2.094344074423621,02
749,20462,0.0659,0.6068,0.14222200000000002,0.08166110000000001,0.0066685,0.1612,0.2675,0.1062,0.0659,0.0903,CHURU,2014,Rabi       ,33368,69914,2.0952409494126107,02
751,20462,0.0663,0.5402,0.137227,0.07776720000000001,0.0060477,0.1557,0.2574,0.1026,0.0663,0.0879,CHURU,2015,Rabi       ,32072,51944,1.6196058867548018,02
753,20462,0.0739,0.5379,0.1390961,0.07133889999999998,0.0050891999999999995,0.158,0.2532,0.1044,0.0739,0.0945,CHURU,2016,Rabi       ,32861,74161,2.2568089832932654,02
755,20462,0.0634,0.5547,0.14764829999999998,0.0840825,0.0070699,0.173675,0.2954,0.1066,0.0634,0.0925,CHURU,2017,Rabi       ,35143,71736,2.0412599948780694,02
757,20462,0.0622,0.5976,0.1436376,0.0772568,0.005968600000000001,0.1647,0.2685,0.1087,0.0622,0.0955,CHURU,2018,Rabi       ,33489,73283,2.188270775478516,02
759,20462,0.067,0.6065,0.1461222,0.0837701,0.007017399999999999,0.1713,0.29100000000000004,0.1088,0.067,0.0915,CHURU,2019,Rabi       ,33554,77768,2.3176968468736963,02
761,4495,0.1168,0.5888,0.29540609999999995,0.10348399999999999,0.0107089,0.37235,0.5888,0.2859,0.1168,0.20975,DAUSA,2001,Rabi       ,95200,270712,2.8436134453781516,02
763,4495,0.1156,0.6058,0.3157256,0.1137267,0.012933799999999999,0.4085,0.6058,0.3103,0.1156,0.21585,DAUSA,2002,Rabi       ,87432,291645,3.335678012626956,02
765,4495,0.0854,0.6387,0.2896158,0.12908889999999998,0.016663900000000002,0.3864,0.6387,0.2767,0.0854,0.17075,DAUSA,2003,Rabi       ,82714,264936,3.2030369707667385,02
767,4495,0.1131,0.5589,0.311601,0.0994114,0.0098826,0.3925,0.5589,0.3103,0.1131,0.2278,DAUSA,2004,Rabi       ,89144,281950,3.1628600915372878,02
769,4495,0.1235,0.5811,0.3232355,0.1011173,0.010224700000000001,0.40275,0.5811,0.3182,0.1235,0.24225,DAUSA,2005,Rabi       ,78802,196430,2.492703230882465,02
771,4495,0.1218,0.5349,0.294464,0.0946115,0.008951299999999999,0.3715,0.5349,0.2875,0.1218,0.2126,DAUSA,2006,Rabi       ,73006,249518,3.4177738815987726,02
773,4495,0.1117,0.5928,0.29650040000000005,0.118522,0.0140475,0.39299999999999996,0.5928,0.285,0.1117,0.1883,DAUSA,2007,Rabi       ,75948,196390,2.585848211934481,02
775,4495,0.1187,0.6225,0.3014752,0.12001210000000001,0.0144029,0.3928,0.6225,0.2849,0.1187,0.1942,DAUSA,2008,Rabi       ,77470,223996,2.8913902155673163,02
777,4495,0.1336,0.5715,0.3008901,0.0913308,0.0083413,0.3746,0.5715,0.2938,0.1336,0.221,DAUSA,2009,Rabi       ,77365,245789,3.177005105667938,02
779,4495,0.1088,0.5878,0.3043316,0.10768889999999999,0.0115969,0.39385,0.5878,0.2985,0.1088,0.2093,DAUSA,2010,Rabi       ,83956,291788,3.4754871599409216,02
781,4495,0.1452,0.6714,0.3946945,0.11806969999999999,0.0139405,0.48945,0.6714,0.3933,0.1452,0.3047,DAUSA,2011,Rabi       ,94455,335173,3.5484939918479705,02
783,4495,0.1269,0.552,0.3045752,0.0917875,0.008425,0.37115,0.552,0.2946,0.1269,0.2302,DAUSA,2012,Rabi       ,87883,331343,3.7702741144476177,02
785,4495,0.1357,0.6484,0.3642269,0.10997249999999999,0.012094,0.44945,0.6484,0.3584,0.1357,0.27395,DAUSA,2013,Rabi       ,91312,338857,3.7109799369195726,02
787,4495,0.1441,0.6498,0.39399120000000004,0.107776,0.011615700000000001,0.4798,0.6498,0.4062,0.1441,0.3177,DAUSA,2014,Rabi       ,95716,355461,3.713705127669355,02
789,4495,0.1292,0.6214,0.35350490000000007,0.11154660000000001,0.0124426,0.4457,0.6214,0.3536,0.1292,0.2606,DAUSA,2015,Rabi       ,103644,373078,3.5996102041603955,02
791,4495,0.1102,0.5802,0.31279559999999995,0.11931760000000001,0.014236700000000001,0.41100000000000003,0.5802,0.306,0.1102,0.2046,DAUSA,2016,Rabi       ,99613,379886,3.8136187043859735,02
793,4495,0.0807,0.5995,0.33194359999999995,0.1019023,0.0103841,0.4162,0.5995,0.32899999999999996,0.0807,0.24405,DAUSA,2017,Rabi       ,102485,418634,4.0848319266234085,02
795,4495,0.1166,0.6287,0.30013979999999996,0.1198374,0.014361,0.39895,0.6287,0.2793,0.1166,0.19125,DAUSA,2018,Rabi       ,90546,390089,4.3081858944624845,02
797,4495,0.1286,0.6793,0.3533693,0.12680419999999998,0.0160793,0.46055,0.6793,0.3509,0.1286,0.2345,DAUSA,2019,Rabi       ,85773,371052,4.325976705956419,02
799,4643,0.0502,0.3714,0.1488789,0.028899599999999998,0.0008352,0.1579,0.1963,0.1433,0.0943,0.1322,DUNGARPUR,2001,Rabi       ,10107,26750,2.6466805184525577,02
801,4643,-0.0069,0.3932,0.1696872,0.0417955,0.0017469,0.183,0.2436,0.1583,0.0869,0.1425,DUNGARPUR,2002,Rabi       ,23541,71315,3.029395522705068,02
803,4643,0.0462,0.3686,0.1359683,0.031839799999999994,0.0010138,0.1448,0.1856,0.1287,0.0766,0.11745,DUNGARPUR,2003,Rabi       ,9536,17633,1.8490981543624159,02
805,4641,-0.0306,0.4011,0.1866192,0.0472632,0.0022338,0.20600000000000002,0.27699999999999997,0.1775,0.0875,0.1585,DUNGARPUR,2004,Rabi       ,33573,72447,2.1578947368421053,02
807,4643,-0.0256,0.3933,0.1900898,0.050161800000000006,0.0025161999999999997,0.2139,0.2976,0.1797,0.0753,0.15805,DUNGARPUR,2005,Rabi       ,37821,80873,2.138309404828006,02
809,4643,-0.0112,0.3987,0.1808016,0.040137,0.001611,0.1982,0.262,0.1741,0.09300000000000001,0.15565,DUNGARPUR,2006,Rabi       ,35622,57414,1.6117567795182752,02
811,4643,-0.0168,0.461,0.2053591,0.0468351,0.0021934999999999997,0.2312,0.3145,0.1992,0.0933,0.1756,DUNGARPUR,2007,Rabi       ,40855,71327,1.7458573002080529,02
813,4643,-0.0141,0.424,0.2055279,0.048299800000000004,0.0023329,0.2304,0.3164,0.1972,0.0891,0.17300000000000001,DUNGARPUR,2008,Rabi       ,41492,76137,1.8349802371541504,02
815,4643,0.0185,0.4786,0.15502950000000001,0.0346238,0.0011987999999999999,0.16785,0.2178,0.1474,0.0858,0.1342,DUNGARPUR,2009,Rabi       ,18296,24530,1.340730214254482,02
817,4643,0.0149,0.4294,0.19560929999999999,0.0482227,0.0023254,0.2201,0.3055,0.1855,0.0808,0.163,DUNGARPUR,2010,Rabi       ,36010,64072,1.7792835323521243,02
819,4643,0.0226,0.489,0.2162154,0.055413800000000006,0.0030706999999999996,0.245,0.3462,0.2036,0.0793,0.1773,DUNGARPUR,2011,Rabi       ,37334,58101,1.556248995553651,02
821,4643,-0.0122,0.5451,0.2282866,0.0515605,0.0026585000000000003,0.25575,0.3466,0.2203,0.1041,0.1948,DUNGARPUR,2012,Rabi       ,45085,90785,2.0136409005212377,02
823,4643,-0.0261,0.4779,0.2366291,0.0540063,0.0029167,0.26795,0.3673,0.2279,0.10400000000000001,0.2011,DUNGARPUR,2013,Rabi       ,45749,78533,1.7166058274497804,02
825,4643,-0.0252,0.5215,0.26560259999999997,0.0709343,0.0050317,0.3125,0.4614,0.257,0.0641,0.2129,DUNGARPUR,2014,Rabi       ,47474,90477,1.9058221342208368,02
827,4643,-0.0016,0.4471,0.21727649999999998,0.0545096,0.0029713,0.24600000000000002,0.3447,0.2047,0.0831,0.1802,DUNGARPUR,2015,Rabi       ,46208,86772,1.8778566481994459,02
829,4643,0.0342,0.5249,0.21711060000000001,0.0533811,0.0028495,0.24105,0.3295,0.2034,0.0934,0.1818,DUNGARPUR,2016,Rabi       ,43949,79296,1.8042731347698469,02
831,4643,-0.0195,0.4829,0.2285927,0.055462300000000006,0.0030761,0.25865,0.3584,0.2167,0.0933,0.1919,DUNGARPUR,2017,Rabi       ,46988,97791,2.081190942368264,02
833,4643,0.0203,0.4897,0.2309625,0.05538869999999999,0.0030679,0.2623,0.3655,0.2191,0.0894,0.1931,DUNGARPUR,2018,Rabi       ,47729,110597,2.317186616103417,02
835,4643,0.0199,0.5757,0.2325187,0.056401099999999996,0.0031811,0.2611,0.3614,0.2202,0.0958,0.19415,DUNGARPUR,2019,Rabi       ,47295,101283,2.1415160164922296,02
837,14047,-0.0478,0.5552,0.1992835,0.10344249999999999,0.010700399999999999,0.28285,0.5552,0.1874,-0.0478,0.1,GANGANAGAR,2001,Rabi       ,218401,537028,2.4589081551824394,02
839,14046,-0.0451,0.6136,0.2381146,0.1128741,0.012740600000000001,0.3294,0.6136,0.24355,-0.0451,0.1293,GANGANAGAR,2002,Rabi       ,213808,614195,2.872647421986081,02
841,13734,-0.0231,0.6344,0.2298012,0.1270358,0.0161381,0.3339,0.6344,0.2161,-0.0231,0.1112,GANGANAGAR,2003,Rabi       ,154930,414538,2.6756470664170915,02
843,14047,-0.0229,0.6756,0.2675323,0.1322741,0.017496400000000002,0.37535,0.6756,0.2842,-0.0229,0.1347,GANGANAGAR,2004,Rabi       ,173534,481910,2.7770350478868693,02
845,14047,-0.0262,0.6455,0.2628795,0.1256421,0.015785900000000002,0.3647,0.6455,0.2833,-0.0262,0.13735,GANGANAGAR,2005,Rabi       ,149237,474366,3.1786085220153177,02
847,14047,0.0385,0.6123,0.2749042,0.1361268,0.018530500000000002,0.39195,0.6123,0.2885,0.0385,0.1422,GANGANAGAR,2006,Rabi       ,191727,601031,3.1348271239835808,02
849,14047,0.047,0.6657,0.29886409999999997,0.14206359999999998,0.0201821,0.41755,0.6657,0.3289,0.047,0.1595,GANGANAGAR,2007,Rabi       ,192667,686227,3.561725671754893,02
851,14046,-0.0479,0.5501,0.25329070000000004,0.1211392,0.0146747,0.3573,0.5501,0.2677,-0.0479,0.1317,GANGANAGAR,2008,Rabi       ,202387,645520,3.1895329245455484,02
853,14047,-0.0169,0.6819,0.30828190000000005,0.144223,0.020800299999999997,0.4298,0.6819,0.3332,-0.0169,0.1704,GANGANAGAR,2009,Rabi       ,213503,809140,3.7898296511056047,02
855,14047,0.0501,0.6527,0.251839,0.1341531,0.017997,0.37125,0.6527,0.257,0.0501,0.1171,GANGANAGAR,2010,Rabi       ,202210,575623,2.8466594134810346,02
857,14047,-0.0529,0.7233,0.3422685,0.16037020000000002,0.025718599999999998,0.4763,0.7233,0.3766,-0.0529,0.18915,GANGANAGAR,2011,Rabi       ,236076,1049386,4.445119368339009,02
859,14047,-0.0373,0.5973,0.28008940000000004,0.1222089,0.014934999999999999,0.3819,0.5973,0.3128,-0.0373,0.1619,GANGANAGAR,2012,Rabi       ,252690,1001106,3.96179508488662,02
861,14047,-0.0264,0.7053,0.3287193,0.1539308,0.0236947,0.4577,0.7053,0.3641,-0.0264,0.19035,GANGANAGAR,2013,Rabi       ,243122,937270,3.855142685565272,02
863,14047,-0.0037,0.7212,0.33499650000000003,0.1636231,0.0267725,0.4752,0.7212,0.3566,-0.0037,0.188,GANGANAGAR,2014,Rabi       ,262808,1095610,4.168860917475876,02
865,14047,-0.0363,0.6544,0.2990035,0.14703729999999998,0.02162,0.4292,0.6544,0.3167,-0.0363,0.1643,GANGANAGAR,2015,Rabi       ,256659,937036,3.6508986632068234,02
867,14047,0.0488,0.6373,0.3174393,0.1476314,0.021795,0.44485,0.6373,0.33799999999999997,0.0488,0.1861,GANGANAGAR,2016,Rabi       ,274584,1037621,3.7788836931503655,02
869,14047,-0.0474,0.6791,0.3101812,0.14210970000000003,0.0201952,0.42685,0.6791,0.3296,-0.0474,0.19005,GANGANAGAR,2017,Rabi       ,248342,984304,3.9635019448985673,02
871,14047,-0.0222,0.655,0.3148358,0.1488244,0.0221487,0.44025,0.655,0.3328,-0.0222,0.18405,GANGANAGAR,2018,Rabi       ,262110,1059309,4.041467322879707,02
873,14047,0.046,0.7659,0.36781490000000006,0.1751166,0.0306658,0.5073,0.7659,0.3951,0.046,0.217,GANGANAGAR,2019,Rabi       ,261633,1094919,4.184942266457213,02
875,10918,-0.0368,0.6621,0.1801139,0.13155970000000003,0.017308,0.28475,0.5979,0.10045,-0.0368,0.0754,HANUMANGARH,2001,Rabi       ,202958,519657,2.5604164408399765,02
877,10919,-0.0589,0.7433,0.21305429999999997,0.14911960000000002,0.0222367,0.33485,0.7028,0.1282,-0.0589,0.0892,HANUMANGARH,2002,Rabi       ,203752,639796,3.1400722446896228,02
879,10882,-0.0446,0.6921,0.2278468,0.15796010000000002,0.024951400000000002,0.3664,0.6921,0.15695,-0.0446,0.091,HANUMANGARH,2003,Rabi       ,167298,523366,3.12834582601107,02
881,10919,-0.0751,0.7244,0.2364261,0.15301789999999998,0.0234145,0.37825,0.7244,0.1666,-0.0751,0.0994,HANUMANGARH,2004,Rabi       ,178519,453304,2.5392479231902487,02
883,10919,-0.0106,0.7559,0.23325029999999997,0.16097039999999999,0.0259115,0.38085,0.7559,0.1584,-0.0106,0.0873,HANUMANGARH,2005,Rabi       ,157654,526746,3.3411521433011533,02
885,10919,-0.0024,0.6663,0.23204560000000002,0.1479824,0.0218988,0.3749,0.6663,0.155,-0.0024,0.1045,HANUMANGARH,2006,Rabi       ,175779,513169,2.919398790526741,02
887,10919,-0.0192,0.7712,0.2616751,0.1792308,0.032123700000000005,0.4302,0.7712,0.1847,-0.0192,0.1003,HANUMANGARH,2007,Rabi       ,186411,633208,3.3968381694213323,02
889,10917,-0.0479,0.7118,0.22129629999999997,0.1312399,0.0172239,0.3469,0.7024,0.1664,-0.0479,0.1073,HANUMANGARH,2008,Rabi       ,216076,604842,2.799209537384994,02
891,10919,-0.0399,0.7901,0.2755764,0.1758625,0.0309276,0.4386,0.7901,0.2101,-0.0399,0.11845,HANUMANGARH,2009,Rabi       ,207479,680021,3.27754134153336,02
893,10919,0.0608,0.7797,0.2254241,0.158855,0.0252349,0.3723,0.7797,0.1452,0.0608,0.08375,HANUMANGARH,2010,Rabi       ,217397,657210,3.0230867951259683,02
895,10919,-0.0484,0.7683,0.3023285,0.18254489999999998,0.0333226,0.47815,0.7683,0.2483,-0.0484,0.13515,HANUMANGARH,2011,Rabi       ,227096,867972,3.8220488251664495,02
897,10919,-0.0325,0.7814,0.23459539999999998,0.1367901,0.018711500000000002,0.36355,0.7287,0.1741,-0.0325,0.1154,HANUMANGARH,2012,Rabi       ,247880,896383,3.6161973535581735,02
899,10919,-0.0236,0.7684,0.2640631,0.18449110000000002,0.0340369,0.4472,0.7684,0.1814,-0.0236,0.09435,HANUMANGARH,2013,Rabi       ,234125,884340,3.777213027229045,02
901,10919,-0.0084,0.7939,0.302294,0.2131,0.045411599999999996,0.51505,0.7939,0.2243,-0.0084,0.09875,HANUMANGARH,2014,Rabi       ,247706,885386,3.5743421636940567,02
903,10919,-0.0468,0.7775,0.25455679999999997,0.1751726,0.030685400000000005,0.4334,0.7775,0.1887,-0.0468,0.0851,HANUMANGARH,2015,Rabi       ,255214,887259,3.4765295007327186,02
905,10919,0.0413,0.6431,0.25795419999999997,0.1700525,0.028917900000000003,0.4305,0.6431,0.19399999999999998,0.0413,0.0946,HANUMANGARH,2016,Rabi       ,243714,973765,3.995523441410834,02
907,10919,-0.0403,0.7861,0.2832369,0.1876534,0.0352138,0.46275,0.7861,0.2252,-0.0403,0.1024,HANUMANGARH,2017,Rabi       ,240237,969073,4.033820768657617,02
909,10919,-0.0222,0.6827,0.27160650000000003,0.1830513,0.033507800000000004,0.4537,0.6827,0.2031,-0.0222,0.0966,HANUMANGARH,2018,Rabi       ,244534,1079259,4.413533496364513,02
911,10919,-0.0028,0.7948,0.29782909999999996,0.20204149999999998,0.040820800000000004,0.485,0.7948,0.2381,-0.0028,0.10300000000000001,HANUMANGARH,2019,Rabi       ,245123,1195063,4.87536053328329,02
913,13601,0.0352,0.5417,0.2246928,0.0938552,0.008808799999999999,0.2937,0.5156,0.1974,0.0352,0.1455,JAIPUR,2001,Rabi       ,170245,354096,2.0799201151281976,02
915,13601,-0.0581,0.5951,0.23478569999999999,0.1049722,0.011019200000000002,0.3128,0.5585,0.1985,-0.0581,0.1477,JAIPUR,2002,Rabi       ,161348,496017,3.0742060639115447,02
917,13599,-0.0536,0.6391,0.2271255,0.1254125,0.015728299999999997,0.3192,0.6106,0.1727,-0.0536,0.1249,JAIPUR,2003,Rabi       ,145798,425900,2.921164899381336,02
919,13596,-0.0684,0.5715,0.23939760000000002,0.1036001,0.010733,0.316825,0.5527,0.20265,-0.0684,0.155,JAIPUR,2004,Rabi       ,157519,469499,2.9805864689339066,02
921,13601,0.039,0.5661,0.26049629999999996,0.09976030000000001,0.0099521,0.3313,0.5555,0.2376,0.039,0.1814,JAIPUR,2005,Rabi       ,155445,464550,2.988516838753257,02
923,13601,0.0154,0.5451,0.2307083,0.09601939999999999,0.0092197,0.2943,0.5021,0.1959,0.0154,0.1555,JAIPUR,2006,Rabi       ,139818,387943,2.7746284455506443,02
925,13601,-0.0335,0.6256,0.2240453,0.1124055,0.012634999999999999,0.3036,0.5562,0.1735,-0.0335,0.1352,JAIPUR,2007,Rabi       ,136066,352372,2.5897138153543136,02
927,13601,0.0498,0.5453,0.21956979999999998,0.10150819999999999,0.0103039,0.2867,0.5077,0.1774,0.0498,0.1391,JAIPUR,2008,Rabi       ,132008,288950,2.188882491970184,02
