,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Month
349,15380,0.004,0.4749,0.1831519,0.043061199999999994,0.0018543,0.2022,0.2752,0.1734,0.0814,0.153475,UDAIPUR,2004,Rabi       ,33804,82623,2.4441782037628683,02
351,15380,-0.0268,0.4996,0.1909949,0.04586919999999999,0.002104,0.20800000000000002,0.2747,0.1828,0.0971,0.1635,UDAIPUR,2005,Rabi       ,48549,160395,3.3037755669529756,02
353,15380,-0.0209,0.5079,0.20317539999999998,0.048199900000000004,0.0023232,0.224025,0.2993,0.1938,0.099,0.1738,UDAIPUR,2006,Rabi       ,67990,148568,2.1851448742462125,02
355,15375,-0.0398,0.542,0.2156757,0.0593788,0.0035258000000000004,0.2405,0.3347,0.2009,0.0844,0.1777,UDAIPUR,2007,Rabi       ,88904,217207,2.4431634122199224,02
357,15380,-0.0299,0.5297,0.2137215,0.0583,0.0033989000000000003,0.239525,0.3361,0.1994,0.0809,0.1751,UDAIPUR,2008,Rabi       ,79367,184713,2.327327478675016,02
359,15380,-0.025,0.4894,0.17795729999999998,0.0433904,0.0018827000000000002,0.192,0.2511,0.1699,0.0937,0.1526,UDAIPUR,2009,Rabi       ,41115,86645,2.107381734160282,02
361,15380,-0.0078,0.4919,0.1794654,0.04038030000000001,0.0016305999999999998,0.1932,0.2508,0.1714,0.1009,0.1548,UDAIPUR,2010,Rabi       ,32201,75366,2.340486320300612,02
363,15380,-0.0088,0.5655,0.2337359,0.0671045,0.004503,0.2673,0.387,0.2179,0.0694,0.1875,UDAIPUR,2011,Rabi       ,55118,131966,2.3942450742044343,02
365,15380,-0.0177,0.5451,0.23618649999999997,0.058779899999999996,0.0034551,0.2645,0.3647,0.2216,0.0993,0.1977,UDAIPUR,2012,Rabi       ,71948,201479,2.800341913604269,02
367,15379,-0.027999999999999997,0.5703,0.2417673,0.0642804,0.004132,0.2682,0.37,0.2269,0.0991,0.2003,UDAIPUR,2013,Rabi       ,72678,178517,2.456272874872726,02
369,15380,0.0005,0.621,0.2435522,0.0799096,0.0063855,0.2772,0.4093,0.2218,0.0648,0.1891,UDAIPUR,2014,Rabi       ,70717,200803,2.839529391801123,02
371,15380,-0.0129,0.5803,0.2306882,0.0680289,0.0046279,0.2593,0.3692,0.2128,0.0765,0.18600000000000003,UDAIPUR,2015,Rabi       ,76849,193315,2.515517443297896,02
373,15380,-0.0252,0.5567,0.2217823,0.06092809999999999,0.0037122,0.2474,0.3455,0.2072,0.0851,0.182,UDAIPUR,2016,Rabi       ,74822,210840,2.8178877870145143,02
375,15380,-0.0177,0.5772,0.2376126,0.07003580000000001,0.004905,0.2685,0.385,0.2173,0.0756,0.1907,UDAIPUR,2017,Rabi       ,80410,250975,3.1211913941052107,02
377,15380,-0.0152,0.5592,0.225852,0.06416709999999999,0.0041174,0.2556,0.3649,0.20800000000000002,0.0774,0.1827,UDAIPUR,2018,Rabi       ,80937,229859,2.8399743009995433,02
379,15380,-0.0195,0.5816,0.22244539999999996,0.0667958,0.0044617,0.243725,0.3378,0.2035,0.0871,0.18100000000000002,UDAIPUR,2019,Rabi       ,74793,217764,2.9115558942681803,02
381,10552,0.0483,0.5323,0.1517493,0.0424866,0.0018050999999999998,0.161,0.2113,0.1411,0.0778,0.127375,AJMER,2001,Rabi       ,34280,41829,1.2202158693115521,02
383,10552,0.0405,0.6173,0.16690660000000002,0.0515179,0.0026541,0.1785,0.2419,0.1521,0.0751,0.1362,AJMER,2002,Rabi       ,41551,75770,1.8235421530167744,02
385,10552,0.0398,0.5266,0.1237848,0.0307116,0.0009432,0.1319,0.1689,0.1185,0.0702,0.1072,AJMER,2003,Rabi       ,11244,23077,2.0523834934187124,02
387,10552,0.0555,0.542,0.1542734,0.0337143,0.0011367,0.1635,0.2071,0.1472,0.0908,0.1344,AJMER,2004,Rabi       ,21595,42225,1.9553137300301,02
389,10551,-0.036000000000000004,0.5461,0.1580453,0.0495399,0.0024541999999999997,0.1688,0.2287,0.1434,0.0708,0.1288,AJMER,2005,Rabi       ,25457,52533,2.0635974388183995,02
391,10552,-0.0201,0.5203,0.1583979,0.040701999999999995,0.0016567,0.1677,0.2158,0.1487,0.0876,0.1356,AJMER,2006,Rabi       ,23544,31307,1.3297230716955488,02
393,10548,-0.0286,0.5691,0.16482420000000003,0.0459743,0.0021135999999999998,0.17800000000000002,0.2393,0.1543,0.0759,0.1371,AJMER,2007,Rabi       ,30011,84048,2.8005731231881645,02
395,10552,-0.0066,0.5635,0.15526679999999998,0.042307800000000007,0.00179,0.1617,0.2044,0.1447,0.0906,0.1332,AJMER,2008,Rabi       ,21909,52373,2.3904787986672145,02
397,10552,0.03,0.5288,0.14866559999999998,0.0355685,0.0012651,0.1567,0.19699999999999998,0.1416,0.0902,0.1298,AJMER,2009,Rabi       ,16605,37499,2.258295694068052,02
399,10552,-0.0095,0.5202,0.12215319999999999,0.029635200000000004,0.0008782,0.1276,0.1559,0.1172,0.0804,0.1087,AJMER,2010,Rabi       ,8761,21653,2.4715215158086976,02
401,10552,-0.0129,0.6052,0.2253176,0.060255600000000006,0.0036306999999999993,0.2521,0.3536,0.2141,0.0832,0.1844,AJMER,2011,Rabi       ,64322,207905,3.2322533503311464,02
403,10552,-0.0276,0.5044,0.1993074,0.050584199999999996,0.0025588,0.215925,0.2896,0.18600000000000003,0.0948,0.1668,AJMER,2012,Rabi       ,46550,146725,3.151987110633727,02
405,10552,-0.0156,0.5951,0.2414096,0.06788839999999999,0.0046088,0.2756,0.3981,0.2275,0.0735,0.1939,AJMER,2013,Rabi       ,66027,219014,3.317036969724507,02
407,10552,-0.0158,0.5956,0.2607217,0.0872923,0.0076199,0.3165,0.5024,0.24445,0.0078,0.1923,AJMER,2014,Rabi       ,56000,193073,3.4477321428571432,02
409,10552,-0.0273,0.5834,0.2157206,0.0676074,0.0045708,0.243425,0.3535,0.19685,0.061,0.17,AJMER,2015,Rabi       ,62442,131969,2.113465295794497,02
411,10552,-0.0097,0.5669,0.1887719,0.0646944,0.0041854,0.199225,0.2705,0.1696,0.0812,0.1517,AJMER,2016,Rabi       ,42294,116787,2.761313661512271,02
413,10552,-0.0201,0.5992,0.2239161,0.0690278,0.0047648000000000005,0.2602,0.3892,0.2045,0.0492,0.174,AJMER,2017,Rabi       ,55466,185014,3.3356290340028125,02
415,10552,-0.0077,0.6011,0.1870265,0.0524303,0.0027489,0.1989,0.2617,0.1738,0.0942,0.1569,AJMER,2018,Rabi       ,40328,128011,3.174246181313232,02
417,10552,-0.0159,0.6038,0.2039015,0.0557832,0.0031118,0.2228,0.3042,0.1902,0.0875,0.168375,AJMER,2019,Rabi       ,34787,120782,3.4720441544255034,02
419,10187,0.0947,0.5886,0.32526309999999997,0.1276786,0.0163018,0.4395,0.5886,0.3413,0.0947,0.18995,ALWAR,2001,Rabi       ,202992,724108,3.5671750610861515,02
421,10187,0.0893,0.6532,0.345825,0.13657070000000002,0.018651499999999998,0.46665,0.6532,0.3754,0.0893,0.2009,ALWAR,2002,Rabi       ,174090,529816,3.0433453960595096,02
423,10187,0.0542,0.6661,0.3496663,0.1610067,0.025923200000000004,0.496,0.6661,0.382,0.0542,0.1694,ALWAR,2003,Rabi       ,181459,571450,3.1491962371665223,02
425,10187,0.0162,0.6056,0.3429567,0.12073679999999999,0.0145774,0.44315,0.6056,0.3718,0.0162,0.22415,ALWAR,2004,Rabi       ,188108,648794,3.4490505454313483,02
427,10187,0.0897,0.5923,0.35466859999999995,0.1205705,0.0145373,0.45695,0.5923,0.3864,0.0897,0.23465,ALWAR,2005,Rabi       ,157411,511753,3.2510625051616473,02
429,10187,0.0939,0.5743,0.3236384,0.11528219999999999,0.01329,0.42285,0.5743,0.3374,0.0939,0.20615,ALWAR,2006,Rabi       ,159468,492657,3.089378433290692,02
431,10187,0.0899,0.6458,0.34810009999999997,0.14023329999999998,0.019665400000000003,0.47345,0.6458,0.3773,0.0899,0.1976,ALWAR,2007,Rabi       ,180515,641964,3.55629172090962,02
433,10187,0.0647,0.643,0.340254,0.1350627,0.018241900000000002,0.4607,0.643,0.3613,0.0647,0.19399999999999998,ALWAR,2008,Rabi       ,191440,669054,3.4948495612202257,02
435,10187,0.0782,0.5935,0.3427405,0.1177618,0.0138678,0.4414,0.5935,0.3616,0.0782,0.2251,ALWAR,2009,Rabi       ,170172,688076,4.043414897868041,02
437,10187,0.0709,0.5889,0.3452562,0.1322904,0.017500799999999997,0.4617,0.5889,0.3858,0.0709,0.20745,ALWAR,2010,Rabi       ,192800,722874,3.7493464730290467,02
439,10187,0.0676,0.6533,0.40245970000000003,0.1303586,0.016993400000000002,0.511,0.6533,0.4465,0.0676,0.2751,ALWAR,2011,Rabi       ,193992,816059,4.206663161367478,02
441,10187,0.0834,0.701,0.3361763,0.11316489999999998,0.0128063,0.4309,0.701,0.3551,0.0834,0.2218,ALWAR,2012,Rabi       ,185167,727380,3.9282377529473393,02
443,10187,0.1025,0.6524,0.3951401,0.13014289999999998,0.016937200000000003,0.50465,0.6524,0.4252,0.1025,0.26325,ALWAR,2013,Rabi       ,204967,837412,4.085594266394104,02
445,10187,0.0965,0.6966,0.41264350000000005,0.1439944,0.020734400000000004,0.5292,0.6966,0.4468,0.0965,0.28275,ALWAR,2014,Rabi       ,208206,825344,3.964074042054504,02
447,10187,0.0928,0.6819,0.39649959999999995,0.14560789999999998,0.0212017,0.5247,0.6819,0.4369,0.0928,0.25395,ALWAR,2015,Rabi       ,219063,757957,3.459995526401081,02
449,10187,0.0712,0.5941,0.3445785,0.1347884,0.0181679,0.4659,0.5941,0.3756,0.0712,0.20265,ALWAR,2016,Rabi       ,213011,776427,3.645008943200117,02
451,10187,0.0537,0.6183,0.3709092,0.1215984,0.0147862,0.478,0.6183,0.3968,0.0537,0.2499,ALWAR,2017,Rabi       ,215678,941457,4.365104461280241,02
453,10187,0.0638,0.633,0.3497567,0.1384886,0.0191791,0.47655,0.633,0.3772,0.0638,0.2011,ALWAR,2018,Rabi       ,203829,875183,4.293711885943609,02
455,10187,0.1125,0.6645,0.3934765,0.1466546,0.021507599999999998,0.5234,0.6645,0.4357,0.1125,0.2441,ALWAR,2019,Rabi       ,192419,883624,4.592186842255702,02
457,6154,-0.0424,0.5249,0.161355,0.0745446,0.005556899999999999,0.179275,0.28,0.142,0.0131,0.11199999999999999,BANSWARA,2001,Rabi       ,35623,49590,1.3920781517558878,02
459,6154,-0.0396,0.5808,0.1815995,0.0924822,0.008553,0.21015,0.3442,0.15,-0.0108,0.1207,BANSWARA,2002,Rabi       ,55509,111895,2.0157992397629214,02
461,6156,-0.0407,0.6317,0.1654406,0.0882289,0.0077843,0.188125,0.3079,0.13915,-0.0043,0.1082,BANSWARA,2003,Rabi       ,49390,73141,1.4808868191941689,02
463,6147,-0.0373,0.6576,0.212736,0.1028562,0.0105794,0.25115,0.4093,0.1843,-0.0109,0.1456,BANSWARA,2004,Rabi       ,69513,140615,2.0228590335620678,02
465,6142,-0.0472,0.6939,0.2115752,0.1123279,0.0126176,0.2662,0.4697,0.1839,-0.0472,0.1305,BANSWARA,2005,Rabi       ,77545,160663,2.071867947643304,02
467,6154,-0.0498,0.6388,0.2140427,0.10260819999999998,0.010528399999999999,0.261,0.435,0.1868,-0.0285,0.145,BANSWARA,2006,Rabi       ,82190,162053,1.9716875532303202,02
469,6140,-0.0594,0.5645,0.21886599999999998,0.098886,0.0097784,0.2762,0.47200000000000003,0.1972,-0.0495,0.1456,BANSWARA,2007,Rabi       ,85835,160011,1.8641696277742181,02
471,6131,-0.0534,0.6518,0.2309176,0.1055114,0.011132600000000001,0.29,0.4949,0.2075,-0.0457,0.15335,BANSWARA,2008,Rabi       ,90801,183398,2.01977951784672,02
473,6149,-0.0546,0.5616,0.1970999,0.0962069,0.0092558,0.2329,0.3829,0.165,-0.0158,0.1329,BANSWARA,2009,Rabi       ,76116,118511,1.5569788217983078,02
475,6152,-0.0547,0.6403,0.22155820000000004,0.1126448,0.0126889,0.28215,0.4962,0.18745,-0.0547,0.1394,BANSWARA,2010,Rabi       ,80466,161762,2.010314915616534,02
477,6152,-0.0528,0.6846,0.2418419,0.1224027,0.014982399999999998,0.3121,0.5523,0.2024,-0.0528,0.1518,BANSWARA,2011,Rabi       ,86052,176322,2.0490168735183376,02
479,6149,-0.0392,0.6493,0.2457386,0.11007180000000001,0.0121158,0.308,0.5215,0.2201,-0.0392,0.1655,BANSWARA,2012,Rabi       ,87177,203751,2.337210502770226,02
481,6141,-0.0495,0.6958,0.2582789,0.1176965,0.0138525,0.3291,0.5674,0.2327,-0.0495,0.1696,BANSWARA,2013,Rabi       ,87975,186789,2.123205456095482,02
483,6147,-0.0322,0.7271,0.2897755,0.1204583,0.014510200000000001,0.3708,0.6298,0.2759,-0.0322,0.1966,BANSWARA,2014,Rabi       ,89620,202260,2.2568623075206427,02
485,6153,-0.0337,0.6184,0.2463806,0.1111529,0.012355,0.3147,0.5404,0.2215,-0.0337,0.1642,BANSWARA,2015,Rabi       ,88181,195462,2.216599947834568,02
487,6139,-0.0485,0.6568,0.2342946,0.1187886,0.0141107,0.29915,0.5267,0.2008,-0.0485,0.1474,BANSWARA,2016,Rabi       ,84533,170917,2.0218967740409077,02
489,6146,-0.0325,0.6463,0.2580124,0.1110789,0.0123385,0.3217,0.5393,0.2348,-0.0325,0.176325,BANSWARA,2017,Rabi       ,82693,168950,2.0430991740534266,02
491,6157,-0.0324,0.612,0.2507643,0.1111844,0.012362,0.3155,0.5365,0.2243,-0.0324,0.1681,BANSWARA,2018,Rabi       ,87368,205912,2.3568354546286967,02
493,6156,-0.0363,0.6999,0.280334,0.11860830000000001,0.0140679,0.350675,0.5873,0.258,-0.0363,0.192575,BANSWARA,2019,Rabi       ,101344,259066,2.5563032838648563,02
495,8381,0.0433,0.6228,0.2492453,0.09651439999999999,0.009315,0.3144,0.5269,0.2145,0.0433,0.1725,BARAN,2001,Rabi       ,89194,186595,2.0920129156669733,02
497,8381,0.0797,0.6393,0.2625655,0.1119685,0.012537000000000001,0.3468,0.5971,0.2218,0.0797,0.1694,BARAN,2002,Rabi       ,67650,211353,3.1242128603104216,02
499,8381,0.0052,0.6513,0.1984523,0.0877372,0.007697800000000001,0.2353,0.3785,0.1657,0.0052,0.1397,BARAN,2003,Rabi       ,39064,121097,3.0999641613762035,02
501,8381,-0.0178,0.5951,0.2638248,0.1121263,0.0125723,0.3536,0.5951,0.2342,-0.0178,0.16399999999999998,BARAN,2004,Rabi       ,55314,132471,2.394890986007159,02
503,8381,-0.0193,0.6461,0.26978909999999995,0.11748650000000001,0.0138031,0.3659,0.6461,0.2439,-0.0193,0.162,BARAN,2005,Rabi       ,55154,156111,2.8304565398701818,02
505,8381,0.0325,0.6348,0.2759374,0.11163789999999998,0.012463,0.3673,0.6348,0.2428,0.0325,0.1777,BARAN,2006,Rabi       ,65062,199521,3.0666287541114627,02
507,8380,0.0681,0.581,0.24935929999999998,0.0963985,0.009292700000000001,0.319325,0.5453,0.2243,0.0681,0.1657,BARAN,2007,Rabi       ,85963,311235,3.620569314705164,02
509,8381,0.0851,0.6253,0.2663078,0.11406760000000002,0.013011400000000001,0.3569,0.6253,0.2329,0.0851,0.1653,BARAN,2008,Rabi       ,106699,350036,3.280593070225588,02
511,8381,0.0132,0.5878,0.27260229999999996,0.1104675,0.012203100000000001,0.3655,0.5878,0.2572,0.0132,0.1671,BARAN,2009,Rabi       ,95802,346163,3.61331704974844,02
513,8381,0.0765,0.6159,0.2682972,0.11576989999999998,0.013402700000000002,0.3591,0.6159,0.2527,0.0765,0.1583,BARAN,2010,Rabi       ,105609,397171,3.760768495109319,02
515,8381,0.0767,0.7033,0.3087433,0.14049560000000003,0.019739,0.4146,0.7033,0.2811,0.0767,0.1778,BARAN,2011,Rabi       ,147930,514045,3.4749205705401205,02
517,8381,-0.0009,0.6651,0.30698190000000003,0.1245906,0.015522799999999998,0.415,0.6651,0.2966,-0.0009,0.1855,BARAN,2012,Rabi       ,142589,543296,3.8102237900539313,02
519,8381,0.0659,0.6731,0.3375259,0.138176,0.019092599999999998,0.4558,0.6731,0.3283,0.0659,0.2017,BARAN,2013,Rabi       ,167037,730536,4.37349808725013,02
521,8381,-0.006999999999999999,0.7374,0.3758689,0.1635488,0.026748200000000003,0.5184,0.7374,0.3824,-0.006999999999999999,0.2092,BARAN,2014,Rabi       ,162852,551485,3.3864183430353942,02
523,8381,0.0467,0.6784,0.33682870000000004,0.13382750000000002,0.0179098,0.4459,0.6784,0.3433,0.0467,0.2076,BARAN,2015,Rabi       ,174319,667888,3.8314125253127886,02
525,8381,-0.0146,0.7316,0.33209629999999996,0.1397744,0.019536900000000003,0.4568,0.7316,0.33,-0.0146,0.1913,BARAN,2016,Rabi       ,159434,670807,4.2074275248692246,02
527,8381,-0.0278,0.6528,0.3280648,0.13310120000000003,0.017715900000000003,0.4476,0.6528,0.3243,-0.0278,0.1947,BARAN,2017,Rabi       ,163267,740053,4.5327775974324265,02
529,8381,0.05,0.6559,0.302602,0.1307389,0.017092700000000002,0.4126,0.6559,0.2855,0.05,0.1783,BARAN,2018,Rabi       ,115747,535052,4.622599289830406,02
531,8381,0.0439,0.728,0.3825119,0.15723270000000003,0.024722099999999997,0.5262,0.728,0.3896,0.0439,0.223,BARAN,2019,Rabi       ,145939,724978,4.967678276540198,02
533,33745,0.0448,0.4779,0.09184060000000001,0.027018,0.00073,0.099,0.1323,0.0843,0.0448,0.0768,BARMER,2001,Rabi       ,15363,36898,2.40174445095359,02
535,33745,0.048,0.4464,0.10008049999999999,0.026414799999999995,0.0006977,0.1078,0.1418,0.0947,0.0511,0.0851,BARMER,2002,Rabi       ,12344,34477,2.7930168502916395,02
537,33743,0.0195,0.3809,0.0746582,0.027347700000000003,0.0007479,0.0809,0.1128,0.0656,0.0294,0.0596,BARMER,2003,Rabi       ,15840,42911,2.7090277777777776,02
539,33745,0.0412,0.4781,0.1292217,0.0324195,0.001051,0.14400000000000002,0.1984,0.1212,0.055999999999999994,0.1077,BARMER,2004,Rabi       ,13124,20140,1.5345931118561411,02
541,33745,0.0485,0.4537,0.0924382,0.030361000000000003,0.0009218,0.0989,0.1346,0.0858,0.0485,0.0751,BARMER,2005,Rabi       ,12389,23465,1.89401888772298,02
543,33745,0.0393,0.493,0.0899373,0.028864099999999997,0.0008330999999999999,0.0994,0.1391,0.0821,0.0393,0.0729,BARMER,2006,Rabi       ,12158,10900,0.8965290343806547,02
545,33743,-0.0406,0.4667,0.1208002,0.0337005,0.0011357000000000001,0.1339,0.1855,0.1133,0.0483,0.0995,BARMER,2007,Rabi       ,18400,29406,1.5981521739130435,02
547,33745,0.0381,0.5058,0.1008337,0.030670999999999997,0.0009407,0.1061,0.1388,0.0931,0.0519,0.0843,BARMER,2008,Rabi       ,13813,22050,1.5963223050749291,02
549,33745,0.0452,0.4719,0.09784169999999999,0.029381,0.0008632,0.1052,0.1412,0.0907,0.0452,0.0812,BARMER,2009,Rabi       ,11467,9986,0.8708467777099503,02
551,33745,0.0398,0.5336,0.09411599999999999,0.032558699999999996,0.0010600999999999998,0.0977,0.1293,0.0847,0.0454,0.0766,BARMER,2010,Rabi       ,15200,23127,1.5215131578947367,02
553,33744,-0.0281,0.5398,0.1238043,0.0372625,0.0013885,0.1355,0.1869,0.1132,0.0514,0.1012,BARMER,2011,Rabi       ,16732,24526,1.4658140090843892,02
555,33745,0.0169,0.4505,0.1280718,0.0232504,0.0005406,0.1357,0.16699999999999998,0.1243,0.0836,0.1148,BARMER,2012,Rabi       ,11659,14405,1.2355262029333562,02
557,33745,-0.0002,0.517,0.12098519999999999,0.036153,0.001307,0.1266,0.1635,0.1118,0.0654,0.102,BARMER,2013,Rabi       ,12613,17137,1.358677554903671,02
559,33745,0.0391,0.5075,0.1252027,0.03815,0.0014554,0.1392,0.1951,0.1177,0.0559,0.1019,BARMER,2014,Rabi       ,14020,20346,1.4512125534950069,02
561,33745,0.0219,0.4188,0.11500410000000001,0.0398444,0.0015876,0.1298,0.1934,0.1073,0.0516,0.0874,BARMER,2015,Rabi       ,13525,14091,1.0418484288354901,02
563,33745,-0.0287,0.4386,0.1251538,0.0358853,0.0012878,0.1323,0.1731,0.1158,0.0643,0.1051,BARMER,2016,Rabi       ,14642,20510,1.4007649228247507,02
565,33745,0.0032,0.4628,0.1217781,0.0411429,0.0016926999999999999,0.1338,0.1906,0.1078,0.0452,0.0959,BARMER,2017,Rabi       ,17612,21638,1.2285941403588465,02
567,33745,-0.0428,0.4187,0.1319971,0.0397686,0.0015815,0.14800000000000002,0.2114,0.1217,0.0492,0.1057,BARMER,2018,Rabi       ,14541,21974,1.5111752974348394,02
569,33745,0.0164,0.5313,0.10887480000000001,0.0409968,0.0016807000000000002,0.1205,0.1775,0.0985,0.0321,0.0825,BARMER,2019,Rabi       ,16188,27939,1.7259080800593032,02
571,6305,0.1203,0.6393,0.37618,0.11304360000000002,0.0127789,0.4603,0.6393,0.3994,0.1203,0.307,BHARATPUR,2001,Rabi       ,171639,605340,3.5268208274343245,02
573,6305,0.1055,0.6834,0.406803,0.11178579999999999,0.0124961,0.4862,0.6834,0.4375,0.155,0.3536,BHARATPUR,2002,Rabi       ,139114,473505,3.4037192518366237,02
575,6305,0.1013,0.6774,0.37983540000000005,0.1208329,0.0146006,0.4708,0.6774,0.4016,0.1013,0.3122,BHARATPUR,2003,Rabi       ,143611,472145,3.287665986588771,02
577,6305,0.1077,0.6359,0.3746261,0.097523,0.009510700000000002,0.4408,0.5962,0.4016,0.1819,0.3371,BHARATPUR,2004,Rabi       ,142184,535114,3.7635317616609454,02
579,6305,0.1083,0.6314,0.39700250000000004,0.1039307,0.0108016,0.46799999999999997,0.6314,0.4297,0.1816,0.3534,BHARATPUR,2005,Rabi       ,111319,324549,2.9154861254592657,02
581,6305,0.08800000000000001,0.6025,0.3695733,0.0971219,0.0094327,0.43799999999999994,0.6025,0.3909,0.1456,0.321,BHARATPUR,2006,Rabi       ,119191,446796,3.7485716203404618,02
583,6305,0.1072,0.6121,0.38016869999999997,0.1161461,0.0134899,0.4708,0.6121,0.4084,0.1072,0.3071,BHARATPUR,2007,Rabi       ,147831,491178,3.3225642794813,02
585,6305,0.0919,0.6262,0.3908989,0.1190532,0.0141737,0.4843,0.6262,0.4183,0.0919,0.3152,BHARATPUR,2008,Rabi       ,157414,522525,3.3194315626310242,02
587,6305,0.0843,0.6237,0.3501864,0.0901567,0.0081282,0.4134,0.5695,0.3664,0.1454,0.3062,BHARATPUR,2009,Rabi       ,133758,551718,4.12474767864352,02
589,6305,0.1014,0.606,0.3839493,0.09882,0.0097654,0.4509,0.606,0.4069,0.1876,0.3455,BHARATPUR,2010,Rabi       ,160732,630274,3.9212726775004354,02
591,6305,0.1031,0.6488,0.4600094,0.1124662,0.0126487,0.5344,0.6488,0.4945,0.2767,0.4313,BHARATPUR,2011,Rabi       ,157196,704731,4.4831357031985535,02
593,6305,0.0948,0.6836,0.39531020000000006,0.10385430000000001,0.0107857,0.46399999999999997,0.6333,0.4161,0.1812,0.3508,BHARATPUR,2012,Rabi       ,155304,668993,4.307635347447587,02
595,6305,0.0733,0.7037,0.4207996,0.10380879999999999,0.010776299999999999,0.4902,0.6432,0.4474,0.2323,0.387,BHARATPUR,2013,Rabi       ,134784,588118,4.36341108736942,02
597,6305,0.0779,0.6905,0.45488019999999996,0.11409089999999998,0.0130167,0.5307,0.6905,0.4823,0.2472,0.4173,BHARATPUR,2014,Rabi       ,155130,668117,4.306820086379166,02
599,6305,0.0659,0.6802,0.45343500000000003,0.1185944,0.014064600000000002,0.5361,0.6802,0.4902,0.2184,0.409,BHARATPUR,2015,Rabi       ,165751,604169,3.6450398489300215,02
601,6305,0.0475,0.6826,0.4128678,0.11410219999999999,0.013019299999999998,0.4917,0.6826,0.4491,0.1735,0.3644,BHARATPUR,2016,Rabi       ,160073,610124,3.8115359867060654,02
603,6305,0.0587,0.6551,0.4064759,0.10570750000000001,0.0111741,0.48100000000000004,0.6551,0.4337,0.1687,0.35600000000000004,BHARATPUR,2017,Rabi       ,160510,713881,4.4475795900566935,02
605,6305,0.0723,0.6707,0.4067947,0.1223634,0.014972799999999998,0.5007,0.6707,0.4377,0.0723,0.3286,BHARATPUR,2018,Rabi       ,156374,661118,4.22780001790579,02
607,6305,0.0778,0.732,0.4782415,0.119449,0.0142681,0.5563,0.7052,0.5163,0.2723,0.4427,BHARATPUR,2019,Rabi       ,142726,675635,4.733790619788966,02
609,12647,0.0479,0.5651,0.1636727,0.0504468,0.0025449,0.1734,0.2314,0.1511,0.0795,0.1347,BHILWARA,2001,Rabi       ,50381,95371,1.892995375240666,02
611,12647,0.0243,0.5937,0.19500520000000002,0.06638739999999999,0.0044073,0.2158,0.3105,0.1737,0.057999999999999996,0.1526,BHILWARA,2002,Rabi       ,87685,193310,2.2045959970348408,02
613,12647,0.0417,0.5481,0.14015229999999998,0.0423787,0.001796,0.1481,0.1929,0.132,0.0735,0.11800000000000001,BHILWARA,2003,Rabi       ,24416,50783,2.079906618610747,02
615,12647,0.0447,0.5619,0.1696785,0.05475650000000001,0.0029983,0.17995,0.2428,0.1556,0.0772,0.138,BHILWARA,2004,Rabi       ,46401,76846,1.6561281006874853,02
617,12646,-0.0365,0.535,0.20092279999999998,0.0706574,0.0049924999999999995,0.2324,0.3547,0.17925,0.0325,0.1508,BHILWARA,2005,Rabi       ,83389,215568,2.585089160440825,02
619,12647,-0.0022,0.5549,0.1874251,0.0564757,0.0031895,0.20295,0.2784,0.1716,0.0799,0.1526,BHILWARA,2006,Rabi       ,55997,118408,2.1145418504562743,02
621,12644,-0.0102,0.5972,0.2238619,0.0724451,0.0052483,0.2526,0.368,0.2029,0.0649,0.1756,BHILWARA,2007,Rabi       ,123813,389584,3.146551654511238,02
623,12647,0.0239,0.5609,0.2001473,0.06493360000000001,0.0042163999999999995,0.22005,0.3114,0.1804,0.0684,0.1591,BHILWARA,2008,Rabi       ,81579,193729,2.3747410485541622,02
625,12647,0.0404,0.5305,0.17325829999999998,0.0566721,0.0032116999999999996,0.1894,0.2659,0.157,0.0708,0.1384,BHILWARA,2009,Rabi       ,54375,143160,2.6328275862068966,02
627,12647,0.0325,0.5041,0.1464269,0.0425166,0.0018077000000000002,0.1533,0.1983,0.1356,0.0806,0.1233,BHILWARA,2010,Rabi       ,38384,103366,2.6929449770737808,02
629,12647,-0.0378,0.6269,0.2568183,0.08341989999999999,0.0069589,0.2994,0.4521,0.2407,0.0559,0.1975,BHILWARA,2011,Rabi       ,118780,307983,2.592886007745412,02
631,12647,-0.0093,0.5394,0.22256170000000003,0.0633656,0.0040152,0.2452,0.3418,0.2035,0.0904,0.1808,BHILWARA,2012,Rabi       ,109581,318262,2.904353856964254,02
633,12647,-0.0563,0.5818,0.2548434,0.07303530000000001,0.0053342,0.2877,0.4115,0.2354,0.0851,0.2051,BHILWARA,2013,Rabi       ,121786,413835,3.3980506790599905,02
635,12647,0.0335,0.6432,0.2769158,0.0955259,0.009125200000000002,0.3346,0.5312,0.2534,0.0335,0.2034,BHILWARA,2014,Rabi       ,124466,448391,3.6025179567110697,02
637,12647,-0.0481,0.5836,0.2507089,0.084143,0.0070799999999999995,0.2936,0.4514,0.22899999999999998,0.0406,0.1884,BHILWARA,2015,Rabi       ,137224,281870,2.0540867486737016,02
639,12647,0.0476,0.5736,0.20330379999999998,0.0658327,0.0043339,0.2231,0.3162,0.1814,0.0682,0.161,BHILWARA,2016,Rabi       ,89640,274281,3.0598058902275764,02
