File Name,Dataset,District,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2001,14047,-0.1476,0.7734,"(-0.1476,0.7734)",0.2934258,0.1541259,0.0237548,0.41915,0.7734,0.2747,-0.1476,0.1444
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2002,14046,-0.127,0.6774,"(-0.127,0.6774)",0.3020721,0.1369993,0.0187688,0.418375,0.6774,0.30635,-0.127,0.161225
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2002,14046,-0.1121,0.7692,"(-0.1121,0.7692)",0.3487648,0.1656944,0.0274546,0.4889,0.7692,0.3593,-0.1121,0.187
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2003,14047,-0.1667,0.6336,"(-0.1667,0.6336)",0.2497806,0.125067,0.0156418,0.3541,0.6336,0.2386,-0.1667,0.1294
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2003,13734,-0.0593,0.7786,"(-0.0593,0.7786)",0.3106558,0.1708905,0.0292036,0.4556,0.7786,0.2896,-0.0593,0.151
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2004,14047,-0.0581,0.7118,"(-0.0581,0.7118)",0.326989,0.1570732,0.024672,0.4633,0.7118,0.3424,-0.0581,0.15845
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2004,14047,-0.0677,0.8144,"(-0.0677,0.8144)",0.3832301,0.1858491,0.0345399,0.5394,0.8144,0.409,-0.0677,0.1947
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2005,14047,-0.0253,0.6818,"(-0.0253,0.6818)",0.3158186,0.1515197,0.0229582,0.4434,0.6818,0.3351,-0.0253,0.1587
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2005,14047,-0.0359,0.7978,"(-0.0359,0.7978)",0.3793247,0.1756577,0.0308556,0.5236,0.7978,0.4152,-0.0359,0.2029
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2006,14047,0.002,0.6982,"(0.002,0.6982)",0.3073747,0.155097,0.0240551,0.44105,0.6982,0.3249,0.002,0.1435
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2006,14047,0.0561,0.763,"(0.0561,0.763)",0.376407,0.1830429,0.0335047,0.53865,0.763,0.3979,0.0561,0.19655
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2007,14047,0.0714,0.6812,"(0.0714,0.6812)",0.3402713,0.1591857,0.0253401,0.47785,0.6812,0.3676,0.0714,0.1769
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2007,14047,0.0714,0.8245,"(0.0714,0.8245)",0.4171184,0.1915511,0.0366918,0.5823,0.8245,0.4637,0.0714,0.228
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2008,14047,-0.1437,0.7081,"(-0.1437,0.7081)",0.3395459,0.1573402,0.0247559,0.474,0.7081,0.3616,-0.1437,0.17645
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2008,14046,-0.1498,0.7363,"(-0.1498,0.7363)",0.3630583,0.1735261,0.0301113,0.5158,0.7363,0.38515,-0.1498,0.188825
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2009,14047,-0.0414,0.7925,"(-0.0414,0.7925)",0.3942841,0.181353,0.0328889,0.5546,0.7925,0.4289,-0.0414,0.2055
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2009,14047,-0.0394,0.8285,"(-0.0394,0.8285)",0.4342649,0.1964949,0.0386102,0.6039,0.8285,0.4717,-0.0394,0.247
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2010,14047,0.0736,0.7702,"(0.0736,0.7702)",0.3152191,0.1638086,0.0268333,0.4589,0.7702,0.3174,0.0736,0.14735
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2010,14047,0.0719,0.8049,"(0.0719,0.8049)",0.3578412,0.1873382,0.0350956,0.52685,0.8049,0.3657,0.0719,0.1697
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2011,14046,-0.1135,0.7116,"(-0.1135,0.7116)",0.3778843,0.1650536,0.0272427,0.5186,0.7116,0.4161,-0.1135,0.2024
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2011,14047,-0.1492,0.8274,"(-0.1492,0.8274)",0.4707446,0.203021,0.0412175,0.6468,0.8274,0.5289,-0.1492,0.28085
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2012,14047,-0.0961,0.7197,"(-0.0961,0.7197)",0.337068,0.1382021,0.0190998,0.45565,0.7197,0.3595,-0.0961,0.19385
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2012,14047,-0.1196,0.8007,"(-0.1196,0.8007)",0.4049354,0.1738663,0.0302295,0.5526,0.8007,0.4531,-0.1196,0.2356
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2013,14047,-0.0274,0.6508,"(-0.0274,0.6508)",0.3301313,0.1389323,0.0193022,0.4499,0.6508,0.3553,-0.0274,0.1948
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2013,14047,-0.1195,0.8337,"(-0.1195,0.8337)",0.4694427,0.2079994,0.0432637,0.64755,0.8337,0.5231,-0.1195,0.2878
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2014,14047,-0.0856,0.7319,"(-0.0856,0.7319)",0.3769701,0.1699384,0.0288791,0.52435,0.7319,0.3997,-0.0856,0.21065
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2014,14047,-0.012,0.8403,"(-0.012,0.8403)",0.4714173,0.2168842,0.0470388,0.6633,0.8403,0.5085,-0.012,0.2783
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2015,14047,-0.0602,0.7559,"(-0.0602,0.7559)",0.3671269,0.1663419,0.0276696,0.5092,0.7559,0.3785,-0.0602,0.2109
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2015,14047,-0.1226,0.8416,"(-0.1226,0.8416)",0.4465486,0.2139969,0.0457947,0.6382,0.8416,0.4736,-0.1226,0.25005
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2016,14047,-0.1111,0.8124,"(-0.1111,0.8124)",0.4432204,0.1903796,0.0362444,0.6068,0.8124,0.4775,-0.1111,0.26865
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2016,14047,0.0805,0.849,"(0.0805,0.849)",0.4705481,0.2106458,0.0443716,0.65845,0.849,0.5075,0.0805,0.28275
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2017,14047,-0.0744,0.8182,"(-0.0744,0.8182)",0.4177553,0.1773824,0.0314645,0.56885,0.8182,0.4478,-0.0744,0.25725
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2017,14047,-0.1808,0.8548,"(-0.1808,0.8548)",0.4594205,0.1998535,0.0399414,0.6277,0.8548,0.4939,-0.1808,0.2955
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2018,14047,-0.0391,0.8044,"(-0.0391,0.8044)",0.4122781,0.1844478,0.034021,0.57055,0.8044,0.4398,-0.0391,0.2448
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2018,14047,-0.0612,0.8361,"(-0.0612,0.8361)",0.4545446,0.2058456,0.0423724,0.6348,0.8361,0.4889,-0.0612,0.2732
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2019,14047,0.0641,0.7983,"(0.0641,0.7983)",0.4405777,0.1907002,0.0363666,0.6047,0.7983,0.4835,0.0641,0.2637
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2019,14047,0.087,0.8586,"(0.087,0.8586)",0.5042013,0.2176692,0.0473799,0.6912,0.8586,0.5599,0.087,0.3199
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2020,14047,0.0894,0.7795,"(0.0894,0.7795)",0.4377208,0.1739737,0.0302668,0.58325,0.7795,0.4715,0.0894,0.2905
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2020,14047,0.0906,0.8794,"(0.0906,0.8794)",0.5373426,0.2123111,0.045076,0.71915,0.8794,0.5934,0.0906,0.3732
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/01/2021,14047,0.0802,0.8018,"(0.0802,0.8018)",0.4231298,0.1722189,0.0296594,0.5635,0.8018,0.4567,0.0802,0.2797
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0025,_1_km_monthly_NDVI,Ganganagar,aid0025,01/02/2021,14047,0.085,0.8261,"(0.085,0.8261)",0.4723104,0.1949953,0.0380232,0.6377,0.8261,0.516,0.085,0.31505
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2000,10919,-0.046,0.8587,"(-0.046,0.8587)",0.2989472,0.2257337,0.0509557,0.5046,0.8587,0.1653,-0.046,0.1052
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2001,10917,-0.1289,0.8623,"(-0.1289,0.8623)",0.232031,0.156584,0.0245185,0.3508,0.7083,0.1367,-0.1289,0.112
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2001,10918,-0.1851,0.8773,"(-0.1851,0.8773)",0.2664455,0.1948785,0.0379776,0.42265,0.8773,0.1484,-0.1851,0.1103
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2002,10919,-0.1583,0.8065,"(-0.1583,0.8065)",0.2638808,0.1588899,0.025246,0.398,0.7925,0.1724,-0.1583,0.134
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2002,10919,-0.15,0.8714,"(-0.15,0.8714)",0.3061482,0.2057057,0.0423149,0.48975,0.8714,0.1894,-0.15,0.1314
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2003,10919,-0.1725,0.7451,"(-0.1725,0.7451)",0.2324831,0.154694,0.0239302,0.3699,0.7451,0.1409,-0.1725,0.1001
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2003,10882,-0.1444,0.8493,"(-0.1444,0.8493)",0.3137211,0.2114599,0.0447153,0.507975,0.8493,0.2158,-0.1444,0.1275
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2004,10919,-0.1726,0.7604,"(-0.1726,0.7604)",0.2904141,0.1649278,0.0272012,0.4466,0.7604,0.2019,-0.1726,0.1459
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2004,10919,-0.1997,0.8835,"(-0.1997,0.8835)",0.3453303,0.2167355,0.0469743,0.5492,0.8835,0.247,-0.1997,0.1497
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2005,10919,0.0154,0.8242,"(0.0154,0.8242)",0.2753742,0.1773824,0.0314645,0.4478,0.8242,0.1765,0.0154,0.1174
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2005,10919,-0.022,0.8636,"(-0.022,0.8636)",0.3362783,0.218459,0.0477243,0.54745,0.8636,0.2363,-0.022,0.1349
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2006,10919,-0.0276,0.7947,"(-0.0276,0.7947)",0.2642867,0.1448339,0.0209769,0.40235,0.7802,0.1881,-0.0276,0.1441
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2006,10919,-0.0056,0.8557,"(-0.0056,0.8557)",0.326961,0.2029943,0.0412067,0.5242,0.8557,0.2254,-0.0056,0.1519
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2007,10919,-0.0632,0.8285,"(-0.0632,0.8285)",0.2895349,0.1700476,0.0289162,0.4562,0.8285,0.2004,-0.0632,0.1403
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2007,10919,-0.0618,0.8574,"(-0.0618,0.8574)",0.3611307,0.2271524,0.0515982,0.5921,0.8574,0.2726,-0.0618,0.15195
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2008,10918,-0.1437,0.8517,"(-0.1437,0.8517)",0.2908585,0.1463953,0.0214316,0.423275,0.8065,0.23145,-0.1437,0.1663
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2008,10917,-0.1498,0.8411,"(-0.1498,0.8411)",0.3241933,0.1910789,0.0365111,0.5045,0.8411,0.2433,-0.1498,0.1599
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2009,10919,-0.0414,0.7922,"(-0.0414,0.7922)",0.3262779,0.1750122,0.0306293,0.4876,0.7922,0.2544,-0.0414,0.1707
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2009,10919,-0.1064,0.8675,"(-0.1064,0.8675)",0.3831618,0.2262538,0.0511908,0.60535,0.8675,0.3057,-0.1064,0.17695
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2010,10919,0.0861,0.8099,"(0.0861,0.8099)",0.3008946,0.2000417,0.0400167,0.4926,0.8099,0.1883,0.0861,0.1259
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2010,10919,0.0859,0.8578,"(0.0859,0.8578)",0.3245318,0.2199066,0.0483589,0.5368,0.8578,0.2175,0.0859,0.12505
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2011,10919,-0.1135,0.7481,"(-0.1135,0.7481)",0.3050924,0.1500092,0.0225028,0.44405,0.7481,0.2483,-0.1135,0.1728
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2011,10919,-0.1021,0.849,"(-0.1021,0.849)",0.4041437,0.2184954,0.0477402,0.6244,0.849,0.3526,-0.1021,0.2027
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2012,10919,-0.0996,0.7781,"(-0.0996,0.7781)",0.2722317,0.12063,0.0145516,0.3636,0.6452,0.222,-0.0996,0.1752
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2012,10919,-0.1196,0.8683,"(-0.1196,0.8683)",0.3458884,0.1935249,0.0374519,0.5354,0.8683,0.2625,-0.1196,0.1767
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2013,10919,-0.0239,0.7683,"(-0.0239,0.7683)",0.263419,0.1381624,0.0190888,0.3877,0.7529,0.198,-0.0239,0.14355
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2013,10919,-0.1067,0.8846,"(-0.1067,0.8846)",0.3680008,0.2409517,0.0580577,0.61665,0.8846,0.2692,-0.1067,0.1433
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2014,10919,-0.0418,0.8219,"(-0.0418,0.8219)",0.3170679,0.1824757,0.0332974,0.49465,0.8219,0.2366,-0.0418,0.1486
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2014,10919,-0.0405,0.8834,"(-0.0405,0.8834)",0.4127669,0.2548406,0.0649437,0.67935,0.8834,0.3413,-0.0405,0.1618
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2015,10919,-0.0452,0.7324,"(-0.0452,0.7324)",0.3039109,0.1736485,0.0301538,0.47565,0.7324,0.2355,-0.0452,0.1391
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2015,10919,-0.1675,0.8623,"(-0.1675,0.8623)",0.3773322,0.2473599,0.0611869,0.63385,0.8623,0.2896,-0.1675,0.1354
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2016,10919,0.1018,0.8236,"(0.1018,0.8236)",0.3561118,0.2055635,0.0422563,0.55825,0.8236,0.2822,0.1018,0.159
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2016,10919,0.0966,0.8913,"(0.0966,0.8913)",0.3875315,0.2456088,0.0603237,0.64285,0.8913,0.3028,0.0966,0.14895
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2017,10918,-0.0744,0.8614,"(-0.0744,0.8614)",0.3622268,0.2122084,0.0450324,0.5769,0.8614,0.28195,-0.0744,0.1615
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2017,10919,-0.1421,0.8861,"(-0.1421,0.8861)",0.4041283,0.2501304,0.0625652,0.65625,0.8861,0.3385,-0.1421,0.1573
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2018,10919,-0.0919,0.8122,"(-0.0919,0.8122)",0.3566861,0.2162758,0.0467752,0.58065,0.8122,0.2656,-0.0919,0.1542
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2018,10919,-0.0612,0.8591,"(-0.0612,0.8591)",0.3885887,0.2464413,0.0607333,0.64435,0.8591,0.3032,-0.0612,0.1486
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2019,10919,0.0704,0.8439,"(0.0704,0.8439)",0.3700246,0.2172236,0.0471861,0.59235,0.8439,0.2962,0.0704,0.1599
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2019,10919,-0.0059,0.8871,"(-0.0059,0.8871)",0.4192586,0.2589655,0.0670631,0.6865,0.8871,0.3595,-0.0059,0.1596
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2020,10919,0.0651,0.7738,"(0.0651,0.7738)",0.3678918,0.1706055,0.0291062,0.5245,0.7738,0.3362,0.0651,0.215
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2020,10919,0.0978,0.8645,"(0.0978,0.8645)",0.4676939,0.2259155,0.0510378,0.6952,0.8645,0.4374,0.0978,0.2655
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/01/2021,10919,0.1058,0.7848,"(0.1058,0.7848)",0.3791121,0.2017514,0.0407036,0.5818,0.7848,0.3266,0.1058,0.1841
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0026,_1_km_monthly_NDVI,Hanumangarh,aid0026,01/02/2021,10919,0.1027,0.8649,"(0.1027,0.8649)",0.420304,0.2372316,0.0562788,0.66455,0.8649,0.3698,0.1027,0.1906
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2000,13600,-0.0388,0.7671,"(-0.0388,0.7671)",0.3498097,0.1316318,0.0173269,0.444725,0.7449,0.3137,-0.0388,0.2442
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2001,13601,0.0506,0.732,"(0.0506,0.732)",0.3356601,0.1177875,0.0138739,0.4245,0.6974,0.3092,0.0506,0.2394
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2001,13601,0.0422,0.749,"(0.0422,0.749)",0.3382133,0.1309926,0.0171591,0.4367,0.7357,0.3015,0.0422,0.229
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2002,13601,-0.089,0.699,"(-0.089,0.699)",0.3395887,0.1225899,0.0150283,0.4318,0.699,0.3025,-0.0419,0.2414
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2002,13601,-0.1635,0.7869,"(-0.1635,0.7869)",0.3501369,0.1431527,0.0204927,0.4634,0.7869,0.3037,-0.1112,0.232
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2003,13601,-0.0812,0.7038,"(-0.0812,0.7038)",0.3042621,0.1227896,0.0150773,0.3939,0.6737,0.2635,-0.0634,0.2067
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2003,13599,-0.1754,0.8004,"(-0.1754,0.8004)",0.3494522,0.1683092,0.028328,0.484,0.8004,0.2886,-0.1754,0.20965
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2004,13588,-0.1854,0.7455,"(-0.1854,0.7455)",0.369167,0.1326578,0.0175981,0.468125,0.7455,0.3363,-0.0303,0.2606
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2004,13596,-0.1972,0.7656,"(-0.1972,0.7656)",0.3652733,0.146286,0.0213996,0.477525,0.7656,0.3181,-0.0824,0.2455
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2005,13601,0.0443,0.7463,"(0.0443,0.7463)",0.4051409,0.1235341,0.0152607,0.4967,0.7463,0.3957,0.0443,0.3103
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2005,13601,0.0646,0.7715,"(0.0646,0.7715)",0.393156,0.1357648,0.0184321,0.4934,0.7715,0.3683,0.0646,0.2868
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2006,13601,0.0323,0.7122,"(0.0323,0.7122)",0.3532445,0.118418,0.0140228,0.4372,0.6973,0.3283,0.0323,0.2623
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2006,13601,0.0343,0.7424,"(0.0343,0.7424)",0.3461204,0.1352372,0.0182891,0.439,0.7367,0.3043,0.0343,0.2403
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2007,13601,0.02,0.7709,"(0.02,0.7709)",0.3396239,0.144971,0.0210166,0.4498,0.7709,0.2889,0.02,0.2178
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2007,13601,-0.074,0.7802,"(-0.074,0.7802)",0.3432816,0.1606173,0.0257979,0.4659,0.7802,0.2827,-0.074,0.2113
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2008,13601,0.0618,0.7362,"(0.0618,0.7362)",0.3320082,0.1315056,0.0172937,0.4246,0.7201,0.2877,0.0618,0.2271
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/02/2008,13601,0.063,0.746,"(0.063,0.746)",0.3304757,0.1405782,0.0197622,0.4281,0.741,0.277,0.063,0.2194
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0027,_1_km_monthly_NDVI,Jaipur,aid0027,01/01/2009,13585,-0.184,0.7664,"(-0.184,0.7664)",0.3804668,0.1323127,0.0175066,0.4743,0.7664,0.3496,-0.0163,0.278
