File Name,Dataset,District,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2003,8849,-0.0754,0.7726,"(-0.0754,0.7726)",0.2390885,0.0854869,0.007308,0.2488,0.3322,0.2149,0.1138,0.1932
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2004,8849,-0.1359,0.7121,"(-0.1359,0.7121)",0.3380668,0.103463,0.0107046,0.3863,0.5693,0.3089,0.0852,0.2642
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2004,8849,-0.1172,0.7222,"(-0.1172,0.7222)",0.3184317,0.0988815,0.0097776,0.3627,0.5361,0.2889,0.1063,0.2471
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2005,8794,-0.2,0.7732,"(-0.2,0.7732)",0.4373378,0.1370977,0.0187958,0.533275,0.7732,0.4232,0.0529,0.3377
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2005,8838,-0.1945,0.7635,"(-0.1945,0.7635)",0.3837545,0.1277332,0.0163158,0.4707,0.7328,0.3658,0.031,0.2948
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2006,8821,-0.1883,0.7605,"(-0.1883,0.7605)",0.4072205,0.1318731,0.0173905,0.5013,0.7605,0.385,0.0341,0.3052
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2006,8822,-0.189,0.7505,"(-0.189,0.7505)",0.3481455,0.1196195,0.0143088,0.4188,0.6564,0.31705,0.0227,0.2594
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2007,8811,-0.1981,0.7949,"(-0.1981,0.7949)",0.36404,0.1578029,0.0249018,0.4729,0.7949,0.3124,-0.1093,0.23975
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2007,8813,-0.1981,0.7903,"(-0.1981,0.7903)",0.3292751,0.1412307,0.0199461,0.4125,0.6878,0.2733,-0.0386,0.2288
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2008,8830,-0.2,0.8222,"(-0.2,0.8222)",0.3781871,0.1561186,0.024373,0.4923,0.8222,0.32665,-0.1076,0.2497
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2008,8835,-0.1914,0.7901,"(-0.1914,0.7901)",0.3599798,0.1520646,0.0231237,0.46925,0.7901,0.3053,-0.1077,0.23845
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2009,8846,-0.1601,0.7892,"(-0.1601,0.7892)",0.4213859,0.1265282,0.0160094,0.5019,0.7591,0.4006,0.062,0.325525
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2009,8847,-0.2,0.7632,"(-0.2,0.7632)",0.3488015,0.1158212,0.0134145,0.4015,0.602,0.315,0.0861,0.2675
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2010,8849,-0.1575,0.8151,"(-0.1575,0.8151)",0.3955518,0.1417165,0.0200836,0.4956,0.8151,0.3786,-0.0671,0.2691
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2010,8849,-0.0079,0.7811,"(-0.0079,0.7811)",0.3224349,0.1145809,0.0131288,0.385,0.617,0.2946,0.0514,0.2303
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2011,8843,-0.1847,0.7572,"(-0.1847,0.7572)",0.4561913,0.1144793,0.0131055,0.5398,0.7572,0.4486,0.115,0.3698
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2011,8848,-0.1941,0.7987,"(-0.1941,0.7987)",0.4889143,0.1161874,0.0134995,0.572625,0.7987,0.48745,0.1518,0.4038
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2012,8831,-0.1988,0.7598,"(-0.1988,0.7598)",0.4640626,0.1292648,0.0167094,0.56485,0.7598,0.4541,0.0754,0.3686
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2012,8834,-0.1979,0.7366,"(-0.1979,0.7366)",0.4025371,0.1143472,0.0130753,0.484375,0.7192,0.3928,0.0734,0.3194
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2013,8825,-0.1991,0.7793,"(-0.1991,0.7793)",0.482998,0.1349808,0.0182198,0.5966,0.7793,0.4784,0.0733,0.3815
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2013,8823,-0.1933,0.7593,"(-0.1933,0.7593)",0.46207,0.127611,0.0162846,0.5652,0.7593,0.4571,0.0796,0.3651
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2014,8817,-0.1942,0.8309,"(-0.1942,0.8309)",0.5312571,0.13599,0.0184933,0.6383,0.8309,0.5505,0.1272,0.4319
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2014,8810,-0.1948,0.7787,"(-0.1948,0.7787)",0.5246291,0.1326979,0.0176087,0.632275,0.7787,0.5415,0.1296,0.431025
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2015,8813,-0.1967,0.7853,"(-0.1967,0.7853)",0.5355176,0.1393051,0.0194059,0.6538,0.7853,0.5526,0.1039,0.4319
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2015,8833,-0.1958,0.7842,"(-0.1958,0.7842)",0.4799979,0.1345045,0.0180915,0.5814,0.7842,0.4843,0.0885,0.3791
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2016,8822,-0.2,0.7755,"(-0.2,0.7755)",0.4715931,0.1608998,0.0258887,0.613975,0.7755,0.46995,-0.0981,0.3281
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2016,8831,-0.1967,0.7815,"(-0.1967,0.7815)",0.4659185,0.1664175,0.0276948,0.6149,0.7815,0.4619,-0.1171,0.3147
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2017,8819,-0.1949,0.8267,"(-0.1949,0.8267)",0.5440893,0.1502727,0.0225819,0.67325,0.8267,0.566,0.0677,0.4285
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2017,8842,-0.1914,0.8041,"(-0.1914,0.8041)",0.4813257,0.1373685,0.0188701,0.5829,0.8041,0.4901,0.0696,0.3772
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2018,8845,-0.1937,0.7987,"(-0.1937,0.7987)",0.4569279,0.146004,0.0213172,0.5718,0.7987,0.4411,-0.0152,0.3359
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2018,8849,-0.1561,0.7714,"(-0.1561,0.7714)",0.4032246,0.1319282,0.0174051,0.5012,0.7714,0.3792,-0.0058,0.295
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2019,8849,-0.1361,0.7731,"(-0.1361,0.7731)",0.4988309,0.1258255,0.0158321,0.6028,0.7731,0.4888,0.1133,0.3993
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2019,8849,-0.1783,0.7821,"(-0.1783,0.7821)",0.4587662,0.1254975,0.0157496,0.556,0.7821,0.4411,0.0682,0.3592
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2020,8845,-0.1951,0.8242,"(-0.1951,0.8242)",0.5707295,0.1352459,0.0182915,0.6717,0.8242,0.5984,0.2279,0.4929
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2020,8847,-0.1926,0.8504,"(-0.1926,0.8504)",0.5611333,0.1444776,0.0208738,0.672,0.8504,0.5795,0.1675,0.4683
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/01/2021,8849,-0.1731,0.823,"(-0.1731,0.823)",0.5716232,0.1292365,0.0167021,0.6756,0.823,0.5884,0.194,0.4823
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0009,_1_km_monthly_NDVI,Tonk,aid0009,01/02/2021,8848,-0.1819,0.8183,"(-0.1819,0.8183)",0.5144594,0.1221018,0.0149089,0.6053,0.8183,0.5215,0.1712,0.4303
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2000,15378,-0.1165,0.5827,"(-0.1165,0.5827)",0.2523364,0.0484943,0.0023517,0.2767,0.3622,0.2438,0.1346,0.219625
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2001,15380,-0.1836,0.6264,"(-0.1836,0.6264)",0.2802205,0.0555325,0.0030839,0.3101,0.4135,0.2689,0.1461,0.2411
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2001,15380,-0.026,0.6011,"(-0.026,0.6011)",0.2541746,0.0453266,0.0020545,0.2796,0.3661,0.2455,0.1433,0.2219
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2002,15380,-0.1305,0.7224,"(-0.1305,0.7224)",0.3114649,0.0719259,0.0051733,0.341925,0.4598,0.2955,0.1454,0.2633
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2002,15380,-0.0239,0.6967,"(-0.0239,0.6967)",0.2899021,0.0655546,0.0042974,0.3169,0.4223,0.2764,0.142,0.2466
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2003,15380,-0.1281,0.6214,"(-0.1281,0.6214)",0.2771664,0.0499851,0.0024985,0.306,0.4026,0.2672,0.1484,0.2416
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2003,15379,-0.1447,0.6607,"(-0.1447,0.6607)",0.249656,0.0505291,0.0025532,0.27815,0.3733,0.2394,0.1215,0.2146
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2004,15379,0.0478,0.7042,"(0.0478,0.7042)",0.3275274,0.0850163,0.0072278,0.3707,0.5303,0.3067,0.1157,0.2643
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2004,15380,0.0136,0.7191,"(0.0136,0.7191)",0.3055069,0.0764721,0.005848,0.3427,0.4816,0.2871,0.1206,0.2501
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2005,15378,-0.18,0.7111,"(-0.18,0.7111)",0.3520334,0.0770675,0.0059394,0.3886,0.521,0.3383,0.1727,0.3003
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2005,15380,-0.1414,0.7334,"(-0.1414,0.7334)",0.3159149,0.0719185,0.0051723,0.3462,0.4604,0.3014,0.1558,0.27
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2006,15376,-0.1981,0.773,"(-0.1981,0.773)",0.3705382,0.0838862,0.0070369,0.4129,0.5617,0.3558,0.1671,0.313475
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2006,15380,-0.1567,0.719,"(-0.1567,0.719)",0.331714,0.0743806,0.0055325,0.3643,0.4856,0.3168,0.1671,0.2834
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2007,15375,-0.18,0.7851,"(-0.18,0.7851)",0.3944284,0.0929238,0.0086348,0.4471,0.6256,0.3774,0.1504,0.3281
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2007,15375,-0.1833,0.7744,"(-0.1833,0.7744)",0.3675025,0.0893257,0.0079791,0.41115,0.5703,0.3492,0.146,0.30495
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2008,15380,-0.1291,0.7693,"(-0.1291,0.7693)",0.3648459,0.0875703,0.0076686,0.4072,0.5642,0.347,0.1524,0.3025
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2008,15380,-0.1876,0.7593,"(-0.1876,0.7593)",0.3432022,0.0866285,0.0075045,0.3848,0.5388,0.3233,0.1437,0.2821
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2009,15380,-0.1353,0.793,"(-0.1353,0.793)",0.3481427,0.0813959,0.0066253,0.3872,0.5295,0.3302,0.153,0.2923
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2009,15380,-0.1615,0.7042,"(-0.1615,0.7042)",0.2967356,0.0670418,0.0044946,0.324125,0.4297,0.2833,0.1505,0.2537
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2010,15380,-0.1381,0.7811,"(-0.1381,0.7811)",0.3491322,0.0797101,0.0063537,0.3865,0.5243,0.3308,0.1636,0.2946
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2010,15380,-0.0603,0.7255,"(-0.0603,0.7255)",0.3011069,0.0640023,0.0040963,0.3276,0.4303,0.2873,0.1643,0.2591
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2011,15380,-0.1842,0.7613,"(-0.1842,0.7613)",0.4483724,0.0965255,0.0093172,0.5074,0.7019,0.4374,0.187,0.3777
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2011,15380,-0.0858,0.7889,"(-0.0858,0.7889)",0.4046651,0.0964932,0.0093109,0.462,0.6532,0.3872,0.1472,0.3344
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2012,15380,-0.1806,0.7151,"(-0.1806,0.7151)",0.4026294,0.0845369,0.0071465,0.449,0.6051,0.3892,0.1947,0.3448
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2012,15380,-0.1336,0.7699,"(-0.1336,0.7699)",0.3721224,0.08539,0.0072914,0.4137,0.564,0.3538,0.1672,0.3135
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2013,15379,-0.1954,0.7144,"(-0.1954,0.7144)",0.3925383,0.0823864,0.0067875,0.4412,0.6013,0.3784,0.1751,0.33445
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2013,15379,-0.1954,0.7705,"(-0.1954,0.7705)",0.3866403,0.088001,0.0077442,0.4323,0.5935,0.3688,0.1648,0.3248
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2014,15380,-0.0868,0.8332,"(-0.0868,0.8332)",0.4472019,0.0957627,0.0091705,0.5058,0.6977,0.4306,0.1911,0.3775
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2014,15380,0.0041,0.8173,"(0.0041,0.8173)",0.4241523,0.1014135,0.0102847,0.4832,0.6848,0.4048,0.1506,0.3488
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2015,15380,-0.1712,0.786,"(-0.1712,0.786)",0.4187579,0.0922692,0.0085136,0.4688,0.6416,0.4012,0.182,0.3536
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2015,15380,-0.0918,0.8187,"(-0.0918,0.8187)",0.3895829,0.0979201,0.0095883,0.437825,0.6117,0.3687,0.157,0.3216
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2016,15376,-0.1796,0.802,"(-0.1796,0.802)",0.384406,0.0892052,0.0079576,0.429125,0.5906,0.3672,0.1648,0.3213
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2016,15380,-0.1829,0.8077,"(-0.1829,0.8077)",0.3661561,0.0929966,0.0086484,0.4079,0.5663,0.34595,0.1642,0.3023
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2017,15375,-0.2,0.8272,"(-0.2,0.8272)",0.4399373,0.1007622,0.010153,0.4989,0.6964,0.4226,0.1708,0.3666
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2017,15380,-0.1488,0.8181,"(-0.1488,0.8181)",0.4003923,0.1028857,0.0105855,0.454925,0.6457,0.3762,0.1408,0.3273
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2018,15380,-0.1853,0.8179,"(-0.1853,0.8179)",0.4340866,0.0997058,0.0099413,0.4941,0.6928,0.4178,0.1755,0.3616
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2018,15380,-0.1313,0.7941,"(-0.1313,0.7941)",0.3778334,0.0943956,0.0089105,0.423825,0.5902,0.3554,0.1492,0.3127
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2019,15380,-0.1227,0.7792,"(-0.1227,0.7792)",0.3886904,0.0848361,0.0071972,0.4298,0.5774,0.3705,0.1902,0.3314
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2019,15380,-0.1332,0.8154,"(-0.1332,0.8154)",0.3741433,0.0929139,0.008633,0.4101,0.556,0.3498,0.1777,0.3127
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2020,15380,-0.1971,0.8397,"(-0.1971,0.8397)",0.482316,0.1015476,0.0103119,0.546425,0.7511,0.4677,0.2057,0.4099
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2020,15380,-0.1618,0.8464,"(-0.1618,0.8464)",0.4333178,0.1055228,0.0111351,0.4931,0.6977,0.411,0.1636,0.3567
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/01/2021,15379,-0.1923,0.8655,"(-0.1923,0.8655)",0.4744679,0.1073231,0.0115182,0.5384,0.75,0.4574,0.1948,0.39705
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0010,_1_km_monthly_NDVI,Udaipur,aid0010,01/02/2021,15380,-0.1146,0.8038,"(-0.1146,0.8038)",0.416592,0.0986951,0.0097407,0.4722,0.6612,0.3958,0.1645,0.3462
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2000,10552,0.0428,0.6606,"(0.0428,0.6606)",0.2248538,0.0542662,0.0029448,0.2415,0.3151,0.2138,0.1194,0.1924
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2001,10552,0.0281,0.7074,"(0.0281,0.7074)",0.2454369,0.0615421,0.0037874,0.264,0.3478,0.2317,0.1253,0.2081
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2001,10552,0.056,0.6957,"(0.056,0.6957)",0.2326298,0.0607606,0.0036919,0.2473,0.3227,0.2183,0.1218,0.197
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2002,10552,0.0519,0.7659,"(0.0519,0.7659)",0.2693583,0.0717477,0.0051477,0.293125,0.3969,0.2496,0.1225,0.2239
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2002,10552,0.0533,0.809,"(0.0533,0.809)",0.2557405,0.0750337,0.00563,0.277,0.378,0.2346,0.1092,0.2095
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2003,10552,0.052,0.6592,"(0.052,0.6592)",0.205496,0.0439578,0.0019323,0.221725,0.2861,0.1996,0.1156,0.1788
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2003,10552,0.0511,0.707,"(0.0511,0.707)",0.1907063,0.046652,0.0021764,0.2052,0.2676,0.183,0.104,0.1636
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2004,10552,0.0331,0.7165,"(0.0331,0.7165)",0.2498053,0.0498651,0.0024865,0.2673,0.3394,0.2398,0.1473,0.2192
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2004,10552,0.0687,0.7391,"(0.0687,0.7391)",0.2400303,0.0499901,0.002499,0.2553,0.3217,0.22935,0.147,0.2109
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2005,10545,-0.1881,0.7016,"(-0.1881,0.7016)",0.2689186,0.080042,0.0064067,0.2935,0.4062,0.2453,0.1078,0.2183
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2005,10551,-0.1762,0.7419,"(-0.1762,0.7419)",0.2509062,0.0771631,0.0059542,0.27245,0.376,0.2281,0.1017,0.2034
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2006,10552,-0.0791,0.7225,"(-0.0791,0.7225)",0.264994,0.0663241,0.0043989,0.2877,0.3823,0.2496,0.1335,0.2245
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2006,10552,-0.1272,0.7178,"(-0.1272,0.7178)",0.244088,0.0583172,0.0034009,0.2598,0.333,0.2314,0.1382,0.2109
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2007,10548,-0.133,0.7075,"(-0.133,0.7075)",0.2620107,0.0713265,0.0050875,0.2848,0.3862,0.2456,0.1161,0.2171
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2007,10548,-0.1247,0.7845,"(-0.1247,0.7845)",0.2531788,0.0695135,0.0048321,0.2753,0.3726,0.2377,0.1142,0.2104
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2008,10552,0.0302,0.7369,"(0.0302,0.7369)",0.2469373,0.060307,0.0036369,0.2593,0.3284,0.2323,0.1449,0.213175
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2008,10552,-0.0069,0.7622,"(-0.0069,0.7622)",0.2406542,0.0607044,0.003685,0.251525,0.3175,0.2257,0.1415,0.2075
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2009,10552,0.0038,0.7307,"(0.0038,0.7307)",0.2586396,0.0636337,0.0040492,0.2775,0.3629,0.243,0.1397,0.2204
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2009,10552,0.0386,0.6943,"(0.0386,0.6943)",0.2297172,0.0518026,0.0026835,0.2418,0.3021,0.219,0.1418,0.2016
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2010,10552,-0.036,0.7388,"(-0.036,0.7388)",0.2177551,0.0514947,0.0026517,0.2316,0.2936,0.2091,0.1289,0.1902
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2010,10552,-0.0103,0.7376,"(-0.0103,0.7376)",0.1994601,0.0459805,0.0021142,0.2115,0.2642,0.1921,0.1245,0.1762
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/01/2011,10551,-0.0922,0.7005,"(-0.0922,0.7005)",0.3290407,0.0700986,0.0049138,0.36135,0.4777,0.3178,0.1692,0.2837
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0011,_1_km_monthly_NDVI,Ajmer,aid0011,01/02/2011,10552,-0.0375,0.8107,"(-0.0375,0.8107)",0.3642978,0.0898015,0.0080643,0.4117,0.5761,0.351,0.1386,0.302
