,District,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile
921,JAIPUR,13601,0.0646,0.7715,0.393156,0.1357648,0.0184321,0.4934,0.7715,0.3683,0.0646,0.2868,2005,Rabi       ,155445,464550,2.988516839,13601,0.0443,0.7463,0.4051409,0.1235341,0.0152607,0.4967,0.7463,0.3957,0.0443,0.3103,13601,0.039,0.5661,0.2604963,0.0997603,0.0099521,0.3313,0.5555,0.2376,0.039,0.1814,13601,0.0297,0.6096,0.2590711,0.0880219,0.0077478,0.3203,0.5142,0.2485,0.0297,0.191
923,JAIPUR,13601,0.0343,0.7424,0.3461204,0.1352372,0.0182891,0.439,0.7367,0.3043,0.0343,0.2403,2006,Rabi       ,139818,387943,2.774628446,13601,0.0323,0.7122,0.3532445,0.118418,0.0140228,0.4372,0.6973,0.3283,0.0323,0.2623,13601,0.0154,0.5451,0.2307083,0.0960194,0.0092197,0.2943,0.5021,0.1959,0.0154,0.1555,13601,0.0226,0.5499,0.2270437,0.0805218,0.0064838,0.2824,0.4595,0.2068,0.0226,0.1643
925,JAIPUR,13601,-0.074,0.7802,0.3432816,0.1606173,0.0257979,0.4659,0.7802,0.2827,-0.074,0.2113,2007,Rabi       ,136066,352372,2.589713815,13601,0.02,0.7709,0.3396239,0.144971,0.0210166,0.4498,0.7709,0.2889,0.02,0.2178,13601,-0.0335,0.6256,0.2240453,0.1124055,0.012635,0.3036,0.5562,0.1735,-0.0335,0.1352,13601,0.0139,0.5922,0.2243864,0.1032923,0.0106693,0.2987,0.5359,0.1837,0.0139,0.1403
927,JAIPUR,13601,0.063,0.746,0.3304757,0.1405782,0.0197622,0.4281,0.741,0.277,0.063,0.2194,2008,Rabi       ,132008,288950,2.188882492,13601,0.0618,0.7362,0.3320082,0.1315056,0.0172937,0.4246,0.7201,0.2877,0.0618,0.2271,13601,0.0498,0.5453,0.2195698,0.1015082,0.0103039,0.2867,0.5077,0.1774,0.0498,0.1391,13601,0.0431,0.6156,0.2156131,0.0910977,0.0082988,0.275,0.4709,0.1807,0.0431,0.1444
929,JAIPUR,13600,-0.1528,0.7637,0.3639919,0.1466662,0.021511,0.4678,0.7637,0.3152,-0.068,0.2504,2009,Rabi       ,136789,425084,3.107589061,13585,-0.184,0.7664,0.3804668,0.1323127,0.0175066,0.4743,0.7664,0.3496,-0.0163,0.278,13600,-0.072,0.5631,0.2461114,0.1090604,0.0118942,0.318,0.5513,0.2031,-0.0519,0.1623,13585,-0.0816,0.5608,0.2497339,0.0965766,0.009327,0.3097,0.5102,0.2196,-0.0119,0.1759
931,JAIPUR,13601,0.046,0.7583,0.3327439,0.1576696,0.0248597,0.4465,0.7583,0.272,0.046,0.206,2010,Rabi       ,139226,447502,3.214212863,13601,-0.019,0.744,0.3530374,0.1511778,0.0228547,0.4734,0.744,0.3086,-0.019,0.225,13601,0.0271,0.5285,0.2108967,0.1083141,0.0117319,0.2863,0.5285,0.1655,0.0271,0.1229,13601,-0.0195,0.5734,0.2253854,0.1070765,0.0114654,0.3071,0.5545,0.1878,-0.0195,0.1338
933,JAIPUR,13589,-0.1823,0.7835,0.4678284,0.1368747,0.0187347,0.574,0.7835,0.459,0.0521,0.3648,2011,Rabi       ,158861,590946,3.719893492,13570,-0.1756,0.7448,0.4264003,0.1156678,0.013379,0.508875,0.7448,0.4206,0.0967,0.3431,13589,-0.0916,0.5985,0.305826,0.105112,0.0110485,0.3832,0.5985,0.2939,-0.0148,0.2233,13570,-0.1382,0.5429,0.2634842,0.0837997,0.0070224,0.319475,0.497,0.2527,0.0273,0.2011
935,JAIPUR,13601,-0.1867,0.7448,0.3812759,0.131667,0.0173362,0.4698,0.7448,0.3554,-0.0057,0.2796,2012,Rabi       ,148076,461366,3.115737864,13596,-0.1788,0.7324,0.4010007,0.1232562,0.0151921,0.489025,0.7324,0.3881,0.0397,0.3061,13601,-0.139,0.5667,0.2481956,0.0937723,0.0087933,0.3045,0.4958,0.2235,-0.0128,0.1769,13596,-0.1255,0.5872,0.2618719,0.0886012,0.0078502,0.32,0.5079,0.246,0.0072,0.1946
937,JAIPUR,13574,-0.1847,0.7831,0.4180732,0.145972,0.0213078,0.5258,0.7831,0.3992,-0.0256,0.3052,2013,Rabi       ,151092,510277,3.377260212,13567,-0.1847,0.7124,0.3871709,0.1106414,0.0122415,0.46925,0.7124,0.3818,0.063,0.3041,13574,-0.0681,0.6276,0.2834641,0.1108305,0.0122834,0.359375,0.6026,0.2607,-0.0403,0.1971,13567,-0.0769,0.5241,0.2461228,0.0749746,0.0056212,0.29875,0.4622,0.2371,0.0288,0.1895
939,JAIPUR,13601,0.0109,0.8109,0.4711538,0.1444569,0.0208678,0.586,0.8109,0.4591,0.0283,0.3594,2014,Rabi       ,153563,473829,3.085567487,13601,-0.0837,0.7778,0.438339,0.1244305,0.0154829,0.5353,0.7778,0.4349,0.0617,0.3435,13601,0.0061,0.6735,0.3068662,0.1133491,0.012848,0.3921,0.6608,0.2943,0.0061,0.2129,13601,-0.0449,0.5554,0.2687256,0.08698,0.0075655,0.3336,0.5356,0.2616,-0.0003,0.1983
941,JAIPUR,13601,-0.0293,0.7788,0.4103203,0.1394253,0.0194394,0.5144,0.7788,0.386,-0.0155,0.3017,2015,Rabi       ,157649,502927,3.1901693,13601,-0.1707,0.7563,0.4142637,0.1265687,0.0160196,0.5093,0.7563,0.4,0.0343,0.318,13601,-0.0141,0.6022,0.267273,0.1037078,0.0107553,0.3399,0.5716,0.2438,-0.0141,0.1846,13601,-0.0623,0.596,0.2603538,0.0914337,0.0083601,0.3253,0.5298,0.2434,-0.0073,0.1886
943,JAIPUR,13601,0.0624,0.7909,0.3659566,0.1473561,0.0217138,0.4661,0.7909,0.3177,0.0624,0.2483,2016,Rabi       ,150350,477120,3.173395411,13601,0.063,0.7413,0.3596228,0.128839,0.0165995,0.447,0.7284,0.3218,0.063,0.2582,13601,0.0366,0.543,0.2283579,0.100655,0.0101314,0.2914,0.5044,0.1921,0.0366,0.1494,13601,0.0413,0.5439,0.229839,0.0889805,0.0079175,0.2835,0.4657,0.2004,0.0413,0.162
945,JAIPUR,13601,0.0175,0.7985,0.4104161,0.1363857,0.0186011,0.5015,0.7929,0.3926,0.0175,0.3065,2017,Rabi       ,157232,569358,3.621133103,13601,0.0293,0.7802,0.4225603,0.1269835,0.0161248,0.5167,0.7802,0.4125,0.0514,0.3249,13601,0.0077,0.5801,0.2592866,0.0956161,0.0091424,0.3196,0.5221,0.2416,0.0077,0.184,13601,0.0207,0.6269,0.2708939,0.0926021,0.0085752,0.3349,0.5409,0.2569,0.0207,0.1975
947,JAIPUR,13601,0.0503,0.7825,0.339904,0.1331623,0.0177322,0.4071,0.6554,0.2949,0.0503,0.2415,2018,Rabi       ,140904,512683,3.63852694,13601,-0.0328,0.7657,0.3514838,0.1234107,0.0152302,0.4209,0.6635,0.3161,0.047,0.259,13601,0.0345,0.5824,0.2198645,0.0956956,0.0091576,0.2653,0.437,0.1834,0.0345,0.1508,13601,-0.0228,0.5551,0.222684,0.0870058,0.00757,0.2678,0.4307,0.1926,0.0289,0.1592
949,JAIPUR,13601,0.0559,0.7896,0.392771,0.1337643,0.0178929,0.4774,0.7559,0.3628,0.0559,0.2912,2019,Rabi       ,139519,530407,3.801682925,13601,0.0452,0.7507,0.3906766,0.1179571,0.0139139,0.4669,0.712,0.3708,0.0604,0.303,13601,0.0346,0.5849,0.2535342,0.0967562,0.0093618,0.309,0.5051,0.2286,0.0346,0.1782,13601,0.0308,0.5838,0.242186,0.0832181,0.0069252,0.2894,0.4538,0.2229,0.0308,0.1798
951,JAISALMER,45852,-0.1827,0.4453,0.0987234,0.0210022,0.0004411,0.1092,0.1449,0.0962,0.0521,0.0854,2001,Rabi       ,11003,26426,2.401708625,45851,-0.1321,0.4222,0.102867,0.02214,0.0004902,0.1158,0.1575,0.1005,0.0474,0.0879,45852,-0.0953,0.322,0.0712743,0.0152804,0.0002335,0.0791,0.1052,0.0693,0.0357,0.0617,45851,-0.0593,0.3108,0.0729443,0.0153972,0.0002371,0.0821,0.1113,0.071,0.0334,0.0626
953,JAISALMER,45853,-0.0682,0.4214,0.1154827,0.0263279,0.0006932,0.1285,0.1738,0.112,0.0542,0.0983,2002,Rabi       ,11448,31975,2.793064291,45852,0.0023,0.4774,0.1245177,0.0279353,0.0007804,0.14,0.1911,0.1215,0.0556,0.1059,45853,-0.0154,0.3101,0.0836451,0.0199678,0.0003987,0.0933,0.127,0.0807,0.0379,0.0708,45852,0.0006,0.353,0.0882645,0.0203827,0.0004155,0.0989,0.1347,0.0857,0.0392,0.075
955,JAISALMER,45852,0.0365,0.5009,0.0802449,0.019102,0.0003649,0.0843,0.1038,0.0776,0.0518,0.0713,2003,Rabi       ,7486,20280,2.709056906,45853,-0.0012,0.3889,0.0854227,0.0172858,0.0002988,0.0915,0.1144,0.0836,0.0534,0.0762,45852,0.0209,0.3756,0.0587844,0.014627,0.0002139,0.0623,0.0782,0.0565,0.0358,0.0517,45853,-0.0004,0.2894,0.0613074,0.0119875,0.0001437,0.0654,0.0807,0.06,0.0399,0.0552
957,JAISALMER,45853,-0.0726,0.5117,0.1365578,0.0422013,0.0017809,0.1566,0.2302,0.1284,0.0413,0.1075,2004,Rabi       ,5377,15023,2.79393714,45853,0.0491,0.5799,0.1432397,0.0409049,0.0016732,0.1645,0.2396,0.1375,0.0491,0.1144,45853,-0.0138,0.3722,0.0967704,0.0297776,0.0008867,0.111,0.163,0.0909,0.0243,0.0763,45853,0.0249,0.4272,0.1020667,0.02955,0.0008732,0.1171,0.1706,0.0974,0.0299,0.0814
959,JAISALMER,45853,0.0327,0.5716,0.0913557,0.0289525,0.0008382,0.0963,0.1243,0.0858,0.0496,0.0776,2005,Rabi       ,4821,13686,2.838830118,45853,0.0142,0.5442,0.0942192,0.0266726,0.0007114,0.1014,0.133,0.0897,0.0489,0.0803,45853,0.0202,0.4171,0.0666729,0.0214132,0.0004585,0.0704,0.0912,0.0624,0.0357,0.0565,45853,0.0073,0.4042,0.0669767,0.0191558,0.0003669,0.0721,0.0949,0.0637,0.0341,0.0569
961,JAISALMER,45853,-0.0983,0.5557,0.1006336,0.0373279,0.0013934,0.1061,0.1434,0.0936,0.0444,0.0812,2006,Rabi       ,13015,35942,2.761582789,45853,-0.0585,0.5064,0.0978268,0.0313325,0.0009817,0.1066,0.1468,0.0927,0.0405,0.0798,45853,-0.0228,0.4477,0.0735228,0.0281563,0.0007928,0.0773,0.105,0.0684,0.0324,0.0588,45853,-0.0146,0.4092,0.0715688,0.0233829,0.0005468,0.0781,0.1081,0.0681,0.0288,0.0581
963,JAISALMER,45842,-0.1988,0.6338,0.1267359,0.04594,0.0021105,0.1354,0.184,0.1177,0.0561,0.103,2007,Rabi       ,13030,19197,1.473292402,45838,-0.1988,0.5783,0.1260935,0.038955,0.0015175,0.1392,0.1911,0.1208,0.0545,0.1046,45842,-0.0836,0.5089,0.0913119,0.0342965,0.0011763,0.0976,0.1339,0.0845,0.0371,0.0734,45838,-0.1038,0.4092,0.0884043,0.0274423,0.0007531,0.0976,0.1342,0.0843,0.0366,0.0732
965,JAISALMER,45850,-0.126,0.5574,0.1080898,0.0374743,0.0014043,0.1147,0.1532,0.1001,0.0512,0.089,2008,Rabi       ,9696,8987,0.926877063,45850,-0.145,0.53,0.1137299,0.0330789,0.0010942,0.1247,0.1689,0.1083,0.0532,0.0952,45850,-0.0457,0.407,0.0771529,0.0274462,0.0007533,0.0818,0.1098,0.0711,0.0353,0.0631,45850,-0.0567,0.4144,0.0800964,0.0237577,0.0005644,0.0875,0.1181,0.0763,0.0368,0.0671
967,JAISALMER,45853,0.0391,0.5908,0.1104403,0.0462763,0.0021415,0.1114,0.1454,0.099,0.0549,0.0887,2009,Rabi       ,9521,7878,0.827434093,45853,0.0358,0.604,0.1051186,0.0402592,0.0016208,0.1091,0.1439,0.0959,0.0511,0.0859,45853,0.0229,0.4747,0.0784669,0.0334821,0.001121,0.0781,0.1004,0.07,0.0409,0.0632,45853,0.0205,0.417,0.0732571,0.0288695,0.0008334,0.0761,0.1011,0.0666,0.0344,0.0594
969,JAISALMER,45853,0.0335,0.6403,0.0916294,0.0339461,0.0011523,0.0961,0.1268,0.0848,0.045,0.0756,2010,Rabi       ,10768,12725,1.181742199,45853,0.0374,0.5873,0.0959233,0.0305759,0.0009349,0.1013,0.1313,0.0908,0.0525,0.0813,45853,0.0205,0.4681,0.0662495,0.0246957,0.0006099,0.0696,0.0924,0.0613,0.0326,0.0544,45853,0.0224,0.4267,0.0682998,0.0217664,0.0004738,0.0722,0.0938,0.0647,0.0362,0.0578
971,JAISALMER,45853,-0.1655,0.6731,0.1468992,0.046866,0.0021964,0.1587,0.2133,0.1392,0.0677,0.1223,2011,Rabi       ,15127,51937,3.433397237,45849,-0.1695,0.6003,0.1547778,0.0379153,0.0014376,0.1733,0.2351,0.1523,0.0703,0.1321,45853,-0.0666,0.4938,0.1005183,0.0333564,0.0011126,0.1065,0.1395,0.0947,0.0515,0.0845,45849,-0.0736,0.4308,0.1045454,0.0248926,0.0006196,0.1157,0.153,0.1028,0.0535,0.0908
973,JAISALMER,45845,-0.1804,0.583,0.150953,0.0452293,0.0020457,0.1667,0.2301,0.1433,0.0651,0.1244,2012,Rabi       ,14076,18403,1.307402671,45842,-0.1638,0.599,0.1558929,0.0404112,0.0016331,0.175,0.241,0.1509,0.0651,0.131,45845,-0.0983,0.4314,0.1083522,0.0336626,0.0011332,0.1198,0.1663,0.1024,0.0447,0.0888,45842,-0.0789,0.4286,0.1107843,0.0287672,0.0008276,0.1251,0.1731,0.107,0.0451,0.0931
975,JAISALMER,45853,0.0575,0.6911,0.1376546,0.0528391,0.002792,0.1492,0.2107,0.1255,0.0575,0.1082,2013,Rabi       ,13424,17467,1.301176996,45853,0.0571,0.6206,0.1410633,0.0365363,0.0013349,0.1579,0.217,0.1364,0.0606,0.1185,45853,0.033,0.5606,0.0936495,0.0377047,0.0014216,0.1025,0.1479,0.0845,0.033,0.0722,45853,0.037,0.4994,0.099572,0.0262115,0.000687,0.1117,0.1541,0.0957,0.0422,0.0834
977,JAISALMER,45853,0.0571,0.6746,0.1282057,0.0488788,0.0023891,0.1353,0.1825,0.1182,0.0571,0.1038,2014,Rabi       ,13709,18128,1.322342986,45853,0.0558,0.6068,0.1267975,0.0379447,0.0014398,0.1375,0.1834,0.1215,0.0622,0.1069,45853,0.034,0.508,0.0910955,0.0358337,0.0012841,0.0958,0.1297,0.0834,0.0414,0.0732,45853,0.0355,0.4719,0.0891755,0.0273816,0.0007498,0.0964,0.1283,0.0851,0.0434,0.0751
979,JAISALMER,45853,0.0441,0.6293,0.1109202,0.04745,0.0022515,0.1159,0.1591,0.0984,0.0441,0.0871,2015,Rabi       ,10318,10022,0.97131227,45853,0.045,0.654,0.1104973,0.0423969,0.0017975,0.118,0.1607,0.1019,0.0473,0.0895,45853,0.0273,0.4513,0.0797132,0.0342315,0.0011718,0.0831,0.1138,0.0704,0.0319,0.0626,45853,0.0285,0.4869,0.0780511,0.0302069,0.0009125,0.0829,0.112,0.0715,0.0345,0.0635
981,JAISALMER,45853,-0.1475,0.7256,0.1394256,0.0536174,0.0028748,0.15,0.208,0.1285,0.061,0.1113,2016,Rabi       ,12514,17427,1.392600288,45851,-0.1722,0.6936,0.141853,0.0478838,0.0022929,0.1552,0.214,0.1346,0.059,0.116,45853,-0.0768,0.5555,0.098719,0.0381396,0.0014546,0.1061,0.1467,0.0911,0.0425,0.079,45851,-0.0966,0.5376,0.0996779,0.0337075,0.0011362,0.1089,0.1492,0.095,0.0417,0.082
983,JAISALMER,45853,0.0486,0.6922,0.1220352,0.052683,0.0027755,0.1301,0.1841,0.1093,0.0486,0.0941,2017,Rabi       ,9989,13824,1.383922315,45853,0.0496,0.727,0.1291687,0.0474507,0.0022516,0.1401,0.1939,0.1209,0.052,0.1042,45853,0.0299,0.509,0.0871699,0.0377891,0.001428,0.0922,0.1297,0.0781,0.0299,0.0672,45853,0.0302,0.5462,0.0885847,0.033156,0.0010993,0.0965,0.1346,0.0831,0.0353,0.0711
985,JAISALMER,45853,0.0503,0.64,0.1271301,0.0502446,0.0025245,0.1363,0.1912,0.1125,0.0503,0.0997,2018,Rabi       ,8983,16116,1.794055438,45853,0.0541,0.6458,0.125497,0.0420843,0.0017711,0.1359,0.1855,0.1165,0.0541,0.1028,45853,0.0315,0.496,0.0909436,0.0370652,0.0013738,0.0975,0.1375,0.0799,0.0315,0.0708,45853,0.033,0.4862,0.0873232,0.0293889,0.0008637,0.0951,0.1306,0.0809,0.0369,0.0714
987,JAISALMER,45853,0.0346,0.6578,0.1127716,0.058748,0.0034513,0.1178,0.1716,0.0943,0.0346,0.0819,2019,Rabi       ,7882,14209,1.802715047,45853,0.0416,0.6063,0.1097168,0.0420992,0.0017723,0.1185,0.1663,0.0999,0.0416,0.0866,45853,0.0204,0.4926,0.0797872,0.0424555,0.0018025,0.0826,0.1202,0.0663,0.0204,0.0575,45853,0.0249,0.4303,0.0764145,0.0294464,0.0008671,0.0828,0.1168,0.0697,0.0261,0.0601
989,JHALAWAR,7796,0.1492,0.7702,0.3133347,0.1063278,0.0113056,0.3582,0.5407,0.287,0.1492,0.236375,2001,Rabi       ,45144,86361,1.913011696,7796,0.1588,0.7296,0.3377733,0.1074872,0.0115535,0.388,0.5821,0.3122,0.1588,0.2586,7796,0.0604,0.5184,0.1825881,0.0766375,0.0058733,0.2089,0.3277,0.1628,0.0604,0.1295,7796,0.0668,0.4895,0.1971694,0.0755458,0.0057072,0.226525,0.3507,0.1791,0.0668,0.1437
991,JHALAWAR,7796,0.152,0.7364,0.3419809,0.1201771,0.0144425,0.413225,0.6627,0.3166,0.152,0.246475,2002,Rabi       ,48161,121599,2.524843753,7796,0.1533,0.7163,0.3641471,0.123353,0.015216,0.4482,0.7163,0.33905,0.1533,0.2645,7796,0.0628,0.5295,0.2010666,0.0871974,0.0076034,0.2465,0.4144,0.18075,0.0628,0.134275,7796,0.0631,0.4941,0.2189102,0.0885337,0.0078382,0.2742,0.462,0.1998,0.0631,0.1489
993,JHALAWAR,7796,0.1292,0.7429,0.286297,0.0937406,0.0087873,0.3181,0.4582,0.2661,0.1292,0.224675,2003,Rabi       ,21558,48080,2.230262548,7796,0.1464,0.6805,0.2994254,0.0814068,0.0066271,0.3339,0.4676,0.28535,0.1464,0.244575,7796,0.0409,0.571,0.1550098,0.0661944,0.0043817,0.1723,0.2608,0.14095,0.0409,0.1133,7796,0.0577,0.489,0.1661797,0.0559454,0.0031299,0.1858,0.2701,0.15655,0.0577,0.1296
995,JHALAWAR,7796,0.1351,0.7682,0.3690784,0.123106,0.0151551,0.4439,0.6961,0.3396,0.1351,0.2756,2004,Rabi       ,34651,96196,2.776139217,7796,0.0955,0.743,0.3937367,0.1213742,0.0147317,0.465825,0.7091,0.36725,0.0955,0.3036,7796,0.0462,0.5209,0.2168144,0.0923036,0.00852,0.261025,0.4273,0.1906,0.0462,0.1501,7796,0.0288,0.5306,0.2189136,0.0846583,0.007167,0.2615,0.4144,0.197,0.0288,0.1595
997,JHALAWAR,7796,-0.1654,0.7542,0.3856283,0.1232466,0.0151897,0.4766,0.7542,0.3718,0.1405,0.2857,2005,Rabi       ,49431,161194,3.260990067,7796,-0.0198,0.7657,0.423852,0.138953,0.0193079,0.5282,0.7657,0.4081,0.0324,0.3117,7796,-0.0213,0.5791,0.2268807,0.0913015,0.008336,0.288225,0.4877,0.212,-0.0213,0.155075,7796,-0.0051,0.577,0.2484669,0.1010696,0.0102151,0.312025,0.5258,0.2299,-0.0051,0.1693
999,JHALAWAR,7795,0.1517,0.7534,0.3335478,0.1188714,0.0141304,0.3849,0.5931,0.3004,0.1517,0.246,2006,Rabi       ,37166,102947,2.769924124,7795,-0.0135,0.7377,0.3682117,0.1224018,0.0149822,0.43145,0.663,0.34,0.1446,0.277,7795,0.0617,0.5448,0.2041622,0.0912425,0.0083252,0.23475,0.3753,0.1769,0.0617,0.1409,7795,-0.0035,0.5614,0.2186487,0.0878759,0.0077222,0.2547,0.4027,0.1969,0.0517,0.1559
1001,JHALAWAR,7795,0.091,0.8096,0.4041307,0.1307898,0.017106,0.50315,0.8096,0.3949,0.091,0.2948,2007,Rabi       ,72456,235175,3.245762946,7796,-0.0168,0.7811,0.4385924,0.1454142,0.0211453,0.5552,0.7811,0.42815,-0.0168,0.3174,7795,0.0298,0.5661,0.2363444,0.0898581,0.0080745,0.30205,0.5107,0.2256,0.0298,0.16275,7796,-0.0044,0.5712,0.2709861,0.107759,0.011612,0.3508,0.5712,0.25595,-0.0044,0.1822
1003,JHALAWAR,7796,0.1261,0.7551,0.3588364,0.1231338,0.0151619,0.439025,0.7094,0.33205,0.1261,0.258175,2008,Rabi       ,57376,164458,2.866320413,7795,0.1244,0.7686,0.4002672,0.1323931,0.0175279,0.4924,0.7686,0.3751,0.1244,0.29405,7796,0.058,0.5422,0.2240931,0.092477,0.008552,0.2754,0.4605,0.19795,0.058,0.1517,7795,0.044,0.5598,0.237241,0.0911808,0.0083139,0.29315,0.4826,0.2149,0.044,0.16645
1005,JHALAWAR,7796,-0.0365,0.7472,0.3969798,0.1289537,0.016629,0.49045,0.7472,0.378,0.1647,0.292375,2009,Rabi       ,58810,163674,2.783098113,7796,-0.0729,0.7891,0.4620373,0.1382934,0.0191251,0.5696,0.7891,0.4549,0.18,0.3526,7796,-0.0109,0.537,0.2265551,0.090227,0.0081409,0.2798,0.4641,0.2081,-0.0109,0.1567,7796,-0.0225,0.5366,0.2570832,0.0955829,0.0091361,0.3242,0.5366,0.2419,-0.0225,0.181
1007,JHALAWAR,7796,0.0194,0.8103,0.4263187,0.1242538,0.015439,0.5165,0.7968,0.42375,0.1236,0.32905,2010,Rabi       ,67915,226609,3.336656114,7796,0.1098,0.8212,0.5187188,0.1387659,0.019256,0.6355,0.8212,0.5347,0.1098,0.4106,7796,0.0051,0.5527,0.2372239,0.0874389,0.0076456,0.2948,0.4846,0.23005,0.0051,0.1669,7796,0.0294,0.577,0.29649,0.1014857,0.0102994,0.379025,0.577,0.3012,0.0294,0.2114
1009,JHALAWAR,7796,0.1323,0.7979,0.39728,0.1326757,0.0176028,0.4734,0.7392,0.37095,0.1323,0.2959,2011,Rabi       ,70511,222286,3.152501028,7796,-0.1062,0.8035,0.4480222,0.1293646,0.0167352,0.5413,0.8035,0.43615,0.1368,0.3448,7796,0.0786,0.5838,0.2398036,0.1029657,0.0106019,0.2925,0.4882,0.21175,0.0786,0.162,7796,-0.0322,0.5715,0.2530782,0.0950917,0.0090424,0.3138,0.517,0.2338,0.0461,0.178075
1011,JHALAWAR,7796,-0.1153,0.793,0.4576312,0.1403912,0.0197097,0.576925,0.793,0.4563,0.1156,0.3384,2012,Rabi       ,87563,330747,3.777246097,7795,-0.0536,0.8013,0.4893063,0.1384768,0.0191758,0.60975,0.8013,0.4941,0.0212,0.37305,7796,-0.0259,0.573,0.2810605,0.1046092,0.0109431,0.364625,0.573,0.2719,-0.0259,0.1905,7795,-0.011,0.5988,0.3010005,0.1024632,0.0104987,0.3854,0.5988,0.2967,-0.011,0.2134
1013,JHALAWAR,7795,-0.0653,0.8312,0.4763101,0.1474475,0.0217408,0.59725,0.8312,0.4677,0.1345,0.3555,2013,Rabi       ,86055,279018,3.242321771,7795,-0.1158,0.8118,0.4853221,0.1455996,0.0211993,0.6112,0.8118,0.4855,0.0667,0.3649,7795,-0.0174,0.6354,0.2972505,0.113883,0.0129693,0.3819,0.6354,0.2826,-0.0174,0.2024,7795,-0.0257,0.5958,0.3005913,0.105294,0.0110868,0.3829,0.5958,0.2922,-0.0257,0.2132
1015,JHALAWAR,7795,-0.1444,0.8515,0.5378261,0.1510163,0.0228059,0.66205,0.8515,0.5664,0.1417,0.4166,2014,Rabi       ,106834,329955,3.088483067,7796,-0.0073,0.8475,0.5772366,0.1588764,0.0252417,0.7138,0.8475,0.61795,0.0732,0.450975,7795,-0.0296,0.6839,0.3198774,0.1232358,0.0151871,0.4135,0.6839,0.3274,-0.0296,0.21245,7796,-0.0021,0.6286,0.3440235,0.1308244,0.017115,0.454525,0.6286,0.36095,-0.0021,0.225875
1017,JHALAWAR,7796,-0.0078,0.8343,0.5064334,0.1511258,0.022839,0.63195,0.8343,0.5148,0.0685,0.385375,2015,Rabi       ,112534,352790,3.134963655,7796,-0.021,0.8346,0.5316247,0.1457831,0.0212527,0.6516,0.8346,0.5482,0.1133,0.4204,7796,-0.002,0.6082,0.2899919,0.1151062,0.0132494,0.3795,0.6082,0.2838,-0.002,0.192275,7796,-0.0047,0.6611,0.3026918,0.113115,0.012795,0.390325,0.6212,0.29855,-0.0047,0.209875
1019,JHALAWAR,7796,-0.1852,0.8245,0.4528114,0.1578532,0.0249176,0.589,0.8245,0.44255,-0.028,0.317675,2016,Rabi       ,102108,354563,3.472431151,7795,-0.0728,0.831,0.4865869,0.1519326,0.0230835,0.61745,0.831,0.4922,-0.026,0.3589,7796,-0.0283,0.5751,0.2665388,0.1100798,0.0121176,0.3509,0.5751,0.25305,-0.0283,0.1736,7795,-0.0157,0.5557,0.2844777,0.1033171,0.0106744,0.36575,0.5557,0.2818,-0.0157,0.1974
1021,JHALAWAR,7794,-0.0672,0.8335,0.4867693,0.1556907,0.0242396,0.618675,0.8335,0.49515,0.0709,0.355625,2017,Rabi       ,109041,417546,3.829256885,7795,-0.112,0.8411,0.5391282,0.1578348,0.0249118,0.6741,0.8411,0.5698,0.0089,0.4063,7794,-0.0107,0.6133,0.2956988,0.1137235,0.012933,0.3838,0.6133,0.2946,-0.0107,0.196625,7795,-0.0301,0.6072,0.3181719,0.1136871,0.0129248,0.41005,0.6072,0.3288,-0.0301,0.21745
1023,JHALAWAR,7796,-0.142,0.8354,0.4473994,0.1455629,0.0211886,0.56535,0.8354,0.4354,0.0305,0.3246,2018,Rabi       ,102202,413256,4.043521653,7795,-0.1094,0.8451,0.5219364,0.1523766,0.0232186,0.6509,0.8451,0.5373,0.0439,0.39905,7796,-0.0224,0.6355,0.2709394,0.1063807,0.0113169,0.3462,0.5884,0.25505,-0.0224,0.182375,7795,-0.0167,0.6055,0.3021274,0.1077588,0.011612,0.3861,0.6055,0.3002,-0.0167,0.2121
1025,JHALAWAR,7796,-0.1108,0.8578,0.5230521,0.15526,0.0241057,0.652125,0.8578,0.5406,0.0792,0.3977,2019,Rabi       ,105638,426073,4.033330809,7796,-0.1906,0.8343,0.5532012,0.1592135,0.0253489,0.6887,0.8343,0.58875,0.0851,0.4215,7796,-0.0195,0.6867,0.3447175,0.1279639,0.0163748,0.441625,0.6867,0.3477,-0.0195,0.235175,7796,-0.0304,0.6565,0.3468404,0.1225784,0.0150255,0.4388,0.6565,0.35885,-0.0304,0.242075
