,Train_y,Train_DT,Train_RF,Train_NL,Train_SVR,Train_ANN
5,1.329723072,1.427584135470588,2.0514021632755113,2.222310659581047,1.7045303606078432,2.1373222
409,3.127593845,2.9393950945999996,3.133790822374718,2.994848003043085,3.1140982780751214,2.8702016
185,1.804273135,2.385072083983333,2.1320934307875725,2.0951686303505905,1.8684021254984158,1.8531884
290,3.6233257610000003,3.448789507945947,3.4237050904988755,3.363122125208861,3.6543823306166034,3.0664587
382,2.355714249,2.385072083983333,2.278213153560368,2.349235606884921,2.377449247764413,2.5341372
254,2.499012099,2.385072083983333,2.515678345086016,2.4389946897483608,2.5463867661941064,2.52619
180,1.5562489959999999,2.385072083983333,2.2016528651916363,2.1010574331107943,1.6922255009016416,1.9355955
97,2.308897905,2.385072083983333,2.320005526875257,2.013973221379228,2.327801761107323,2.574922
193,3.1786085219999998,2.9086431196249998,3.0988324600427393,3.263319922024836,3.2197745312016157,2.8692534
367,2.9231914469999998,3.3525823211212114,3.1938600372524757,3.1715477634630638,2.968324271621497,2.679159
103,1.764545016,2.385072083983333,2.1990260092082745,2.1118578702374027,1.7436050009264994,1.5199218
397,2.637983955,2.385072083983333,2.523039882247328,2.5115896083857967,2.6586712068026968,2.3918636
368,3.268746005,3.3525823211212114,3.3828745069270765,3.2128729918316647,3.3182804973192566,2.9069111
377,2.421830078,2.0276811368,2.245182993413345,2.2945473035564374,2.194616213453247,2.0704045
307,2.2921784730000003,2.385072083983333,2.3553884031675283,2.387259705754164,2.3088979745504394,2.2061148
79,2.58508916,2.9086431196249998,2.6645027326448556,2.6042664074264055,2.624407478751471,2.3353841
24,3.0893784330000003,3.448789507945947,3.3087330633421757,3.246217127864986,3.1163713768430603,3.0398731
65,4.1247476789999995,3.91633449284,3.800143576474915,3.939939639650655,4.1170338446828785,3.390254
114,2.9247559639999996,2.9086431196249998,3.0549885123396794,2.829191974349353,2.9641180507531493,2.66176
224,1.7940554380000002,1.427584135470588,1.6464303843023356,1.7878651464987323,2.0367175907138586,1.3665977
207,2.401708625,2.5835323908333336,2.18744462645695,2.113604113054805,2.199732800469188,2.4101968
131,4.462953299,4.387836045777778,4.318198806900455,4.272993320210871,4.414038828077793,3.6680608
375,1.684189775,2.0276811368,2.0514855871930475,1.9771664030685914,1.9703497331862563,2.0064225
154,3.162860092,3.448789507945947,3.2453407760399093,3.228038029769621,3.2205498616185304,2.8868623
333,2.742156787,2.385072083983333,2.341504612845143,2.72529661084803,2.54425978592345,2.6939642
373,3.320369402,3.3525823211212114,3.1220906981291394,3.22498922311547,3.367838955181374,2.9341605
286,2.8663571,2.385072083983333,2.8063542580195056,2.933242022623782,2.933387468078645,2.7187526
295,4.228811838,3.91633449284,4.040623066194166,4.2439715062498315,4.1955892868123765,3.4899604
208,2.7930642910000003,2.385072083983333,2.459499664525693,2.2752389403450897,2.317832336247238,2.5870912
386,2.714554142,2.9393950945999996,2.6775393158324907,2.656556656618255,2.6547974277967255,2.728329
177,1.834980237,2.385072083983333,2.1688758227670895,1.8934189425707268,1.9122590378924675,1.890837
401,2.501679507,2.385072083983333,2.3029090971418453,2.626623038001057,2.5526196228729736,2.3292131
165,3.5996102039999998,3.448789507945947,3.6582649731198367,3.503830295993259,3.6267977776473668,3.0627878
166,3.8136187039999996,3.448789507945947,3.814521351754299,3.5736404503498065,3.807184376676867,3.1743805
104,2.9503052210000003,2.8183410777500004,2.789938172647058,2.5401336442496465,3.018830830296163,2.7343736
391,2.89663814,2.385072083983333,2.494540278543613,2.618922262239277,2.797127718261648,2.8510242
195,3.5617256719999997,3.91633449284,3.477365074762768,3.519497485364276,3.6121776038472415,3.4805405
135,2.7939663439999998,2.385072083983333,2.4553045039394727,2.4315812792377898,2.3185221166437726,2.5992744
274,4.2460684980000005,3.448789507945947,3.8128634632637795,4.068364779367439,4.112578389637058,3.1824834
202,4.168860917,3.91633449284,3.9723050660398664,4.084409450765609,4.217838168591844,4.4065056
305,2.699965226,2.385072083983333,2.3811558481585267,2.442058357089018,2.763873378416476,2.5023406
73,4.44757959,4.387836045777778,4.23694436570183,4.252323605985493,4.4218804119084085,3.6814787
40,1.480886819,2.385072083983333,1.8261554395577366,1.7813301970438316,1.4794243006687742,1.8554227
425,2.456272875,2.385072083983333,2.6519146143693946,2.7501120542530844,2.497534218067517,2.3322864
268,3.277459595,2.9393950945999996,3.024618557397472,3.02269323161004,3.2345269432046804,2.865423
415,2.287747269,2.385072083983333,2.3935010578494937,2.184993247267456,2.2139823179626594,2.2203445
175,1.61175678,2.385072083983333,2.0805504407823303,1.9064502871335565,1.7572378913910098,1.8966751
403,2.673270551,2.385072083983333,2.57978612641587,2.7567705920312937,2.6441828180918128,2.7264924
69,4.363411087,3.91633449284,4.08573131837546,4.058348141047437,4.313065290368433,3.5503476
251,2.0225954280000003,2.385072083983333,2.238862872660346,2.1290970045728113,2.0935597208023777,2.2865036
407,3.423890715,2.9393950945999996,3.1295074118773614,3.1252174734809675,3.4030264093523455,3.0304894
32,3.964074042,3.91633449284,4.01888504997404,4.149023225293536,3.999235575315179,3.646612
3,1.95531373,2.385072083983333,2.274578144797414,2.160147808407962,2.069991617169406,2.123136
13,3.447732143,2.9393950945999996,3.227641573300265,3.10890597571294,3.4079003790981366,3.0287168
186,2.081190942,2.385072083983333,2.241353459599063,2.1456540998451405,2.1297418577219664,2.2062538
70,4.306820086,3.91633449284,4.125208837354934,4.337179367340694,4.297292517746346,3.5793095
289,3.634388297,3.3525823211212114,3.5042071795086494,3.338807590843242,3.6347777898077167,2.9520023
318,2.543518761,2.385072083983333,2.2992844820672236,2.5746502120685397,2.601648769174097,2.368374
